SKU,1er trimestre  ( 2015 ) - Cantidad,2º trimestre  ( 2015 ) - Cantidad,3er trimestre  ( 2015 ) - Cantidad,4º trimestre  ( 2015 ) - Cantidad,1er trimestre  ( 2016 ) - Cantidad,2º trimestre  ( 2016 ) - Cantidad,3er trimestre  ( 2016 ) - Cantidad,4º trimestre  ( 2016 ) - Cantidad,1er trimestre  ( 2017 ) - Cantidad,2º trimestre  ( 2017 ) - Cantidad,3er trimestre  ( 2017 ) - Cantidad,4º trimestre  ( 2017 ) - Cantidad,1er trimestre  ( 2018 ) - Cantidad,2º trimestre  ( 2018 ) - Cantidad,3er trimestre  ( 2018 ) - Cantidad,4º trimestre  ( 2018 ) - Cantidad,1er trimestre  ( 2019 ) - Cantidad,2º trimestre  ( 2019 ) - Cantidad,3er trimestre  ( 2019 ) - Cantidad,4º trimestre  ( 2019 ) - Cantidad,1er trimestre  ( 2020 ) - Cantidad,2º trimestre  ( 2020 ) - Cantidad,3er trimestre  ( 2020 ) - Cantidad,4º trimestre  ( 2020 ) - Cantidad,1er trimestre  ( 2021 ) - Cantidad,2º trimestre  ( 2021 ) - Cantidad,3er trimestre  ( 2021 ) - Cantidad,4º trimestre  ( 2021 ) - Cantidad,1er trimestre  ( 2022 ) - Cantidad,2º trimestre  ( 2022 ) - Cantidad,3er trimestre  ( 2022 ) - Cantidad
0111640,2,3,2,1,3,,,,4,1,,2,2,,,2,,1,,,,,4,,,3,1,,2,3,
0111644,,,,1,,,1,1,1,,,1,1,,1,,6,,,,,,1,,,1,1,,,,2
0111646,2,1,1,4,,,2,,,1,2,,,,,,1,,,1,,1,2,,,1,1,,2,2,
0111648,1,1,,,,,,,,1,,1,2,,2,,,1,1,,,,1,1,,,2,,,,
0111650,,2,,,,1,,1,,,,,1,,,,1,,,1,,,,,,,1,,,,
0111652,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,,
0111654,,,,,,,,,,,,,,,,,2,,,1,1,,,,2,,,,,1,2
0113000,,0,,21,,4,2,3,4,5,1,,0,,3,1,8,,2,1,2,1,,2,1,1,,3,2,,3
0113020,6,1,11,4,2,9,6,1,11,8,,8,,1,1,3,12,1,7,2,5,4,2,9,2,2,8,6,7,,12
0113040,11,16,20,11,5,18,4,10,22,6,12,13,21,14,5,9,8,25,1,1,11,2,7,20,18,2,12,9,14,3,5
0113060,7,13,21,4,4,17,4,5,29,18,5,3,6,9,0,24,2,,4,3,13,,5,10,,,17,3,14,1,3
0113080,12,6,10,6,3,16,2,7,16,1,3,3,6,2,7,4,2,2,8,1,7,6,2,5,10,,6,3,14,3,3
0113100,4,1,1,,5,2,2,1,,,2,,1,3,,,2,-1,,,1,,1,,3,1,6,,3,1,2
0113120,,2,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,,1,,1
0600010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
0600011,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,7,6,11,25
0600012,,,,100,171,110,162,101,155,175,205,226,104,22,174,367,180,61,48,118,34,20,131,249,135,113,38,165,59,22,44
0600015,,,,,1,3,1,9,4,2,,4,,76,4,2,,10,6,10,6,3,,1,23,1,12,7,16,16,4
0600021,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,34,53,28
0600025,56,218,561,218,440,131,122,82,247,161,278,239,135,9,,121,336,46,138,39,300,213,152,158,97,96,216,24,59,116,82
0600026,186,301,518,241,441,222,371,226,,195,329,274,199,114,255,96,806,111,195,111,22,307,157,229,119,112,3,391,348,161,139
0600027,79,205,585,66,70,112,217,85,210,152,80,157,57,147,13,91,53,9,93,69,83,20,125,22,17,61,10,96,15,17,38
0600028,315,95,"1,313",338,100,230,460,457,330,338,298,272,301,182,76,235,256,-27,77,161,92,105,177,441,191,,,179,245,322,243
0600033,2,1,3,,,1,,2,,,1,13,,5,,,,29,117,106,12,1,,,,,,13,18,17,
0600035,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,99,17
0600037,,,204,55,102,109,51,70,78,74,54,104,78,95,94,86,146,,22,81,68,62,72,88,39,40,26,64,49,45,26
0600038,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,59,5,11
0600039,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,12,9
0600042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0700014,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
0700017,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,2,2
0700018,41,20,2,14,22,5,17,11,14,16,10,8,,5,19,3,21,8,,9,9,4,9,9,7,8,,14,5,11,
0700019,35,21,,19,12,23,7,20,14,20,5,11,8,12,13,2,6,14,2,14,9,9,14,19,4,5,6,7,7,14,11
0700021,18,32,7,16,25,12,13,14,20,41,8,19,23,7,19,11,22,12,10,9,10,11,25,24,4,12,14,18,6,18,10
0700024,41,18,,14,14,7,12,15,14,11,8,12,10,12,5,15,13,,11,6,7,4,22,2,,7,17,5,1,13,7
0700025,6,10,9,7,,6,3,5,2,9,10,10,5,5,5,2,3,3,5,3,6,1,2,3,14,14,17,5,,9,6
0700026,3,11,2,8,8,5,3,13,6,4,7,7,7,10,4,6,3,12,14,11,5,3,3,13,19,1,,12,,9,1
0700028,10,8,14,6,12,16,20,12,10,12,8,6,24,15,11,8,20,10,10,16,18,4,10,14,8,12,4,12,15,11,9
0700029,18,15,21,20,21,23,14,24,14,16,7,33,26,44,51,25,53,20,29,38,21,13,17,41,15,6,16,42,12,27,21
0700030,114,106,92,92,127,103,78,61,89,61,69,107,35,67,112,59,52,59,81,67,78,52,98,54,37,58,60,56,82,101,13
0700031,2,2,1,2,2,3,2,10,4,3,10,8,2,15,3,10,22,8,3,9,,3,11,6,,,,,,,
0700033,1,4,6,10,1,,7,,3,,2,1,6,1,,,4,0,1,2,1,,3,,1,,1,2,,1,
0700036,10,,3,4,11,1,9,1,10,5,5,6,5,1,9,,7,5,8,17,3,6,10,4,3,8,2,13,6,3,5
0700037,3,1,3,7,3,3,3,1,6,3,3,5,5,,,,,,,,,,2,7,,1,,,1,1,2
0780143,,,,,,,,,,,,,,,,,,,,,,,2,11,21,24,7,6,16,38,14
0780144,,,,,,,,,,,,,,,,,,,,,,,70,4,24,26,47,26,21,,
0780145,,,,,,,,,,,,,,,,,,,,,,,1,6,5,2,11,6,7,,
0780159,,,,,,,,,,,,,,,,,,,,,,,3,6,40,14,6,8,5,63,
0780165,,,,,,,,,,,,,,,,,,,,,,,1,7,53,2,35,8,21,56,13
0780169,,,,,,,,,,,,,,,,,,,,,,,,4,36,50,17,9,9,22,2
0780174,,,,,,,,,,,,,,,,,,,,,,,,7,49,6,19,17,30,26,15
0780178,,,,,,,,,,,,,,,,,,,,,,,,2,13,,3,2,1,,13
0780182,,,,,,,,,,,,,,,,,,,,,,,,11,16,4,23,11,19,22,11
0780200,,,,,,,,,,,,,,,,,,,,,,,,2,13,7,2,,14,3,12
0780202,,,,,,,,,,,,,,,,,,,,,,,,24,17,38,40,1,37,11,35
0780204,,,,,,,,,,,,,,,,,,,,,,,,10,28,56,6,,,44,24
0780205,,,,,,,,,,,,,,,,,,,,,,,12,6,28,22,35,,22,19,21
0780208,,,,,,,,,,,,,,,,,,,,,,,12,2,24,57,3,6,63,51,6
0780210,,,,,,,,,,,,,,,,,,,,,,,1,17,19,5,45,,32,19,15
0780212,,,,,,,,,,,,,,,,,,,,,,,4,14,34,25,25,7,42,52,29
0780217,,,,,,,,,,,,,,,,,,,,,,,12,2,18,1,6,4,36,1,8
0780220,,,,,,,,,,,,,,,,,,,,,,,,7,11,14,2,5,11,3,11
0780230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,
0780232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-1,
0780234,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,5,1
0780236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4
0780238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
0780240,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,12
0780244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
0780250,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,1,,,1
0780252,,,,,,,,,,,,,,,,,,1,,,,,,2,1,2,,,1,,2
0780254,,,,,,,,,,,,,,,,,,,1,,,,,1,3,1,,,1,,2
0780285,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,2,,,1
0780286,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,6
0780287,,,,,,,,,,,,,,,,,,,,,,,3,6,6,28,1,5,4,4,6
0780288,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2
0780300,,,,,,,,,,,,,23,0,4,7,7,5,4,4,6,3,50,7,19,19,21,12,33,2,3
0780305,,,,,,,,,,,,,29,12,1,2,7,23,6,8,12,3,16,9,10,24,18,31,17,23,9
0780315,,,,,,,,,,,,,16,4,,,,9,2,1,9,1,7,9,3,28,,21,19,6,17
0780350,,,,,,,,,,,,,,,,,,17,3,22,32,6,22,63,13,119,103,300,125,5,
0780355,,6,3,,10,,,1,6,,5,2,6,21,7,3,2,8,3,1,14,0,7,13,16,22,,,1,,
0780360,,,,,,30,,,,49,28,12,40,39,2,,,71,43,47,62,46,104,47,,,,58,74,39,43
0780362,,,,,,,,,,,,,,,,,,1,1,3,2,2,1,1,4,1,1,,,3,2
0780364,,,,,,,,,,,,,,,,,,1,2,6,1,2,,2,6,1,1,5,1,4,3
0780366,,,,,,,,,,,,,,,,,,1,4,4,2,1,,,,2,,2,3,4,1
0780367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
0780368,,,,,,,,,,,,,,,,,,2,2,6,,2,1,3,7,1,1,1,6,7,
0780370,,,,,,,,,,,,,,,,,,2,2,1,2,4,2,,4,4,2,2,4,7,2
0780372,,,,,,,,,,,,,,,,,,3,1,3,4,1,2,2,9,1,1,2,5,5,6
0780395,,"1,051",623,106,395,114,339,257,380,655,645,378,243,182,310,41,10,31,37,181,118,281,678,301,297,,,136,311,104,226
0780400,,121,72,9,,101,147,124,45,116,205,104,254,189,91,132,,233,254,151,118,193,237,442,75,369,345,262,178,146,278
0780450,7,93,6,3,,86,158,57,,159,268,150,139,267,126,82,2,150,143,149,228,151,267,213,227,371,308,70,22,16,66
0780455,1,87,14,1,,42,49,90,66,30,80,25,41,99,32,35,11,16,64,25,119,78,125,109,68,122,164,80,46,156,78
0780460,,157,135,149,180,179,184,167,55,285,212,296,235,288,,,,162,197,158,228,180,335,402,377,351,390,352,370,383,368
0780500,6,4,6,1,5,4,8,4,12,15,3,,8,8,15,5,2,19,9,5,4,11,19,12,9,13,24,25,13,19,8
0780505,4,5,12,8,10,9,5,8,3,9,22,3,13,6,18,,,33,4,17,6,,18,27,27,56,16,32,36,40,25
0780510,33,29,17,23,31,26,8,26,21,42,34,2,14,34,52,,,76,51,42,87,46,146,94,112,13,,68,151,101,74
0780515,,34,38,39,39,32,29,34,34,42,68,29,81,94,,,0,129,94,42,316,20,48,550,1,236,235,231,406,408,90
0780520,11,7,3,18,13,15,9,1,,12,,11,21,11,4,,,19,5,1,21,18,19,40,43,30,33,33,34,24,7
0780600,,,,,,4,9,2,,14,4,5,3,6,15,8,,21,8,7,22,12,8,8,14,17,13,9,13,14,19
0780605,,,,,,3,4,7,1,8,7,8,22,6,3,,,19,22,26,41,5,19,34,39,23,76,53,52,69,38
0781150,,,,,,,,,,,,,5,1,2,2,3,6,,,2,1,2,3,4,2,4,2,1,2,3
0781175,,,,,,,,,,,,,,,,,,,,,1,,1,3,4,2,,,2,1,2
0781200,,1,2,,,,1,,,1,,3,4,1,1,,,,1,1,1,5,4,5,4,1,,,,,
0781375,3,126,54,51,82,101,65,68,1,108,86,42,73,162,60,27,1,42,65,35,70,76,74,114,100,190,58,48,133,177,52
0781380,,107,43,21,26,50,36,22,77,42,45,2,19,66,30,56,21,21,27,29,47,17,40,38,67,44,68,28,63,83,72
0781401,24,23,19,14,17,16,8,12,49,23,9,3,21,26,23,19,4,12,7,16,11,15,29,8,8,14,12,23,9,2,3
0781402,1,13,15,3,,2,7,11,22,13,9,4,11,20,13,7,2,6,13,20,5,9,11,7,18,7,14,9,16,5,5
0781403,1,13,14,1,,17,4,8,4,20,21,2,13,39,3,3,2,13,5,20,24,2,24,16,17,35,11,18,13,17,6
0781404,13,24,35,14,,27,23,17,7,9,15,32,15,17,6,5,2,3,13,7,12,4,17,19,8,19,25,9,11,16,8
0781405,5,26,20,,,18,26,34,12,37,25,37,8,31,19,8,5,4,4,14,1,4,4,5,2,21,11,9,22,5,4
0781406,12,19,10,14,11,18,2,10,10,9,28,6,4,5,6,14,15,13,14,4,5,11,15,13,15,15,17,9,17,19,6
0781407,16,13,14,5,1,8,5,10,12,7,14,8,14,5,4,12,2,2,11,13,20,4,1,22,7,12,19,6,13,21,3
0781409,5,5,6,7,8,33,3,1,3,12,3,2,,,3,2,2,1,5,5,,,,3,4,3,3,,,,7
0781411,,4,4,3,3,14,,2,1,4,5,1,12,1,1,,9,,1,4,2,,4,4,5,8,,,6,6,10
0781412,9,14,12,3,2,34,9,4,3,12,8,5,9,12,8,6,1,5,1,8,8,,7,0,11,15,0,,8,12,9
0781413,,3,15,2,,,,,,12,5,2,5,3,1,2,5,,2,4,,1,9,6,,8,10,1,6,11,4
0781414,2,6,6,3,1,3,2,1,,13,,,2,2,5,1,4,2,4,1,,,2,8,3,7,5,6,5,1,10
0781420,5,2,3,10,,2,4,6,6,7,6,2,3,2,19,6,2,1,3,3,3,3,18,1,1,2,19,8,8,11,5
0781425,1,1,2,2,1,2,2,3,2,2,3,,2,2,2,9,,,2,1,2,,,1,6,,1,2,1,4,4
0781428,6,11,,,1,,3,6,1,5,,5,3,6,2,3,,1,3,1,3,,5,1,4,2,5,,5,7,2
0781430,3,33,26,,,19,10,26,15,24,42,13,18,16,26,17,,9,6,12,26,6,10,9,22,14,7,16,11,2,6
0781431,,9,7,10,2,6,9,7,7,8,6,7,1,9,9,12,3,,10,10,5,1,4,6,11,16,17,12,20,2,12
0781440,1,0,1,1,1,3,1,1,1,,,2,,,,1,2,,1,2,,,,,,,1,1,,2,0
0781479,,,,,,2,4,,1,5,6,1,1,,2,8,0,1,2,1,2,,8,3,10,1,1,,,1,3
0781480,1,,5,5,6,7,5,1,,1,18,25,5,,1,3,2,0,3,,4,13,,4,3,1,2,2,1,1,8
0781481,,,,2,,1,,3,2,,,2,,,,1,,,,,3,,,1,2,,1,1,3,1,1
0781490,3,2,2,2,10,4,5,,,10,7,,2,4,1,6,1,1,4,3,,2,4,7,2,,7,2,9,5,3
0781491,1,,3,1,2,5,4,,1,3,5,-1,3,8,2,,1,1,4,2,2,,2,6,2,1,3,5,3,4,5
0781493,1,1,1,2,4,4,9,1,,,2,2,5,2,2,2,4,6,2,1,1,1,3,2,1,9,,,3,3,2
0781494,1,1,1,,,,,2,2,,,1,1,,,,,,2,1,,,,,,1,,1,1,,1
0781496,,1,,,,1,2,1,,,,2,1,1,2,,,,3,1,,2,4,1,3,2,2,,1,2,1
0781500,,8,1,1,,9,,,,,,,3,1,3,1,,,,,,,,,,,,1,3,,
0781501,,,4,,4,6,0,,,,4,3,5,-1,,,,2,3,,3,,,3,2,,2,2,2,2,2
0781510,,,,6,1,,4,,,2,1,,,,,2,,,,3,,,,,1,,1,,1,2,
0781511,,3,-2,5,2,1,,2,-2,,1,,3,,1,,,,,2,1,1,,,,,,,,,
0781512,2,,,5,,2,1,2,1,1,1,3,,,1,,,1,,2,1,,1,3,1,0,,,,,4
0781514,,,,5,,5,1,,,,4,,,,,,1,,,4,2,-1,,,1,,,,1,,1
0781600,,0,,3,2,1,,,,4,,,,,,5,1,,,,,,,2,1,,,,4,,
0781801,1,,,,,,,3,1,2,,,5,,,,,,,,,,4,1,1,,,1,,2,2
0781804,,,1,,,,,,,4,,,5,,,,,,,,,,6,,,,1,,1,4,1
0781805,1,1,1,3,2,5,8,2,3,5,13,28,21,2,3,5,1,3,7,2,1,3,8,10,3,14,4,11,8,21,8
0781806,1,1,,,2,,4,,,4,,1,4,,,,2,0,1,4,,,3,3,4,,,,1,,
0783000,,4,6,3,2,10,4,3,,6,4,6,2,,2,11,,,3,3,3,4,7,11,2,6,16,34,8,26,15
0783010,,3,,1,,1,5,3,3,,1,2,1,3,,3,,,,,,4,5,3,1,3,,5,3,5,6
0783020,2,,4,5,,6,-3,,10,3,,,4,9,3,,,6,4,4,4,,7,1,1,10,8,16,2,3,2
0783030,5,,,1,,,1,1,3,1,,1,1,4,4,,,6,3,1,4,,9,4,1,5,7,14,6,3,11
0783040,,1,12,1,3,16,4,,,13,12,,17,21,1,1,,17,15,12,10,6,38,28,,39,59,76,84,89,4
0783050,1,,4,,,8,4,1,,2,4,8,7,3,6,6,2,6,4,16,3,,6,26,,5,11,24,38,,
0783060,3,,4,1,1,5,5,,,12,3,,3,4,13,6,4,5,16,14,15,8,8,19,12,23,,15,44,11,5
0783070,1,1,,,,3,4,1,1,2,3,4,1,3,2,5,5,,,3,,5,2,1,2,2,1,2,6,1,2
0783080,3,3,8,1,,9,4,3,2,11,2,2,1,1,3,4,4,3,5,5,5,4,4,8,8,2,21,15,16,9,9
0783090,,,,,,3,10,3,,4,,14,1,,1,4,1,5,1,6,,3,2,1,,1,4,6,2,4,1
0783100,3,3,6,2,8,13,2,,1,8,1,10,9,4,6,2,,,11,4,7,4,,34,,21,40,19,80,10,6
0783105,,,,,,,,,,,,1,,,2,,,,2,,,,6,,,,,,1,,1
0783110,2,1,,2,2,1,3,,1,10,,,2,4,2,5,15,2,,2,6,4,9,7,12,8,5,13,11,20,1
0783120,,,,1,1,1,1,,,,,2,,,,2,,,,,1,1,,1,,1,,2,,1,
0783130,,4,2,3,3,5,,,,6,5,3,,5,2,4,4,,2,7,1,1,,4,2,9,2,9,7,1,3
0783140,,2,5,1,,1,,,4,4,1,,,2,2,6,2,2,2,5,4,2,3,3,4,2,7,9,7,3,2
0783150,1,,2,,1,,4,,1,1,2,1,1,,,,2,,1,,1,2,,2,1,1,,2,3,3,1
0783160,,1,4,2,,4,2,2,,10,,,3,15,2,7,4,3,8,,4,,13,10,7,1,9,4,5,33,
0783170,,,2,1,,1,1,3,-1,,,,3,,,3,,1,2,,,1,,,1,3,3,1,3,1,2
0783180,,,,1,1,1,1,1,1,2,,,1,1,,,2,1,,,2,1,1,2,1,2,3,1,,4,
0783190,1,3,1,,,,,,1,,4,,,2,,1,2,2,,1,2,,3,,2,4,2,1,1,3,2
0783250,,1,,4,,2,,5,,,1,1,,,,3,2,,,3,0,,,,2,3,3,,,1,3
0783255,,1,,1,,3,,,1,2,1,,2,1,4,1,,1,,3,,,,3,2,2,3,6,7,1,1
0783260,,,,3,,4,,1,1,,,,,,,1,5,,,4,,,,,,1,2,1,2,2,2
0783265,,2,2,3,1,4,4,,1,7,,,3,1,1,1,4,3,2,,,5,3,4,6,-3,3,5,4,7,
0783270,1,1,1,,1,0,,,3,,,1,,,1,,,1,,,,1,1,,,,,2,,1,1
0783275,,,,2,1,3,1,1,2,5,,,,1,,1,3,,5,1,2,,2,9,,1,18,4,20,,
0783280,1,1,1,3,1,,6,2,-1,2,3,3,3,1,3,1,,,,3,1,1,,3,5,-2,2,6,4,4,2
0783285,4,,1,1,4,3,2,2,-1,4,2,1,3,,5,,,1,,1,3,,3,4,1,,10,7,9,3,1
0783290,,2,5,4,,7,3,3,-1,5,3,8,4,3,5,5,6,5,2,7,8,3,6,11,3,8,10,14,16,13,1
0783295,,,,,,,2,2,2,,1,,4,,,1,,,,1,,,,,2,,,2,,,4
0783300,,,,1,1,,2,3,1,,,,1,2,1,1,1,1,,4,1,,,,,4,1,1,,3,2
0783305,1,,,,,,,,,,,,1,,,,,,,,2,,,,,2,,,,1,
0783310,,3,1,,,,,,1,,,1,,,,,1,,2,1,,,1,1,,,2,,,,1
0783315,1,,,1,,,1,,3,1,,,1,,1,,1,,1,,1,,,1,1,,2,,2,1,1
0783320,,,,,2,,,,1,,,,,,,1,,2,1,,,1,,,,,3,2,,,
0783325,,1,,,,,1,1,,,2,1,,2,2,1,,,2,2,1,,,3,1,2,4,1,2,,3
0783375,1,,1,,2,,,3,,,2,1,,,1,2,1,1,,,1,2,1,,,2,4,2,1,7,
0783380,1,,2,2,,1,2,2,1,1,2,5,2,3,3,1,2,5,3,5,4,2,3,3,3,13,3,7,20,3,1
0783385,3,2,,,1,,,2,3,1,,,1,,,3,1,1,,3,,,3,,4,1,,,4,6,
0783390,,1,,1,,1,,,,,,1,,,1,,,,,1,1,,,1,1,3,1,,3,2,1
0783395,,,,,,,2,,,1,,,1,,1,,1,1,,1,,,1,,,2,1,,,3,3
0783400,,2,,,,1,2,,,,1,,,,,,,1,,1,1,1,2,,2,,2,2,,2,2
0783405,,1,,4,2,1,2,,2,2,1,4,,,,1,2,1,,4,,,,7,1,2,4,,2,7,
0783410,,1,,1,,,1,1,0,1,,1,1,,,1,,,,3,,,,,,2,1,,3,,
0783475,,,1,1,,1,,,1,,2,,,,2,,1,,,,,3,1,,1,3,2,,5,2,1
0783480,,,,4,,2,,1,2,1,2,1,,1,3,1,,1,,,,2,2,,,,1,3,,2,
0783485,,,,,,,,1,,1,,1,,,1,2,,1,,,,1,,3,,,1,2,,2,
0783500,1,3,,2,,,1,1,,1,1,1,1,2,,1,,3,1,3,2,2,1,2,1,2,2,1,1,1,4
0783502,,,1,3,,,0,2,,,1,1,,2,,1,2,,2,,2,2,2,1,1,1,,,2,2,
0783550,,1,,1,,,,0,,,1,1,1,,,,1,,,1,,1,,,,,1,,,,
0783554,,,,,,,,1,,1,,,,,2,1,2,,,,,1,1,1,,,,1,1,,
0783558,1,,,1,1,1,,,,,,,,1,,,1,,,,,,2,,,,,,1,2,
0783562,,,,,,1,1,,,,,,,,2,,1,,,,1,,1,1,,2,,,,,
0783566,,,,,,1,,,,,,,,,1,,,1,1,1,1,,1,,,,,,,2,1
0783590,1,1,,,1,4,,1,,1,,1,1,1,,1,1,,,,,2,,3,,,,2,1,1,
0783593,,,,1,2,,2,,,,2,,3,2,,0,1,,,,1,1,3,1,,5,1,1,1,,
0783596,,,,1,,1,2,,1,,2,,2,1,,1,,,1,1,,1,,2,,,3,2,1,1,
0783599,1,,,,,,,,,,,,,,0,2,2,,,1,,,,1,,,,,,,1
0783600,1,,4,,,1,1,,2,2,1,1,,1,,,,,1,,,1,1,3,1,1,5,,,,
0783602,1,,1,1,1,2,1,,,1,1,,1,,,2,1,,,1,1,,1,2,1,1,4,,2,,6
0783605,,,1,,,,,1,1,,,1,,,1,,,,1,,,,1,1,1,2,,3,,1,
0783608,,,,,,,1,,,,,1,1,,1,,,1,,,1,,,1,,,2,,2,,1
0783611,,,1,1,,1,1,,1,2,,2,,1,1,2,2,,2,3,3,,,1,2,,3,,1,,1
0783614,1,,,2,,,2,,,,1,1,1,1,,,1,,,,,1,,4,,1,,2,,2,
0783675,,2,4,1,1,6,-1,1,2,8,1,1,4,2,3,1,1,4,1,2,4,1,2,3,2,7,3,3,8,4,6
0783678,,2,1,6,2,4,2,1,,9,6,1,3,1,,13,5,4,7,4,1,1,13,4,3,5,12,3,6,30,2
0783681,,,2,,,2,,,,2,,1,2,,,1,1,,,,1,,1,,1,1,1,3,,,1
0783684,,,4,3,,,1,3,,1,2,1,1,,,,5,,,,2,1,,,,1,2,,1,,2
0783700,12,,,1,1,10,8,2,,22,2,1,3,6,19,22,,5,27,18,17,7,15,61,,33,73,40,39,49,41
0783703,2,2,11,,1,7,6,6,,3,4,,2,1,2,5,3,6,3,1,4,1,7,8,3,1,,2,12,7,5
0783706,12,6,2,0,5,8,7,10,1,9,2,7,23,14,,,,8,14,16,17,12,16,27,29,41,20,11,17,100,4
0783709,1,,1,,2,2,1,3,,2,,3,,1,,5,6,,4,1,1,,7,4,4,1,8,5,4,8,9
0783712,,1,,1,1,2,,1,3,1,,,,1,,1,3,,,1,,,3,5,,2,7,8,8,9,2
0783715,,,,2,,1,1,,3,,,1,1,,,1,2,,,1,,,2,,,1,2,4,1,1,2
0783718,1,6,2,1,,10,1,5,1,5,2,6,10,,9,3,,3,8,5,7,4,5,3,21,3,1,5,26,8,2
0783721,,1,1,1,1,1,1,,,5,1,1,6,2,,2,,1,10,,2,1,1,8,2,5,5,,10,4,6
0783724,2,1,2,,,2,1,1,,,1,3,2,,,,,,0,1,1,1,1,2,1,3,2,3,9,,
0783727,,1,,3,1,5,1,,,5,3,2,2,,2,3,2,6,3,1,6,4,11,5,4,1,8,10,12,10,7
0783730,1,2,,2,,,1,,4,,1,,1,1,3,2,,1,,3,,2,4,3,2,3,1,6,6,9,1
0783733,,1,,,1,,,,1,,,2,,1,1,1,,1,,3,,,,,,,1,1,,6,
0783760,1,3,,,,5,,,,,1,3,,1,,,6,1,,,3,,,9,,,1,9,8,,
0783762,,1,,,,,,1,,,,1,,,2,,1,,,,,2,,1,,1,1,1,3,1,
0783775,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,1,,,,,
0783777,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,1
0783779,,,,,,,,,1,,1,,,,,1,,,,1,,1,1,1,1,,1,1,1,,
0783782,,,,2,,,,,,,,,,,,,,1,1,,,1,,1,,,,1,,1,
0783784,,,1,,,,,,,,,1,,,,1,,,,,,,1,,,,1,0,,2,
0783790,,,1,,,,,,,,,,1,,,1,,,,,,,1,,,,,,1,1,1
0783793,,,,,,,,,1,,,,,3,,2,,,1,2,1,,1,,,,1,,2,,1
0783796,,,,2,,,1,,1,,1,,,2,,,1,,2,1,4,,,3,1,,2,,4,1,1
0783799,,,1,,,1,,,1,,,,,,,,,,,1,,1,,1,,,,,2,,1
0783802,2,1,1,1,,,,1,,,,1,,,1,1,1,,,4,,2,2,2,,,,5,2,1,
0783840,1,2,3,2,,2,,3,2,,6,,1,,2,4,3,2,1,,2,2,5,8,,4,4,3,1,2,3
0783842,,1,,,,,,,,,,,2,,,0,2,,2,,,1,4,,,,1,,3,,1
0783844,,4,3,,1,8,6,,,3,10,3,6,19,,,,10,8,10,13,,16,11,10,7,8,12,3,10,9
0783846,,2,2,2,,5,,,2,2,1,,2,1,4,2,2,2,3,2,1,1,6,3,2,3,3,3,13,-2,2
0783875,,13,3,2,1,11,3,6,3,8,2,9,5,2,4,7,3,4,5,7,3,3,4,13,8,11,9,14,13,13,8
0783877,1,7,,2,,10,4,,,10,2,2,1,3,1,1,8,1,11,1,,,7,3,1,4,6,12,3,5,7
0783879,1,,1,,2,2,,,,1,2,1,,,,1,,1,1,2,1,,,,,,,,2,,
0783890,,4,3,0,,1,1,,,1,,,1,,3,,,,3,,,,1,7,1,,2,2,2,2,1
0783892,1,5,,,1,6,-1,3,2,6,5,,,1,8,,2,13,1,,5,1,8,7,7,2,2,7,4,2,9
0783894,1,4,1,3,2,6,-1,5,1,4,1,7,5,,9,3,,8,3,3,9,,12,14,2,4,6,10,9,3,4
0783896,,23,4,,,14,1,,,28,2,,40,20,,,,49,30,12,35,27,97,56,4,26,,88,92,45,25
0783910,1,5,,3,,8,1,,,1,1,2,,3,,1,,2,3,,3,1,4,1,1,0,4,2,3,3,5
0783912,1,1,,,,,,1,2,2,,,,1,,,1,,,1,1,,0,,,,,1,1,1,0
0783914,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,1
0783916,1,,1,,,,,,,2,,,,1,1,,,1,,,1,,,,3,1,,1,4,,1
0783918,,,1,,,,,,,,,,,1,2,,,,1,1,,,,1,1,1,1,2,2,,2
0783920,,,,,1,,,,3,2,,,1,,,,,,,,,,,,,,,,2,1,1
