SKU,1er trimestre  ( 2015 ) - Cantidad,2º trimestre  ( 2015 ) - Cantidad,3er trimestre  ( 2015 ) - Cantidad,4º trimestre  ( 2015 ) - Cantidad,1er trimestre  ( 2016 ) - Cantidad,2º trimestre  ( 2016 ) - Cantidad,3er trimestre  ( 2016 ) - Cantidad,4º trimestre  ( 2016 ) - Cantidad,1er trimestre  ( 2017 ) - Cantidad,2º trimestre  ( 2017 ) - Cantidad,3er trimestre  ( 2017 ) - Cantidad,4º trimestre  ( 2017 ) - Cantidad,1er trimestre  ( 2018 ) - Cantidad,2º trimestre  ( 2018 ) - Cantidad,3er trimestre  ( 2018 ) - Cantidad,4º trimestre  ( 2018 ) - Cantidad,1er trimestre  ( 2019 ) - Cantidad,2º trimestre  ( 2019 ) - Cantidad,3er trimestre  ( 2019 ) - Cantidad,4º trimestre  ( 2019 ) - Cantidad,1er trimestre  ( 2020 ) - Cantidad,2º trimestre  ( 2020 ) - Cantidad,3er trimestre  ( 2020 ) - Cantidad,4º trimestre  ( 2020 ) - Cantidad,1er trimestre  ( 2021 ) - Cantidad,2º trimestre  ( 2021 ) - Cantidad,3er trimestre  ( 2021 ) - Cantidad,4º trimestre  ( 2021 ) - Cantidad,1er trimestre  ( 2022 ) - Cantidad,2º trimestre  ( 2022 ) - Cantidad,3er trimestre  ( 2022 ) - Cantidad
0230051,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,
0230052,43,,14,,,94,,,,,,,,,,,,,,,,,,,,,,,,,
0230053,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
0238610,1,,,,,19,,,,4,,,,,,,,,6,,,,,,,,,,,,
0238611,,,,,,68,12,,,8,,,,,,,,,2,,,,,,,,,,,,
0238615,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
0250172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
0270061,11,50,24,30,10,43,53,6,10,6,4,,1,,39,,6,,,12,14,1,,16,,24,25,20,,2,
0270095,17,104,20,36,6,,,4,,40,8,,26,19,5,,31,,10,,,,,,6,20,11,32,,6,
0270138,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
0270197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,
0270255,30,18,7,10,10,16,11,,17,21,1,2,2,29,1,,4,10,,6,1,12,2,,3,11,21,12,3,,1
0270261,,,,10,,,10,13,2,,,20,4,,,9,11,8,,,10,,2,,2,5,8,,3,,
0310002,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
0310024,,,,,,7,5,,10,68,,,,,,,,,,,,,,,,,,,,,
0310045,11,,,,,37,10,,44,746,,,,,,,,,,,,,,,,,,,,,
0310056,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
0310057,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
0310065,,1,,4,1,40,,1,,149,,,,,,,,,,,,,,,,,,,,,
0310067,,,,,,1,223,,,,,,,,,,,,,,,,,,,,,,,,
0310092,,,,,,1,9,,,60,,,,,,,,,,,,,,,,,,,,,
0310093,,,,,,,8,,,90,,,,,,,,,,,,,,,,,,,,,
0310094,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0320100,,,8,,,,,,,45,,,,,,,,,,,,,,,,,,,,,
0320101,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,
0320105,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
0320106,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0320200,1,3,,,2,3,1,1,1,12,,,3,,,,1,,1,,,,1,1,,1,1,3,,,
0320201,20,4,16,2,14,8,8,5,7,23,10,5,11,8,8,13,,,10,7,2,3,4,5,15,1,14,10,2,9,1
0320202,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
0420100,,,,3,,,,2,,0,,,,,,,,1,,,,,,,,,,,,,2
0420101,,,1,1,8,17,,,9,,,,,,,,,,,,,,,,,,,,,,
0420104,2,,1,3,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,
0420105,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0420110,1,1,1,,,1,6,4,,,,,,,1,,,,,,,,,,,,,,,,
0420208,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
0420254,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
0420255,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,
0440304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0440604,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
0440655,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
0440933,,1,,,,,,,,46,,41,,,,,,,,,16,,,1,2,,,,,,
0440935,,,,,,,,,,20,,,,,,,,1,,,20,,,,1,,,,,,
0440943,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
0500012,,,,,,13,6,8,58,4,,,,,,,,,,,,,,,,,,,,,
0500032,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
0500038,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,
0500039,,,,,,6,,,,57,,,,,,,,,,,,,,,,,,,,,
0500057,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0500084,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
0640485,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
0640535,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0700710,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
0700711,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
0700860,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
0700861,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
0700862,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
0771840,,,,,,5,3,,,6,,,15,,,,,107,,,,,,,,,,,,,
0771842,1,,,12,,9,,,,,,,,,,,,103,,,,,,,,,,,,,
0771846,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
0870301,4,2,2,3,,4,2,1,,,,,,,,,,1,,,,,,,,,,,,,
0900001,38,63,63,13,92,36,33,72,33,40,39,45,98,45,68,55,87,56,89,51,45,63,84,100,50,70,60,57,86,65,49
0900002,55,11,29,46,78,38,44,31,70,15,38,59,23,94,44,42,43,48,32,50,37,22,88,27,43,44,54,65,72,44,34
0900003,12,12,13,2,5,7,42,4,1,17,18,10,3,6,16,24,39,13,8,4,4,9,10,23,9,12,,38,19,9,19
0900004,,4,,3,9,1,1,,,3,3,2,6,,5,,,1,1,,,1,,1,9,1,4,19,13,28,20
0900005,2,1,4,8,,1,4,5,3,4,5,2,2,14,4,3,3,2,3,3,39,9,0,30,15,16,3,10,2,4,
0900006,5,1,11,2,11,24,32,5,15,10,14,4,12,24,15,12,24,9,4,5,14,9,17,12,8,20,20,24,10,17,3
0900007,,,1,1,,,,,,,,2,,,,1,1,1,1,,,,,,1,3,,1,1,,1
0900008,4,1,1,15,,3,1,2,1,51,3,8,4,,5,6,10,,2,22,,,13,,19,1,,,5,4,
0900009,2,,,5,,1,,,1,,2,,1,23,,1,,2,,1,1,21,3,1,8,6,2,7,1,18,
0900018,146,118,173,196,153,148,117,203,120,189,117,227,132,256,217,141,254,174,94,124,180,86,182,144,187,146,148,153,223,179,110
0900019,72,15,22,198,119,99,87,160,176,70,99,329,158,88,166,124,160,98,93,147,81,211,127,68,118,116,146,115,191,105,113
0900020,68,49,26,80,62,101,43,52,39,120,70,84,114,38,80,46,89,61,46,32,43,61,55,63,46,74,41,51,81,41,63
0900021,9,22,15,16,16,18,4,11,13,34,10,47,22,22,42,24,24,12,10,24,17,21,22,25,9,6,3,28,9,10,15
0900022,16,22,39,28,17,23,9,13,32,31,43,19,62,70,28,49,24,56,19,44,60,22,28,20,28,23,25,16,13,36,30
0900023,22,53,57,45,58,68,39,28,32,64,44,48,83,49,52,74,70,26,60,33,46,21,34,49,83,14,6,75,35,64,33
0900024,4,7,2,2,12,2,,6,,1,27,6,16,8,4,25,6,12,2,2,,6,5,2,1,4,5,10,14,9,9
0900025,10,10,25,22,13,18,19,23,15,59,10,32,29,9,11,22,15,9,9,27,7,4,5,5,20,18,,18,16,28,5
0900026,16,8,3,6,2,3,6,2,17,8,16,16,9,15,10,13,8,4,10,9,4,19,10,12,5,27,9,15,11,4,5
0900035,231,164,274,203,152,248,136,259,342,172,150,359,212,332,262,199,240,192,132,155,221,121,193,187,204,200,213,248,251,171,88
0900036,43,88,215,226,216,110,171,95,261,116,144,323,205,204,166,124,118,165,60,113,141,146,199,113,182,215,68,157,79,142,73
0900037,73,31,118,97,50,81,77,39,61,94,78,56,129,61,160,38,79,59,87,63,78,69,73,102,20,129,64,139,21,12,120
0900038,2,7,6,14,9,14,3,11,22,19,21,18,27,24,55,12,10,26,1,10,22,15,8,2,17,17,33,34,25,25,28
0900039,19,24,14,13,11,12,36,6,25,15,22,28,37,81,19,63,27,37,25,7,13,37,18,20,36,12,60,51,33,25,13
0900040,17,86,63,78,72,50,43,58,50,98,32,49,70,68,98,41,48,54,53,52,62,55,15,60,82,55,47,54,51,59,49
0900041,6,,,,6,2,5,,2,4,6,4,6,5,5,7,4,2,3,4,11,,,,10,13,,2,1,8,
0900042,15,31,8,7,23,4,11,22,6,11,18,10,16,3,27,7,19,1,5,23,,6,4,19,9,14,8,8,11,42,1
0900043,1,2,8,14,3,,3,2,3,10,2,4,4,4,17,1,17,1,3,8,5,1,,5,19,15,4,11,9,10,1
0900052,1,5,21,32,3,12,6,7,7,54,19,32,17,2,40,6,12,2,13,2,25,27,8,8,21,,14,1,15,5,1
0900053,20,,3,28,1,1,7,8,1,25,19,94,16,2,5,32,8,12,2,,36,8,42,1,43,23,10,12,25,4,6
0900054,10,,11,29,,4,26,7,3,8,15,,5,3,37,6,33,13,,4,,10,2,16,3,6,15,47,,9,9
0900055,,,12,4,,6,,12,22,14,1,,12,11,9,5,2,2,7,,,6,,,1,,,4,1,1,3
0900056,1,36,,,6,2,5,1,10,1,1,4,9,25,5,16,3,,4,2,,2,2,6,1,10,12,2,3,2,1
0900057,,2,3,8,14,22,3,11,3,10,3,3,19,1,21,12,9,9,4,4,32,21,1,20,9,7,6,14,6,21,2
0900058,,,,,,,,,,,10,2,,6,,2,,1,,,,,,,1,4,,,,2,
0900059,2,5,4,,2,1,,5,2,1,5,9,8,1,3,2,6,2,2,12,5,1,,7,13,,1,1,,9,
0900060,3,1,,,2,,,,11,,9,8,8,6,11,6,6,8,,3,,,7,4,7,9,6,1,3,3,
0900069,9,33,5,44,10,10,12,5,30,13,30,24,19,36,47,17,39,20,33,9,31,25,31,48,14,13,8,19,21,48,14
0900070,2,1,9,3,7,1,1,1,3,1,8,5,4,13,16,15,8,10,,1,5,4,3,5,20,4,1,,21,3,3
0900071,2,,7,,,0,6,,1,,,,6,10,1,,5,2,1,3,1,,,,,,4,1,,6,4
0900072,3,,,,,,2,,,,,,,,5,,,,,,,,,5,,,1,,2,1,
0900073,2,,,8,3,,,,,,,,,,,,,4,,,,,,5,,,2,1,,,3
0900074,4,,2,6,,1,,2,1,4,1,,,,,,1,,,,11,,,10,,10,1,,3,1,2
0900086,1,,2,3,8,2,1,,1,,2,,,8,1,,1,,3,,,,11,2,1,4,4,13,6,1,
0900087,,,,,,,,,1,,,,,,,,1,,,,,,6,32,,2,,36,,2,
0900088,,,,,,,8,,,,,,,,,,,,,,,,2,,,,,,,,10
0900089,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,
0900090,,,,,2,,,,,,,12,9,,,,,,,,,,,5,,,,,2,11,
0900091,,,,,1,,1,,,,,2,,,,1,,,,,1,,2,4,,,,,,,
0900093,,,0,,,,,,4,1,1,,,,,1,,,,1,,,3,1,,,2,,,,
0900120,52,30,73,30,49,55,37,83,37,88,65,62,33,46,57,64,45,57,63,28,74,39,51,46,63,29,66,55,44,41,46
0900121,17,20,40,19,28,22,11,14,20,24,17,20,22,19,57,30,22,23,14,42,13,12,23,41,23,43,71,53,20,20,23
0900122,,,4,10,7,8,11,4,6,2,1,4,17,5,19,20,35,16,34,3,8,4,20,11,15,,20,30,2,5,9
0900123,0,,,,6,11,,4,1,1,2,15,5,,10,3,1,13,1,,,2,2,7,2,,,13,,10,
0900124,1,10,49,2,,15,8,,3,,2,1,13,2,4,2,4,6,4,,8,2,47,19,8,14,47,14,1,,9
0900125,4,24,,9,14,19,3,7,6,41,2,5,11,7,18,5,7,12,10,9,14,4,59,46,14,31,18,55,6,12,6
0900127,,2,8,3,3,,1,2,2,3,3,7,5,3,,1,,1,2,2,1,,1,3,3,7,6,12,6,,8
0900128,2,12,,,,12,,3,2,2,,2,,1,2,,2,,,16,1,3,,8,6,4,,16,,4,4
0900137,3,3,9,8,1,1,4,5,2,12,4,6,7,2,11,3,6,3,11,9,9,5,5,6,9,,7,14,1,6,6
0900138,6,,10,3,,,1,3,,1,,,3,1,1,,2,2,,,4,1,,5,,,2,2,1,4,
0900139,,1,4,,,,,,4,,1,,,2,3,,,6,,5,2,,3,3,,,3,,,1,4
0900140,,,,,,1,,,1,,,,,,,,,,,,,,0,,,,1,,,,
0900141,,,,,,,,,,,,,,,,1,,,,,,,0,1,,,,,,,
0900142,1,0,,,3,1,1,2,1,3,,,3,,,,,2,,,1,,1,4,3,,2,6,17,,
0900154,6,6,15,4,7,11,21,17,18,9,17,9,15,5,34,16,11,2,1,4,11,4,3,34,9,13,11,9,10,11,10
0900155,,2,174,21,2,7,10,6,5,3,1,8,19,6,4,12,1,8,12,1,4,,19,15,7,8,21,23,21,6,32
0900156,3,1,1,18,1,2,2,2,,1,1,5,1,2,1,0,,7,,5,,,2,,5,,1,,2,,3
0900157,,,,13,,,1,,,1,2,1,,,1,1,1,6,,,,1,,,,,,,3,2,
0900158,,,,,2,1,,2,1,1,,,,2,1,1,,3,,1,,,2,4,,,,,,,5
0900159,1,12,,3,,1,,5,1,,,1,,,,,2,,,3,1,,,2,,,,,3,4,2
0900171,29,26,115,61,84,66,41,31,138,27,40,120,97,65,68,78,91,43,46,53,74,29,31,67,59,51,62,124,66,47,43
0900172,3,14,59,78,58,32,54,64,101,29,10,72,89,25,26,28,98,23,26,38,36,54,72,31,67,86,67,76,41,21,42
0900173,44,10,18,45,17,2,23,18,13,6,20,7,44,11,28,36,15,28,16,8,29,12,16,10,16,20,40,40,25,4,20
0900174,1,,1,3,2,1,,4,4,1,3,3,2,2,19,,,4,,,1,10,,4,8,12,27,7,1,,1
0900175,1,4,1,3,5,9,5,3,8,2,4,3,9,27,7,1,11,8,6,6,1,6,6,4,23,15,28,7,12,2,15
0900176,7,29,3,12,6,8,10,3,2,52,10,10,25,26,3,3,10,23,18,1,23,6,2,21,9,9,24,32,6,21,5
0900177,2,,3,1,,1,,,1,,,,4,,2,8,2,3,1,1,2,,1,2,1,10,,5,1,,1
0900178,,7,2,2,11,5,3,5,7,6,7,2,5,,10,1,8,,3,10,,,,4,3,12,2,,1,9,2
0900179,1,1,1,5,1,,3,2,7,2,,,,1,6,,2,,,,6,,2,1,,8,4,0,1,1,6
0900188,,,,,12,2,2,3,5,3,5,3,5,9,3,4,9,9,2,11,10,1,5,3,2,1,1,1,,1,3
0900189,3,1,1,1,8,2,,,4,,,51,,10,3,2,2,4,,1,1,,,18,,,23,1,9,,4
0900190,,1,4,,1,2,2,,,,,1,,10,,,,7,,,1,,1,,,,,,,,
0900191,,,2,,,,,,,1,,,,,,,,3,,,,,,6,,,,,2,,
0900192,,,,,1,1,,,,,,,1,,1,,,2,,,,,,1,,,,,,,
0900193,2,,,,,3,,4,,,,,,,1,,,,,1,,,,,,,,,,,3
0900205,44,48,82,84,74,99,52,78,67,112,64,127,115,140,104,89,133,62,83,65,130,38,82,81,156,35,96,105,144,119,38
0900206,42,35,67,97,80,50,47,40,55,66,53,126,60,76,83,46,79,36,53,34,69,40,72,53,106,42,54,80,73,55,33
0900207,35,39,9,32,15,68,25,17,37,65,48,29,57,49,62,36,30,38,78,32,42,23,34,23,61,32,92,139,35,40,39
0900208,10,9,5,7,7,9,6,1,10,11,6,11,23,4,14,10,8,13,1,12,5,7,25,12,10,12,6,12,13,2,18
0900209,22,3,10,12,15,11,16,28,14,13,25,14,20,12,23,3,10,28,12,8,12,17,9,25,41,14,33,13,20,4,7
0900210,27,12,25,25,22,17,14,22,20,13,25,21,62,24,77,8,31,25,22,33,16,14,18,23,45,15,34,47,20,9,18
0900211,6,,4,3,8,3,4,,,2,,3,4,4,12,,4,7,1,2,,6,4,3,6,10,,,6,9,6
0900212,6,6,7,,10,14,24,6,3,5,6,15,13,12,11,13,9,12,3,24,1,3,2,6,12,11,16,13,10,15,1
0900213,13,1,3,,5,13,1,1,9,9,2,12,12,3,2,15,4,7,2,12,,1,8,3,5,12,11,4,7,,1
0900222,7,16,6,10,1,11,9,7,9,4,,12,1,21,5,1,9,21,,6,15,1,14,5,1,9,12,16,21,6,19
0900223,5,7,3,20,1,14,13,8,9,1,13,4,12,6,6,16,17,8,2,7,16,7,,11,15,11,17,11,9,11,1
0900224,11,,8,13,4,6,12,1,14,6,15,13,14,7,19,4,18,12,3,5,16,,6,7,12,,10,5,6,1,17
0900225,,,,3,2,4,,2,10,4,0,2,5,4,6,8,6,9,1,5,5,5,3,5,5,7,6,9,6,2,2
0900226,3,7,2,11,,1,4,1,4,2,,8,4,2,7,,8,6,4,,13,2,3,,6,10,,1,4,,6
0900227,8,4,,4,3,5,,,6,4,3,,4,12,,7,6,12,3,1,21,,,4,10,,,7,,6,6
0900229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0900239,2,,,7,,1,,2,1,2,3,1,3,2,3,1,1,3,1,8,4,1,,2,2,8,3,2,,,1
0900240,,2,4,,,3,,1,,2,2,,3,1,8,,1,2,1,1,2,,,2,1,6,,5,3,1,3
0900241,,6,3,,,,2,2,,,1,,1,1,6,,,,1,,10,1,2,,,7,,,,1,
0900246,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
0900256,3,20,40,99,40,71,34,76,32,22,30,71,44,104,21,12,109,54,46,89,36,57,51,44,45,72,40,39,57,49,39
0900257,14,2,4,8,13,3,11,13,18,4,9,10,23,30,35,31,26,19,8,12,5,15,11,23,11,30,,34,8,4,5
0900258,9,3,14,9,18,30,21,31,12,6,10,12,39,31,14,23,21,23,11,20,16,15,18,18,15,20,22,30,36,15,40
0900259,,,,1,,,1,1,,,,,1,,3,1,2,,,,,,,,5,12,,,,,
0900260,1,,,2,,5,2,2,7,4,,2,8,2,7,3,1,,1,1,2,2,,8,,,2,4,,,
0900261,5,3,3,7,11,5,5,1,4,15,4,8,21,4,8,4,8,4,6,9,6,4,8,3,2,6,2,8,7,2,7
0900262,11,,1,2,,,3,1,2,4,4,,,2,,,2,2,1,1,1,1,1,,,1,6,2,1,2,
0900263,,3,1,,11,1,,5,4,2,6,,8,35,,3,1,1,,2,6,,6,2,,2,3,3,1,1,1
0900264,2,3,,9,,,,2,4,1,2,2,10,2,2,4,2,5,2,,4,1,2,12,6,5,7,4,14,2,10
0900265,2,,,4,,4,3,3,9,3,2,3,3,4,8,8,,11,4,1,4,2,1,3,6,4,1,2,2,,6
0900266,1,1,,2,,1,,1,,3,1,2,1,17,,2,2,1,13,,5,1,,2,,4,19,1,1,1,4
0900267,1,4,,1,2,,5,0,10,14,2,1,5,1,4,4,1,4,7,5,13,1,2,1,1,4,,7,1,2,
0900268,11,3,9,,4,6,4,3,7,6,11,,10,1,17,3,1,3,10,,8,3,13,5,7,6,12,6,3,1,18
0900269,,,5,4,5,4,1,2,1,1,2,7,2,1,15,2,,5,2,2,2,1,1,4,2,,19,1,3,1,1
0900270,4,2,9,8,2,4,6,9,15,9,10,6,17,5,11,6,3,3,9,7,6,8,2,4,11,18,3,15,7,4,2
0900271,,,,,,,,,,,,,,,,1,,1,1,,,,1,1,,1,,,,,
0900272,,,,,,,,,9,,,10,10,10,,,,,,,,,,,1,,1,1,,,
0900273,,,1,,,,,,,,,,3,1,,1,,1,,,,,,,,,5,,5,,
0900274,,,1,,,,,,,3,,,1,2,,,,,,,,,,,,,,,,,
0900275,,,,,,,,,,,,,1,2,,4,,,,,,,,,,2,,,,,
0900276,,,1,9,2,1,2,,10,2,2,4,,3,,,4,6,1,2,,1,,3,2,6,1,1,1,,
0900277,,,,,,,,,,,,,5,,,,,4,,4,,,,,1,,9,4,1,,
0900278,,1,,3,,,,1,,,,5,,1,,,,5,,,,,,,,,,,,,
0900279,,,,,,1,,,,,6,1,1,,2,2,2,,2,2,2,3,,2,,1,5,,,,10
0900280,,,,,,1,,3,,2,,,,,,,,,,,,,,,,,,,,1,
0900281,6,,6,,,,1,2,,29,,2,3,,1,,,1,,2,,1,,,2,,4,3,,1,
0900282,,6,11,6,6,1,5,7,2,15,2,6,29,9,7,8,7,,2,13,6,,2,5,6,13,1,1,1,3,3
0900283,1,,,,,,1,2,,,2,4,3,,4,,11,,1,7,,,,,4,4,,,1,0,
0900289,5,,3,,,,2,,1,29,,,3,,9,,1,3,,,5,,4,2,,5,4,,,4,6
0900290,,,,,,,,,,2,,,1,,,,,,,2,,,,,,,,,,,
0900291,1,,,3,1,,,,1,3,1,,3,1,2,2,,1,,1,,,2,2,,4,,,3,,
0900306,,,,2,,1,,1,,5,1,2,0,,,,1,,2,,1,2,,2,,,,1,,,
0900568,33,-3,42,7,15,8,7,7,31,2,17,24,7,20,8,14,12,13,17,10,24,,4,17,3,17,8,16,13,9,7
0900569,5,4,15,1,7,2,34,19,8,7,4,13,12,8,24,,2,4,11,12,6,17,11,10,20,22,14,9,,8,8
0900570,5,31,6,2,,6,6,7,10,,19,5,7,10,7,5,9,4,5,11,1,5,3,7,27,24,14,19,12,8,
0900580,2,,,1,,4,,,1,2,1,1,4,,,2,,,2,,2,,,11,5,1,6,2,2,1,
0900581,1,,,3,2,3,1,,,2,,4,,3,3,2,,2,2,2,,1,,11,,7,2,2,7,1,
0900582,1,,4,3,,2,2,2,,,,,,4,,1,2,2,1,1,,,,4,17,,0,1,2,2,
0900592,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
0900593,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
0900594,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,
0900616,1,2,4,,,5,,,2,1,1,,,1,2,3,8,2,8,,3,,,4,1,3,,,2,4,
0900617,,1,6,1,,6,2,5,2,7,1,2,4,1,6,1,,10,,1,1,3,10,,1,7,4,4,,4,2
0900618,2,1,,2,,1,1,,1,,2,,4,,4,6,,,1,2,,2,2,3,,12,4,6,,2,
0900641,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,
0900642,,,,,,,,,,1,,,,,,,,,,2,,1,,,,,7,,,,
0900643,,,,1,,,,,,,1,,,,,,1,,,,,,,,3,,,,,1,
0900664,,,1,,,2,,3,,1,,1,3,10,3,,,,5,,3,,,1,,4,1,1,,,1
0900665,,,,,,,,1,,,,,,,,1,,,2,,,1,,3,,2,,3,,,
0900666,1,,,,,,4,,2,,3,,,,,,,3,2,,,,,,,,1,6,,3,
0900773,4,3,10,20,11,,15,22,20,12,23,4,19,43,14,3,2,25,13,28,4,1,45,26,6,4,2,6,60,,18
0900774,2,2,,,1,,2,8,6,13,,7,3,1,1,,,7,,2,,6,,,2,10,2,,2,,2
0900780,9,2,10,45,21,,6,30,41,20,27,3,39,43,32,27,17,25,33,11,3,13,52,78,16,20,4,25,2,2,6
0900781,1,12,16,10,2,,13,14,2,12,,4,,12,,10,5,,,7,4,1,1,2,8,11,,17,,4,3
0900787,,1,,3,,,,2,,8,,,,,16,,4,,4,,,,5,1,,,,,,,
0900788,,,4,,,,5,,,12,,,,,,,,5,,,,,,,,,,,,,
0900794,10,5,8,15,10,,7,7,9,14,4,4,,9,17,,,4,1,6,4,11,11,8,9,1,,24,1,,15
0900795,1,3,2,5,4,,3,2,,12,,2,,5,11,4,2,,,1,10,3,6,2,4,5,,2,2,2,
0900801,2,,7,,1,,,14,5,,,,,2,1,,10,2,,4,1,1,1,5,,1,,2,,,2
0900807,4,,11,1,9,,,4,8,11,1,,2,,1,7,2,,5,7,3,1,,4,,,6,15,,1,6
0900808,,,,,,,,,,14,,,,,,,10,4,,,2,,,,,,6,,,1,
0900814,12,1,5,,10,1,7,3,3,,,3,2,9,,3,2,,,3,1,2,5,3,,,2,3,,,
0900815,,4,4,,,,2,4,,,2,,,5,,,5,,1,,16,,,,,2,,2,,,4
0900821,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
0900965,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0900972,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0900974,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
0900975,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
0900976,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0900980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
0900982,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
0901073,10,36,51,31,18,27,16,85,21,31,18,44,61,47,113,43,60,11,54,44,21,6,49,21,25,35,14,38,18,19,28
0901074,18,10,80,36,33,4,24,34,14,25,120,34,57,71,7,42,50,41,18,36,64,42,35,12,58,27,16,26,22,5,32
0901085,11,11,23,50,,2,18,9,14,8,14,4,13,3,25,4,28,11,10,,24,16,13,14,6,15,10,16,6,3,26
0901086,,,,,,,,,2,,2,3,7,,3,4,2,8,1,5,1,,5,,15,2,1,15,6,,9
0901087,,1,,1,,,5,1,1,1,2,6,5,10,2,5,9,7,4,5,1,5,2,2,15,1,12,3,6,1,12
0901088,3,9,7,11,2,6,1,12,11,4,4,12,10,17,29,0,2,12,12,5,9,2,12,16,28,7,10,2,2,,25
0901089,,,,7,,1,1,1,,,8,,2,1,,1,2,,,,3,3,,,,,,,1,1,10
0901090,15,,3,,2,1,1,3,1,,1,5,1,,10,,4,,,4,,,,,2,6,,,,10,2
0901091,,,1,5,1,5,2,2,,,,1,1,5,5,5,5,5,,,2,,,,,4,4,,4,,
0901114,2,9,6,1,1,2,2,,4,2,,1,9,2,2,2,2,1,0,13,6,,4,2,1,6,,1,1,1,
0901115,,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,
0901116,3,1,4,,,,,6,0,,,23,8,1,4,,,1,,,,,6,4,,13,11,4,,1,
0901117,5,11,1,20,,2,2,,1,,4,2,1,4,3,,,17,,6,,13,8,2,2,10,,9,8,,
0901121,,,,,,,1,,,,1,,,3,3,1,,,3,1,,,2,2,,1,9,,,1,
0901122,4,3,3,4,1,,14,2,8,3,,5,,,2,3,,3,,1,,1,2,,2,2,1,1,1,2,
0901123,,,1,,,3,,,1,,,,,,3,,,3,,2,,,,,,,,,,7,
0901176,4,,3,,2,,3,3,5,3,3,1,,8,6,5,3,1,,2,,2,1,4,1,4,,13,,,
0901177,,1,3,,,,4,,,3,,1,,6,6,,,,,,10,,,,,8,,,,,
0901565,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,
0905000,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,1,,,7,6
0928505,,,6,,12,,,90,3,,,,,,,,,,,1,,,,,,,,,,,
0928520,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
0928523,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
0928524,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,
0928707,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
0928720,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
0928723,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
