SKU,1er trimestre  ( 2015 ) - Cantidad,2º trimestre  ( 2015 ) - Cantidad,3er trimestre  ( 2015 ) - Cantidad,4º trimestre  ( 2015 ) - Cantidad,1er trimestre  ( 2016 ) - Cantidad,2º trimestre  ( 2016 ) - Cantidad,3er trimestre  ( 2016 ) - Cantidad,4º trimestre  ( 2016 ) - Cantidad,1er trimestre  ( 2017 ) - Cantidad,2º trimestre  ( 2017 ) - Cantidad,3er trimestre  ( 2017 ) - Cantidad,4º trimestre  ( 2017 ) - Cantidad,1er trimestre  ( 2018 ) - Cantidad,2º trimestre  ( 2018 ) - Cantidad,3er trimestre  ( 2018 ) - Cantidad,4º trimestre  ( 2018 ) - Cantidad,1er trimestre  ( 2019 ) - Cantidad,2º trimestre  ( 2019 ) - Cantidad,3er trimestre  ( 2019 ) - Cantidad,4º trimestre  ( 2019 ) - Cantidad,1er trimestre  ( 2020 ) - Cantidad,2º trimestre  ( 2020 ) - Cantidad,3er trimestre  ( 2020 ) - Cantidad,4º trimestre  ( 2020 ) - Cantidad,1er trimestre  ( 2021 ) - Cantidad,2º trimestre  ( 2021 ) - Cantidad,3er trimestre  ( 2021 ) - Cantidad,4º trimestre  ( 2021 ) - Cantidad,1er trimestre  ( 2022 ) - Cantidad,2º trimestre  ( 2022 ) - Cantidad,3er trimestre  ( 2022 ) - Cantidad
1010181,9,2,6,16,12,8,9,1,8,5,3,2,14,5,3,3,4,1,26,,2,2,1,5,3,4,5,3,,,
1020103,6,12,7,8,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,
1030009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030010,,,,,437,60,,,,,,,456,15,,5,,78,,2,159,143,,4,,,,,,1,
1030011,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,1,,,1
1030012,,,,,876,94,,,,,,,,,,1,,1,,,,,,,,,,,,,
1030013,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030014,,3,,6,1,,,,,,,,,,,,,6,,,,,,,,,,,,,1
1030106,,,,,,,,,,,,,,1,5,2,3,3,2,3,2,2,3,,,9,5,3,7,5,
1030108,,,,,,,,,,,,,,1,10,6,5,3,6,5,6,5,3,7,6,4,8,9,4,9,11
1050253,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
1050263,,1,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,
1110156,35,89,15,29,37,78,24,30,75,24,31,19,14,22,37,101,39,16,56,6,20,44,46,47,28,41,30,11,17,55,9
1110159,165,126,244,244,462,158,66,45,96,194,40,197,188,104,137,103,60,17,160,115,19,77,124,224,133,109,114,16,36,16,18
1110162,764,633,851,737,914,273,532,540,725,267,78,400,182,431,336,145,189,334,510,316,425,168,652,655,270,"1,446",397,220,56,70,167
1110165,410,"1,134","1,224","1,130","1,257",404,"1,095","1,075",158,"1,236","1,166",255,481,806,536,552,502,163,172,90,185,264,156,216,136,288,240,130,98,116,165
1110168,"3,686","5,257","6,561","5,369","4,668","5,995","2,774",398,187,580,387,366,761,"3,732","5,231","14,396",199,387,505,534,"5,768","15,318",487,"1,062","5,403","6,029",34,"10,423",55,70,209
1110174,635,264,619,219,453,109,99,229,142,292,181,121,368,143,204,259,35,161,170,324,111,162,193,453,227,300,306,195,3,1,166
1110177,272,221,220,343,63,27,19,58,57,172,73,163,122,6,120,65,1,15,51,66,55,75,21,220,185,67,173,27,51,108,3
1110180,12,,184,140,2,26,11,1,2,5,34,58,11,2,,22,4,7,78,12,2,1,32,5,5,1,,24,10,53,3
1110215,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1110256,,,,,,,,,,,,1,6,,,,,,,24,,,,,,,,,,,
1110259,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1110262,,,,,,,,,,,,,1,,,,,,,,,,,9,,,,,,,
1110265,4,15,,,6,5,2,28,,,,3,,,,,6,,,6,,,,,10,2,,,,,
1110271,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
1110280,6,12,1,73,39,53,20,10,7,16,15,23,33,38,45,122,21,3,2,,,,,,,,,,,,
1110300,,2,1,1,,5,2,35,2,1,15,2,5,21,5,,,,,2,,,,,,,,,,,
1110303,1,1,1,8,4,13,20,6,13,25,6,3,1,,,,,,,,,,,,,,,,,1,
1110304,,,,,8,3,1,3,1,2,20,3,2,3,35,3,4,3,1,1,2,,,1,,,1,,,,2
1110309,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
1110412,294,222,268,314,353,287,240,29,271,294,124,167,148,216,123,59,187,329,155,115,20,100,135,244,245,141,210,159,73,107,10
1110506,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,1,1
1170099,1,,,,,,1,,2,,,,,1,1,,,,,,,,,,,,,,,,
1170100,2,1,,,1,1,,2,1,,1,,,2,,,,,,,,,,,,,,,,,
1170101,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1170103,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1170145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170153,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
1170159,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1170168,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
1170170,,2,2,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,
1170172,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
1170173,,,2,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
1170182,1,1,1,1,1,1,,,2,,,1,1,,,,,,,,,,,,,,,,,,
1170230,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,
1170238,3,1,,2,1,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,
1170240,1,,,3,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,
1170242,,,,,2,1,,,,1,,,,,,,,,,,,,,,1,,,,,,
1170244,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
1170257,,,,1,2,,,2,1,,,1,1,,,,2,,3,2,1,,,1,1,,1,,,,
1170258,1,5,4,7,3,3,,7,5,,3,2,5,5,3,,,,,,,,,,,,,,,,
1170260,51,26,20,41,30,54,32,34,24,37,8,26,15,7,1,,,,,,,,,,,,,,,,
1170262,16,4,6,9,6,5,1,2,8,5,5,5,10,4,5,1,1,,,,,,,,,,,,,,
1170265,8,10,1,9,9,2,4,1,1,5,1,,1,3,2,6,1,,1,,,,,,,,,,,,
1170267,38,30,20,45,28,46,37,7,8,30,24,21,1,22,16,2,1,,,,,2,5,5,,,,,,,
1170268,50,52,23,50,13,27,61,8,24,24,13,12,13,11,,,,,,,,,,,,,,,,,
1170273,4,,3,4,5,,1,1,,1,1,1,1,3,3,2,1,1,1,,1,,,,,,,,,,
1170275,6,2,,,1,12,2,7,6,3,6,,3,5,3,4,8,4,12,5,6,3,11,20,14,11,17,9,5,2,2
1170276,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170277,9,3,6,3,6,4,2,1,4,3,,,2,,5,1,2,,2,4,4,,,4,,1,,,,,
1170278,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170279,,,3,4,,,,,3,,,,,,,,,,,,,,,3,,,,,,,
1170280,7,1,1,3,1,3,2,6,5,,5,7,1,7,4,4,3,,,,,,,,,,,,,,
1170281,,,2,,1,,,,,13,3,,,,,,,,,,,,,,,,,,,,
1170282,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170285,5,3,7,5,5,2,2,,2,4,3,3,2,5,,1,1,,,,,,,1,,,,,,,
1170288,7,3,,2,4,,,4,1,1,1,1,,2,4,1,,,,3,1,,,2,,1,,5,,,
1170291,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170294,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170297,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170300,,,,,,,1,,,,,,,,,,,2,,,,,,1,,,,,,,
1170320,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1170326,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,
1170352,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1170354,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1170356,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,
1170480,,,13,10,18,34,50,48,29,,,,,,,,,,4,2,,,,4,8,,,,,,
1190221,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,2,4,,1
1190222,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,4,5,1,,
1190225,,,,,,,,,,,,,,,,,,,,,,,,47,12,13,,,,,
1190229,,,,,,,,,,,,,,,,,,,,,,,,55,9,9,5,2,5,5,2
1190550,8,8,9,21,28,30,11,16,11,7,34,10,13,9,5,12,12,12,36,4,17,10,24,9,11,11,13,,1,,
1190559,16,5,10,32,31,17,30,36,55,22,26,22,10,16,9,31,9,8,15,,9,9,6,13,8,2,,,,1,
1190570,62,79,106,41,129,118,51,76,92,33,53,55,27,52,67,12,40,83,130,86,118,81,79,1,,,82,14,,,
1190572,17,15,12,12,13,19,13,10,21,9,14,4,24,19,11,11,22,12,10,23,8,8,2,2,,,,,,,
1190600,1,31,15,12,2,,,,11,,12,,,3,,5,1,,1,8,2,2,,,,3,1,,,,
1190605,11,20,2,,15,,,,,1,,1,,1,,1,,,,,,2,,,,,,1,,1,
1190609,1,,1,2,3,2,1,2,,1,2,4,1,1,3,4,,,,,,,1,4,1,1,1,,,,
1190610,3,,,1,6,,,,,2,1,,3,1,2,2,1,2,,1,,,1,,2,,4,,,,
1190695,,,,,,23,4,17,,2,1,1,4,1,,3,1,15,,,4,,3,1,8,6,7,9,4,9,10
1190745,26,15,9,4,15,28,4,3,7,3,3,1,,18,,2,2,15,6,1,4,3,2,5,5,1,,3,5,3,16
1190750,11,24,23,5,4,7,2,4,4,15,9,,5,1,5,7,5,19,7,2,1,5,8,11,6,8,,5,1,11,
1190755,,,,,,,4,,5,,1,4,1,1,3,2,,,,,,,,,,,,,,,
1190760,,,,,,1,1,,3,2,4,,,2,1,,,,2,,1,,,,,,,,,,
1190765,,,,,,,1,,,1,1,1,,,,1,,,2,3,,1,,1,,,,,,,
1220950,18,18,17,20,19,5,9,16,12,8,10,9,7,21,,4,12,35,7,1,,,1,,,,,,,,
1220952,57,83,189,101,65,14,50,45,60,13,3,1,,,,,,,,,,,,4,,,,,,,
1220954,4,5,6,3,4,,4,3,1,,6,2,8,,,2,1,3,7,,3,,,,,,2,,,,
1353000,54,19,130,45,55,55,68,56,90,101,59,49,113,70,67,40,100,17,83,200,3,4,32,136,84,83,49,20,16,27,48
1353505,,,,,,,,,,,,,,,,,,,,,,,,,,3,44,11,9,8,64
1360206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4
1360207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1490155,,1,1,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
1490157,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490370,55,81,29,53,187,272,126,69,71,53,83,55,91,97,93,110,124,72,89,207,120,36,1,1,,,,,,,
1490371,,,,,,,,,,,,,,,,,,,300,305,,,,,,,,,,,
1500949,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,
1550485,1,2,1,,13,14,18,5,6,,3,14,,,,,,,,,,,,,,,,,,,
1550500,15,30,57,42,37,51,55,42,15,20,7,,,,,65,,,,,,12,,,,,,,,,
1550505,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
1601902,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1606520,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,
1756000,16,22,15,3,28,,12,19,9,8,32,3,9,33,26,29,20,41,20,17,47,25,32,34,45,35,27,33,9,49,10
1756020,4,7,14,3,12,10,16,19,21,15,30,23,30,46,62,51,43,50,62,39,52,43,63,44,56,51,53,41,31,51,56
1756021,,,,,,,,,,,,,,,5,1,5,6,,1,2,,1,3,5,2,3,4,5,,6
1756025,,,,,,,,,,,,,,1,,2,1,,,,2,,,,,,,,,,
1756400,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1757102,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1757170,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,
1757190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,2
1760680,"2,862","2,338","1,573","2,484","2,936","2,188","1,637","2,767","2,011","2,553","3,389","1,935","1,315","2,104","2,555","2,302","3,433","4,117","3,651","3,313","2,921","2,062","2,801","2,636","3,634","3,580","3,718","4,443","5,406","5,060","5,090"
1779095,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,
