SKU,1er trimestre  ( 2015 ) - Cantidad,2º trimestre  ( 2015 ) - Cantidad,3er trimestre  ( 2015 ) - Cantidad,4º trimestre  ( 2015 ) - Cantidad,1er trimestre  ( 2016 ) - Cantidad,2º trimestre  ( 2016 ) - Cantidad,3er trimestre  ( 2016 ) - Cantidad,4º trimestre  ( 2016 ) - Cantidad,1er trimestre  ( 2017 ) - Cantidad,2º trimestre  ( 2017 ) - Cantidad,3er trimestre  ( 2017 ) - Cantidad,4º trimestre  ( 2017 ) - Cantidad,1er trimestre  ( 2018 ) - Cantidad,2º trimestre  ( 2018 ) - Cantidad,3er trimestre  ( 2018 ) - Cantidad,4º trimestre  ( 2018 ) - Cantidad,1er trimestre  ( 2019 ) - Cantidad,2º trimestre  ( 2019 ) - Cantidad,3er trimestre  ( 2019 ) - Cantidad,4º trimestre  ( 2019 ) - Cantidad,1er trimestre  ( 2020 ) - Cantidad,2º trimestre  ( 2020 ) - Cantidad,3er trimestre  ( 2020 ) - Cantidad,4º trimestre  ( 2020 ) - Cantidad,1er trimestre  ( 2021 ) - Cantidad,2º trimestre  ( 2021 ) - Cantidad,3er trimestre  ( 2021 ) - Cantidad,4º trimestre  ( 2021 ) - Cantidad,1er trimestre  ( 2022 ) - Cantidad,2º trimestre  ( 2022 ) - Cantidad,3er trimestre  ( 2022 ) - Cantidad
0060192,,,,,,,,,,,6,1,,1,,,90,1,,,,,,1,,,,,,,
0060194,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,
0060202,,,,,,,,,,,6,,,1,,,,3,,1,,,,,,,,,,,
0060319,304,427,147,34,304,175,329,146,75,621,348,160,"1,113",212,160,419,589,350,216,576,985,270,"1,317",248,520,333,669,"1,038",323,939,596
0060320,151,"1,445",573,12,748,352,"1,100","1,728",435,366,"1,260",716,603,647,495,661,523,360,572,"1,059",542,726,"1,195",749,653,425,962,982,"1,225","1,204",22
0060321,174,726,"1,272",168,"1,477",357,869,"1,122",434,"1,871",701,"1,220","1,647",135,668,"1,042","1,299",1,795,860,"1,651",696,"2,838",662,4,"1,076","3,667","1,759","2,826","2,386","2,308"
0060322,,,,,,,,,,,,,,,,,,,,,,70,620,313,4,276,"1,053",806,892,802,703
0060323,823,476,442,650,453,259,576,755,867,968,316,731,795,736,197,804,612,343,393,306,752,548,"1,284",789,1,871,"1,483",889,"1,732","1,167","1,203"
0060324,222,411,39,54,125,132,338,77,102,173,322,220,143,181,101,381,171,7,508,55,48,222,464,275,341,255,551,,500,384,581
0060326,372,29,138,260,53,86,278,99,84,322,6,515,72,16,409,177,13,1,507,121,607,141,757,195,302,152,649,387,224,480,804
