SKU,MMX_Q1,MMX_Q2,MMX_Q3,MMX_Q4,MMXVI_Q1,MMXVI_Q2,MMXVI_Q3,MMXVI_Q4,MMXVII_Q1,MMXVII_Q2,MMXVII_Q3,MMXVII_Q4,MMXVIII_Q1,MMXVIII_Q2,MMXVIII_Q3,MMXVIII_Q4,MMXIX_Q1,MMXIX_Q2,MMXIX_Q3,MMXIX_Q4,MMXX_Q1,MMXX_Q2,MMXX_Q3,MMXX_Q4,MMXXI_Q1,MMXXI_Q2,MMXXI_Q3,MMXXI_Q4,MMXXII_Q1,MMXXII_Q2,MMXXII_Q3
1330350,104943.65,42790.81,41580.93,594000.1,573833.47,55058.18,17562.66,1460040.9,625137.64,54557.95,27885.56,1472145.66,581183.61,30958.3,36438.95,951706.56,1022267.06,56846.8,110517.35,951085.42,1027037.6,89369.83,154390.57,1685219.22,1204945.74,551296.73,964839.95,2191868.69,1738016.33,531366.33,378666.51
1756500,151763.57,125249.26,133092.32,134435.47,139545.52,204142.58,190888.54,93335.78,116854.09,169941.25,232481.31,234231.35,299318.76,258374.36,221693.95,246593.42,209252.08,247041.81,256505.68,326684.09,133973.53,252277.21,126281.1,561785.4,327912.55,163029.42,280552.2,159786.95,0,326441.55,189307.39
1290175,147489.12,146853.68,180893.96,196218.15,195245.08,179370.76,234703.2,215143.05,113589.29,155946.84,166732.12,148357.81,148300.52,182746.99,171418.95,170916.07,187739.09,174565.53,139411.95,203178.75,192180.21,142056.38,159122.7,183445.17,218382.68,187876.87,226129.13,207475.02,281957.35,175005.33,131621.11
1754020,130814.67,95154.02,107642.1,95156.68,102794.75,112687.16,124126.11,76678.39,139169,139927.14,155156.32,126857.92,157717.62,188621.52,151151.51,173290.16,117581.04,179507.16,165418.46,200161.52,171215.16,88880.92,218994.17,279754.58,282162.43,145982.43,121073.63,223983.02,158112.35,183383.56,144306.64
150058,173477.36,135680.98,145588.89,95455.56,137334.41,142099.19,95684.62,27123.8,129096.72,212149.45,209159.39,212322.39,96634.14,249389.33,209633.07,216728.65,215072.27,136108.24,126572.03,123198.61,128242.15,104999.18,122677.51,114432.59,123469.05,113533.5,117861.71,118718.78,96527.73,114107.88,77118.15
1754005,29294.67,28437.03,90939.28,97722.99,109840.53,113425.81,123701.1,74848.41,98661.7,104919.52,126160.86,111412.42,134083.35,153986.38,135002.31,135303.97,125488.93,150042.43,149652.49,119967.7,103217.68,135457.19,240809.51,278330.27,165870.39,268926.65,239911.21,204081.11,115426.83,164630.04,122918.68
150060,169790.94,134872.39,62312.11,115859.87,101584,115399.39,70957.23,20469.43,167126.45,158440.56,170716.03,191010.98,102707.38,243792.63,232587.7,166329.65,178914.32,136422.83,126476.29,117697.24,127022.22,106575.72,111508.85,99959.81,95488.53,68623.73,106030.46,88892.55,86138.08,80610.77,56581.5
1500204,111804.43,28384.51,2062.5,16108.08,16203.56,23528.59,19711.69,18225.03,12317.87,292114.39,459817.92,351969.66,135583.06,386050.42,218016.64,254753.45,282661.56,148426.76,109841.01,75183.05,86124.52,68562.44,67093.74,73379.8,58201.69,42719.11,52818.58,119832.98,108396.63,86950.78,62495.51
1500206,88261.17,57499.98,3185.77,13906.76,17758.92,11783.93,16774.99,17406.28,13250.89,302210.57,447261.45,268532.19,162369.13,387759.26,218387.12,197006.09,226749.91,122175.21,99217.61,63503.4,73513.33,62617.76,62688.31,62967.51,57294.45,45195.38,44293.71,106434.71,79449.01,71652.56,50460.63
1750300,47175.91,68416.5,83157.25,75908.03,78053.64,76123.63,86326.75,102794.17,111135.62,76379.41,129278.54,108466.38,110113.33,170865.58,108949.78,108646.45,93503.58,142455.88,184280.72,142980.53,105606.42,52088.78,130720.44,148955.83,156538.25,168828.47,118502.66,155022.23,104309.91,117605.92,78261.17
21423,167247.62,118996.38,73167.05,105613.93,90410.84,120761.18,117521.64,71055.39,149566.51,97458.01,101509.64,108504.37,121523.18,142977.22,105513.54,116844.83,113434.9,86012.49,68307.8,104060.13,88770.45,71679.83,115237.39,95797.77,145501.76,82217.89,75374.69,137013.74,100547.73,145176.5,89292.15
250129,182230.63,9240.57,92135.74,52103.89,66491.2,70918.43,86954.94,88008.98,101921.11,108779.94,91099.6,89564.88,102863.32,81169.81,57541.31,132836.03,128710.41,122094.35,95093.08,127152.87,104143.32,81918.52,128047.77,152266.2,65670.92,126164.21,144380.38,162839.1,63178.56,152599.29,106795.79
1750098,72003.45,61662.85,105256.61,79912.74,84358.27,66747.98,77103.9,59537.45,59018.37,62772.86,101102.09,95009.54,136595.07,96876.24,105124.43,115381.51,84098.84,75660.61,112597.27,121312.72,37287.98,102112.34,173544.01,170248.75,153875.44,188326.12,108076.51,132945.59,107860.75,48610.03,68682.94
750935,76680.59,85425.55,101572.06,82331.78,105789.03,113302.44,97448.11,106803.46,85719.51,115203.03,40270.77,93821.39,68558.21,79562.12,96810.58,86767.15,95252.39,87413.19,93444.85,87541.5,101616.58,127853.33,117661.81,115182.58,140606.43,36628.16,139015.52,123565.25,99467.74,127847.8,115153.92
20804,100319.83,87973.01,147102.69,66821.66,83005,81879.59,69383.53,66951.83,78635.83,70515.16,87765.18,93254.34,117068.12,84371.53,86677.89,84519.12,91168.42,73520.11,66547.95,89792.87,72135.65,62518.08,108764.72,92839.6,138628.04,151802.94,112213.39,139938.7,65047.16,113099.41,73106.49
1750049,40706.27,99527.68,123680.32,98739.35,90825.99,75826.42,169883.64,69738.97,0,0,57821.31,92101.42,120512.19,76927.1,110173.6,107821.54,113617.43,91173.85,117887.9,160386.3,64902.86,965.36,128593.12,145947.6,66746.28,109993.8,85746.76,149228.46,6058.95,11360.5,81864.28
150056,84658.44,102514.45,79825.29,65345.52,84929.31,91430.49,66073.19,52219.98,104278.74,97183.77,65452.84,123014.3,41643.34,140063.61,134519.56,128963.03,141282.78,117616.53,91148.86,72238.39,72244.78,51514.69,64368.73,50495.04,55759.49,51559.14,60342.66,70148.58,76996.09,75283.07,50181.5
1500200,41208.18,39215.2,39271.89,19604.07,24582.25,10697.87,353.58,830.35,12754.2,108255.4,153003.11,224110.06,79704.43,239247.4,232502.36,107566.54,149400.85,74879.57,49482.16,33004.89,30036.49,27744.3,37060.39,33033.36,28770.86,26189.09,23310.38,51348.17,58405.32,41452.73,288726.12
1750120,79633.09,59716.23,61056.39,41027.57,96555.1,51149.01,78540.27,63158.21,66774.85,47873.59,65344.1,58085.13,91180.1,57744.16,73783.25,82950.39,65374.13,69339.05,91750.63,83226.81,59213.27,51134.6,84361.39,92806.54,107688.89,98428.96,95605.94,66760.12,95659.6,89698.61,46554.14
20805,69607.32,63947.16,60409.63,50425.14,68078.8,59192.89,62415.06,59117.63,53608.17,42596.87,73741.31,58852.35,79605.29,81442.47,76158.47,54245.3,72945.81,82575.94,72842.12,81496.05,59218.65,50083.57,103265.38,83396.53,123504.21,10814.4,40671.54,127813.2,127900.46,113647.75,85134.53
1750505,57977.65,57991.7,66562.51,53713.2,52919.65,57194.16,36113.86,56170.8,55153.87,50463.19,53120.6,64325.42,65478.49,53296.88,59844.21,53229.1,69359.77,64919.16,59580.41,94394.86,53299.91,64298.53,117354.07,145560.3,75420.82,151201.82,103527.55,91796.43,81319.8,69466.74,41229.91
580442,0,90296.79,15080.36,178.89,146815.2,30.13,117583.86,98249.26,116075.01,67426.13,59437.52,56369.18,81578.86,87152.56,72156.72,87860.38,61711.2,37227.26,61216.26,66764.66,70046.64,34124.86,53465.65,37772.77,86671.29,69383.49,94824.85,139407.95,73704.25,49639.58,168.75
1752060,87504.74,44282.3,71598.65,47758.56,39806.98,44376.13,52693.35,48517.84,45821.43,61322.38,54323.33,69361.09,65624.49,35335.69,39284.98,54237.94,71682.61,57382.37,79594.06,48083.31,57506.93,43003.82,64925.45,136046.19,89460.93,66817.33,50077.02,95986.58,69109.37,59830.34,39388.24
150062,74938.04,69068.85,77823.3,46000.23,66452.46,37180.83,0,10564.61,69152.4,77047.68,76693.4,102788.74,32154.2,106783.76,91846.44,96717.01,89159.59,74082.06,54925.16,69761.21,53555.7,56615.12,47955.67,62509.49,50641.34,45158.72,48699.74,50761.36,43471.67,50493.56,33243.96
1500202,34767.44,31959.4,31659.93,10647.31,12864.48,8738.97,8312.6,6980.39,6609.59,106225.9,61978.54,139093.74,89225.85,192919.97,198302.42,122047.34,108108.98,50642.4,40513.38,25197.87,26854.42,25031.98,25027.16,27425.95,27612.43,18825.21,19015.68,37079.46,45708.04,36222.33,239498.3
250127,66882.71,47789.09,49579.64,37639.6,47144.4,50773.52,50184.9,48192.84,55634.5,63518.71,55499.87,63633.05,55222.39,49572.79,55162.48,71329.63,71816.58,66796.67,97386.19,52768.32,49860.16,18921.9,85297.93,67467.04,27852.05,87899.5,61224.05,98734.47,24121.42,69254.32,45129.96
250122,44670.79,5688.46,10480.2,33144.48,49231.57,52060.44,35611.93,57603.84,65772.21,61757.28,60030.67,47625.39,63640.37,34855.31,63622.49,79634,38656.84,69636.77,51233.69,77472.03,53146.88,27799.2,58080.61,57200.44,109627.01,70102.19,67460.81,100308.85,61050.5,66235.05,58563.97
1750540,48214.3,28928.57,28928.58,36214.26,38571.42,54642.89,48857.18,61071.45,74296.85,48716.54,55212.07,48716.5,58459.86,58459.84,74375.04,34352.65,64982.16,61774.56,48275.66,61774.55,54910.72,24023.44,65206.21,85798,0,187131.67,52633.95,35156.26,72712.07,48944.13,45680.8
580704,10526.78,39987.34,41922.72,3218.58,102998,535.71,43649.71,87969.55,56392.19,56299.67,22120.19,46703.33,33442.41,70143.36,65163.73,77193.21,56916.98,52824.09,64737.69,81845.21,0,59553.32,36688.12,51414.27,84694.04,52081.1,88330.65,174453.37,662.29,65377.31,0
1750048,11902.24,7058.04,8341.97,8472.77,6840.16,3273.22,7553.57,7260.42,9575.89,9334.82,6037.5,5089.28,8753.57,8040.19,8638.22,154029.13,22932.73,7513.38,72957.86,111284.4,31468.55,77559.08,134878.5,237404.51,111442.31,132493.54,99660.07,89670.32,71532.45,70841.09,81799.3
1551319,16627.35,54701.14,34697.85,39025.7,27514.26,42589.31,32359.75,31195.2,26959.43,28341.61,41216.32,40906.35,56999.68,65096.93,75380.44,58813.68,58971.83,65651.53,63651.48,49781.73,35062.51,48162.59,52355.31,55353.12,55511.87,49004.61,52109.82,59566.19,98840.7,87307.04,64734.72
1291890,44189.73,43488.02,45453.1,42931.54,46637.28,46745.55,55610.24,43408.48,36588.49,35736.22,42231.32,27143.29,37262.55,62390.96,29047.34,49924.36,56754.46,51498.48,53771.39,43350.57,64843.39,31216.33,69686.26,63155.03,67071.31,74466.06,87174.76,74287.62,62686.93,0,73270.9
1300014,56246.27,92344.15,42499.31,18676.13,56651.48,54134.1,41929.82,51929.37,59855.22,26404.23,64495.65,69943.5,62578.52,30378.01,57603.05,95775.89,28449.07,55136.21,61843.21,50889.79,53775.9,28008.16,55819,0,65.09,0,0,46268.01,108269.47,98940.48,77747.51
1311000,30106.79,54678.21,66007.74,34180.96,70140.16,39420.22,45764.75,35145.16,41942.54,40934.42,54276,15140.5,68994.07,63226.66,48116.4,48489.14,50740.31,49820.42,47462.59,38433.08,49983.87,44730.66,72470.28,53649.66,65578.23,57863.75,12984.02,53378.19,55513.05,67382.58,40383.13
1750068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122303.56,1171.88,497323.79,370677.74,130398.54,2343.75,301714.24,0,56708.05,-1617.19
27994,0,0,12403.29,24597.7,17096.37,5229.48,17029.34,6607.14,39137.46,27913.82,64411.62,57830.89,88393.92,52035.68,41545.41,39733.89,68953.42,47526.19,51468.44,82065.55,63512.73,9615.73,54581.1,32098.3,55380.6,78381.85,106774.74,93747.12,78380.24,130656.02,23982.12
1756499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23665.16,20122.77,16633.92,16301.48,0,134144.08,0,431249.98,155933.1,113107.17,0,0,0,115546.85,389812.16,24453.14
1551300,66858.05,91054.39,46376.43,43413.05,37991.1,66463.24,73688.42,55061.56,30083.3,59282.61,51598.88,24931.83,28191.51,50240.69,41658.65,17629.49,34407.99,34430.79,44049.27,36590.99,32656.35,30152.76,43205.52,43430.48,43593.05,74625.18,38098.54,38263.67,37966.9,80417.1,41318.73
20995,77762.78,34954.4,29367.69,54982.33,48904.62,37430.75,28229.21,28399.34,31931.65,1290.71,45104.9,45341.53,51637.86,43102.82,45401.41,40285.5,51747.42,50746.66,41536.96,39271.01,36515.35,24969.74,33419.88,47443.83,63684.07,63961.74,62651.79,8347.06,62867.01,55009.64,47811.23
1360222,102346.05,58548.56,42999.45,40648.73,51550.85,80026.68,69928.91,73246.46,49176.1,43886.16,221.76,36159.51,59269,52634.22,53665.84,36348.25,42691.72,35466.49,38722.88,30867.17,34192.09,36060.41,34124.3,12140.8,30713.7,46387.38,26237.92,32811.58,28271.17,22976.25,24509.63
1300020,75897.75,24856.63,34931.81,35311.21,46162.75,52240.8,22992.04,30535.19,50715.58,37440.54,44028.46,44027.02,57536.92,24596.92,44451.36,55664.02,28950.9,40611.43,37597.09,44476.67,29939.01,36255.46,55612.87,29835,42847.65,38603.19,57494.89,46535.06,48860.4,50093.47,37325.63
1756510,0,0,0,0,0,0,0,0,0,0,0,0,1325.9,219.64,0,0,0,0,0,0,0,0,1562.5,0,197860.2,440122.13,285954.92,236033.86,0,23625,118426.91
200334,38602.76,37237.95,30537.68,56452.39,44361.62,36034.02,27870.35,20613.83,22283.2,40323.78,32555.73,24393.7,37550.57,55152.12,34140.3,27907.58,54141.27,48263.37,25352.21,28090.75,92840,36114.53,23539.66,32649.13,61530.63,61145.85,38386.84,19071.67,112176.2,56400.58,35692.43
1551320,17499.55,32799.52,57368.49,20557.66,15748.36,40194.61,31761.98,18276.31,32182.48,47908.19,54057.27,29743.94,29541.92,72439.3,42487.85,72616.32,47731.21,38668.12,45911.49,52455.46,33824.9,63001.45,54637.59,31075.6,15485.94,74709.88,27937.86,26238.16,66726.7,48684.62,46337.71
580406,0,95173.17,48754.66,36343.55,75198.84,36745.99,43297.12,75499.43,395.35,63898.43,25997.17,52140.7,27670.18,62963.58,42290.83,50077.54,62366.64,5405.29,29529.13,18766.4,29446.92,63519.18,13707.15,56303.7,34132.85,27220.99,17416.29,26783.42,43615.19,56824.92,21501.79
580405,34499.99,19864.32,54387.49,1043.74,15788.39,28737.49,61931.25,36737.51,25131.25,41943.32,31680.01,37050.17,36448.32,79082.42,30940.78,2314,65763.28,0,75614.45,23988.79,55594.22,38990.72,82157.08,39666.98,53223.08,52611.96,82863.43,41486.88,51582.8,19880.52,9516.97
1291910,27953.42,21165.21,33753.54,27287.34,25827.85,29231.87,35583.39,34944.48,36585.65,1564.27,32625.32,27548.43,22370.81,34637.15,31260.57,26431.96,27172.3,25637.57,33270.49,31865.96,45703.27,49558.21,52612.47,69446.41,77017.8,61744.65,48462.36,55437.46,79306.15,76522.24,46177.2
1750140,0,0,29252.59,52629.54,9230.61,30272.81,45023.59,27948.06,40678.76,47091.08,48193.97,27851.68,51263.93,73391.28,46391.8,60682.05,41646.12,41131.55,43117.09,47564.16,31834.44,30406.72,61957.51,51209.7,55365,50926.1,67110.57,43108.01,30573.58,29000.79,9979.48
200332,50408.28,23618.95,43702.89,37020.97,42548.67,29598.19,24195.98,21985.45,36085.16,35069.92,20730.91,24677.87,44970.68,43647.9,32096.46,26443.11,57641.98,36908.92,39546.44,34987.46,50108.92,38108.12,43594.34,35575.75,52468.69,46373.08,37884.21,34320.94,100230.29,45404.48,24030.84
580410,29967.97,82357.4,27601.15,30252.34,49144.37,68181.86,34211.26,96796.89,15791.27,93986.41,18015,46497.37,19612.47,38998.11,33763.12,24678.76,57861.07,73734.59,52736.19,19468.45,21771.39,28773.93,50112.3,28171.64,35191.08,31230.31,32816.51,1404.56,20065.18,20998.21,23207.13
20993,40018.31,21221,28113.29,34544.69,45462.09,42372.79,33360.56,32376.07,35503.71,17785.82,29786.01,36083.65,45001.72,45998.25,28970.71,27172.03,44137.9,29289.62,34678.59,34323.33,34202.17,27731.99,47419.58,44205.73,51278.99,51999.08,41920.42,58813.21,39257.72,59335.03,60348.94
150400,33755.47,49688.98,8864.08,30258.22,58993.99,36824.11,13800.71,2994,53128.69,44128.83,37389.8,49313.48,35057.2,54493.63,18822.23,39188.86,56223.1,34730.87,29748.23,37406.14,54028.42,25029.79,27617.83,46723.02,23730.77,45342.69,40774.76,38238.36,44341.44,65358.59,63706.37
250003,9098.95,21902.48,22768.06,23546.83,21133.96,20147.01,14764.38,12517.21,27146.68,26637.05,34743.3,12929.79,18630.92,32619.54,22832.99,57265.36,37003.98,44326.03,15292.79,69939.53,44418.1,72225.42,38896.47,52807.36,89454.38,53306.8,53090.53,50572.25,54134.42,71505.53,50034.24
1297575,33809.54,10206.81,19193.28,27362.37,20299.73,42162.07,22938.39,40754.1,37338.48,6464.29,33229.88,32390.27,36015.52,52652.7,27215.02,55727.52,34082.69,36078.65,42832.34,20289.82,40134.79,37766.63,50322.32,56159.82,45602.72,17609.46,70155.31,53625.21,66335.56,52514.39,48710.56
21803,22812.52,31037.52,21233.03,15409.91,23341.46,25599.31,14876.74,26354.08,33171.64,30669.95,23612.97,44919.3,48459.9,31646.21,37376.58,82047.85,36961.08,37768.81,37192.45,41960.69,43630.12,29989.65,33867.2,56906.93,37343,53768.47,53091.27,72961.07,14754.72,65913.1,39524.97
1753500,13206.6,16379.76,11202.7,9051.81,918.53,16434.15,6445.32,9681.91,13862.75,16397.08,21484.69,35069.82,38284.2,43299.76,49016.03,40249.43,45666.04,34398.94,50105.06,40442.05,39263.61,41993.86,90954.74,50161.46,68083.25,77730.75,105434.25,68898.95,0,90962.05,11660.3
1750100,31464.03,42125.68,19386.86,22441.45,26578.85,46457.65,24823.24,31781.49,34575.8,18760.72,24146,44448.89,44177.29,39803.86,35650.81,18300.92,21025.87,26615.8,42464.28,51038.32,45744.63,45825.94,56358.99,82735.73,46177.32,15753.35,56313.7,50892.87,33383.19,68530.81,8765.63
1297525,37614.77,33876.34,46390.83,44076.91,39783.69,29830.03,40475.24,51663.92,29941.76,15226.56,59048.66,28742.51,31714.47,50134.23,13906.61,34718.68,38903.57,33640.94,32814.1,31838.52,35267.4,20634.16,49733.01,57601.16,25477.71,45068.12,35001.82,30028.37,40649.1,49126.46,41661.64
21383,22519.63,46176.07,38573.87,37300.07,44297.42,34837.98,31253.84,26247.57,33298.52,26806.21,37761.04,16708.41,54744.82,37024.83,30447.54,32466.53,35104.72,41692.53,29549.56,27571.6,35192.51,27759.58,42099.99,48114.47,58593.21,50720.97,45735.33,50132.17,42198.53,38737.16,26663.8
1756498,19763.39,8609.36,12561.13,14974.08,17424.52,7822.54,16069.69,18286.6,29154.15,18637.06,33769.88,43248.98,47593.32,42986.57,25007.17,24197.7,27888.7,43901.04,27436.91,40063.02,22926.05,34474.44,69399.49,70422.51,87890.3,44205.23,50548.97,48835.84,38398,88262.86,29102.81
21386,40157.79,34895.22,26582.1,28245.52,48430.19,33548.07,29151.4,22605.79,29260.91,23732.22,31458.1,31004.68,38599.61,36267.84,24525.29,31565.74,42492.47,34355.38,24446.21,32979.93,38211.52,23734.8,40406.35,32905.61,50904.62,36613.95,46081.04,49638.05,42096.51,39332.37,25723.72
1756045,29252.52,25104.69,27926.44,37047.47,29523.29,16871.9,36620.21,36403.6,30369.4,22474.48,51594.65,33717.99,29978.35,44732.09,23444.2,25147.32,23942.03,32535.48,17213.59,57187.29,25772.31,29960.17,41255.53,71140.42,35725.46,47771.7,47621.76,37799.23,17400.01,42050.7,30947.56
1754050,0,0,56865.2,47285.72,29183.94,19821.4,47703.5,27250.03,19124.98,27299.98,25700.03,40524.98,43807.96,40209.76,27945.54,41676.32,43163.51,18949.1,40007.11,34934.81,33381.63,18779.46,49787.91,66220.92,0,38551.33,51952.07,51085.93,29262.27,44850.88,27195.09
1754026,29219.48,57402.75,82325.57,85531.86,66396.45,99537.53,34875.02,47682.18,32966.69,14107.09,21426.35,8803.57,27107.12,11142.85,17553.59,19321.43,11510.71,17742.85,24929.66,22198.65,18271.19,18763.59,9120.54,22320.77,28156.11,44482.16,25056.73,28424.99,15739.28,28278.99,52551.53
250124,42954.33,41118,22957.11,32109.71,35515.14,31437.52,35147.59,25353.69,31227.74,25908.89,39014.92,20462.62,34726.44,29192.59,34176.62,26473.25,35080.19,27868.91,24414.74,22782.39,42340.61,25459.37,37431.19,34204.01,40430.15,35823.87,25401.81,37479.11,33541.55,23896.44,48580.18
1752066,27989.29,5491.06,25444.66,11234.79,9418.75,14966.09,16465.15,26704.49,27485.03,16435.29,22147.33,22821.36,17900.66,34394,13131.68,17331.78,35746.74,16381.68,36606.24,49604.24,41283.98,25234.22,50691.53,59592.23,58073.21,65407.62,64300.62,63511.98,64794.38,13794.64,42292.49
150054,49702.88,37264.92,29081.22,36178.72,47494.13,33100.33,25498.67,10269.62,42658.63,65234.04,26285.69,32456.58,43875.16,63062.75,46764.44,27673.19,34503.13,33715.41,28947.13,33614,30149.99,16000,25357.18,16641.12,21900.37,34751.97,20739.71,24044.37,18028.4,27179.66,9053.99
250123,27802.13,24104.3,15733.85,18329.13,18842.49,32576.03,23587.03,25441.42,30117.33,29535.94,26656.51,30870.11,27249.54,14371.57,31302.77,46081.13,24303.27,46275.04,27654.17,42541.52,49048.42,66857.46,230.64,38050.72,47853.76,39830.04,35412.76,39504.15,44597.27,40490.3,25925.65
200330,39619.61,32834.73,38162.07,27207.29,32615.6,26773.27,24573.35,16137.29,31305.32,28417.53,18002.48,35562.51,21964.33,32809.14,29907.98,19575.66,42271.9,38259.44,20109.36,23549.63,36028.13,24414.77,44480.2,26072.06,47134.67,36416.74,33698.27,22066.8,76024.92,44919.16,18464.89
200340,20296.75,22132.46,25979.48,40675.89,23028.37,28982.04,23750.67,10758.59,36343.12,16588.12,11410.71,17140.37,42061.2,31070.38,13260.53,10756.61,61537.22,25617.97,38619.37,57437.87,52393.75,65793.61,20427.19,45626.7,23558.35,35005.19,30327.14,33675.25,52255.5,44314.18,16809.91
1750520,32116.1,24889.97,44159.62,28101.56,24087.06,40773.44,16058.04,20072.54,36133.92,24247.62,36580.36,24087.05,52349.19,16058.04,32116.06,48579.23,24157.37,36763.39,28757.11,65629.41,29138.37,16339.29,53102.67,21026.79,43542.83,43928.57,17142.86,30685.71,21428.56,26517.85,18843.76
20642,38124.79,29702.9,33099.21,31979.87,33533.28,40988.9,34024.13,32211.19,26499.98,16343.07,36816.19,25774.42,41647.09,24547.79,33594.42,27270.4,31696.14,38800.13,28843.01,37942.73,17325.6,13836.05,28614.62,36512.55,36445.63,33867.74,33491.21,24885.16,34255.85,28130.2,26520.96
1360831,0,0,0,0,0,0,21853.47,48387.07,9097.83,18216.03,35629.48,32602.31,28031.68,19414.47,21547.91,40089.32,34507.88,39487.64,85068.34,848.57,29684.24,47628.72,26216.42,55096.81,162045.79,53740.05,28767.06,34667.42,30024.34,37704.74,14143.99
1750069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30234.37,0,252734.4,325021.1,173185.61,2511.16,116726.56,34777.88,17963.19,0
810101,11116.91,0,56145.36,37345.68,28181.02,26138.71,26725.55,32863,35318.06,17299.25,22585.19,26636.9,34943.34,19408.11,21080.16,26819.03,44375.59,18353.58,33086.77,21456.89,30204.37,21298.54,46176.92,51905.39,36846.37,41486.87,38803.2,24778.46,32834.81,26955.73,32990.5
250130,17128.14,27628.15,9403.25,18376.26,6948.21,17352.33,11502.86,19331.23,25128.21,32646.19,16787.64,30608.57,27947.5,29489.55,21447.86,28738.33,30916.09,47678.36,43935.67,702.45,31324.8,2141.33,31785.94,55740.42,39685.92,34867.32,59753.81,64928.62,31787.94,23733.27,78127.23
70004,35164.86,36947.48,53472.29,25553.65,33542.68,37270.04,68059.86,55236.18,26771.89,15722.61,42264.06,40362.17,23048.7,28650.47,22932.31,28735.85,22489.89,20866.75,21283.16,22016.03,13972.09,37733.73,12018.09,0,12567.05,36448.74,41993.84,33296.77,28747.78,14240.23,21743.88
290110,27438.67,23753.37,23119.46,30468.77,33825.91,17820.27,22372.19,18164.72,34250.26,7648.9,40290.11,18144.01,34673.41,37532.67,12656.82,21644.98,43958.7,17348.3,34902.45,19161.53,34254.36,34965.61,42539.46,12095.37,48945.91,25424.05,20272.61,39968.72,50284.84,60590.55,24557.82
1750312,0,13188.39,0,5859.82,46742.42,22303.58,15750.01,10922.32,23585.37,67444.9,16421.88,36876.53,39299.66,48219.63,49369.92,11100.45,24738.39,42075.89,35937.49,41004.48,14598.22,6589.29,58772.34,42321.43,58593.72,23450.89,50958.94,51842.87,0,43254.01,11392.86
607012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105158.03,58655.78,36233.04,62311.63,57948.67,29881.43,56983.09,37728.61,55760.5,31973.5,14804.29,54036.34,213.36,153319.52,60626.98,32768.28,63810.73
250050,7846.56,5225.83,12992.71,8799.18,11545.29,12578.93,12413.82,147.85,11513.04,22863.76,34748.89,15084.96,26931.74,34795.36,20869.44,33181.74,35208.24,36779.24,33626.51,37923.29,29279.4,29539.58,35818.32,41429.12,70228.54,55933.97,17867.45,45415.26,56618.56,60534.17,49196.44
1756505,27642.83,17524.12,20002.69,21697.77,20791.51,25862.94,26654.45,27796.4,25587.03,23898.64,33268.29,17718.27,33860.7,38137.9,21589.28,25697.53,28718.78,31130.77,26540.18,38194.6,29684.23,6398.16,49707.72,32158.46,45116.06,35686.74,14563.83,40843.86,23871.08,63583.07,30560.73
21408,28971.79,15235.44,18790.26,10276.79,26048.64,38064.58,26623.85,19460.54,33193.58,14714.95,27808.8,26936.3,33973.17,36060.3,30977.21,25900.63,24505.46,41190.01,34783.74,30487.22,27910.69,22581.59,27445.93,49669.2,40641.97,19393.81,37537.84,40385.54,25312.51,48761.25,17849.48
1400038,0,0,20156.78,26768.56,12887.87,19073.59,18919.29,23126.31,40549.3,30871.08,15716.8,5670.86,43407.33,4779.84,2961.96,43147.08,8428.8,25574.43,28163.58,41369.21,19698.51,47401.26,18965.42,66678.76,1320.99,53472.2,34659.06,61608.69,95776.69,73776.69,8826.53
20991,38598.92,30223.18,22851.82,14801.83,27042.95,28793.87,24995.27,22178.8,35913.02,23359.54,30794.93,28968.11,37026.13,27704.75,26931.41,23800.95,47546.03,29783.34,28988.94,35108.13,24198.03,18896.07,22996.42,25148.44,38825.71,52663.9,8367.67,36067.85,48290.87,25795.78,0
150811,7991.17,0,32316.45,34591.17,52049.64,44834.62,24801.17,19434.04,29691.63,2721.07,45183.61,42615.77,27773.81,49453.79,40267.75,42728.47,32160.19,31204.69,28103.27,34685.43,22204.03,16122.94,22249.51,19321.74,18644.42,26158.97,17036.42,27762.12,31483.27,24863.92,31962.64
1291500,21321.69,12750,15152.15,38413.38,12758.02,23799.21,36166.01,48530.7,42604.26,22536,14768.16,24120.58,35769.31,2866.07,9578.85,23773.16,41757.14,26541.13,30359.83,37783.89,26596.34,21096.41,45849.05,24452.63,46348.2,30382.11,24699.99,42283.95,30062.53,36803.62,28029.52
250201,23864.89,23331.81,14996.36,29268.23,14354.17,16401.16,25278.74,14235.73,30763.66,35403.59,14245.95,17984.34,33615.75,49777.06,47718.47,32038.13,26121.31,35138.37,23420.42,44833.27,26011.68,26103,36952.56,24662.58,47038.56,33188.9,29392.44,25372.73,22867.86,30030.38,23414.54
1300012,85239.63,22673.35,0,11753.55,29676.69,15806.32,15709.66,24490.48,25145.26,35497.01,10762.55,6826.03,42161.55,46316.3,2178.75,903.57,63651.24,58025.25,25947.76,25187.8,40427.69,18159.78,28762.32,51595.01,161.73,27.13,54.26,18921.64,62009.14,78999.57,26996.21
