SKU,MMX_Q1,MMX_Q2,MMX_Q3,MMX_Q4,MMXVI_Q1,MMXVI_Q2,MMXVI_Q3,MMXVI_Q4,MMXVII_Q1,MMXVII_Q2,MMXVII_Q3,MMXVII_Q4,MMXVIII_Q1,MMXVIII_Q2,MMXVIII_Q3,MMXVIII_Q4,MMXIX_Q1,MMXIX_Q2,MMXIX_Q3,MMXIX_Q4,MMXX_Q1,MMXX_Q2,MMXX_Q3,MMXX_Q4,MMXXI_Q1,MMXXI_Q2,MMXXI_Q3,MMXXI_Q4,MMXXII_Q1,MMXXII_Q2,MMXXII_Q3
608347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17383.91,13472.53,46891.29,1619.85
22848,2329.68,2567.88,988.37,0,0,3934.75,1902.99,1770.4,1388.82,2750.5,3736.75,2719.78,2841.86,2163.04,2239.46,2273.74,3583.02,2526.64,2901.91,2177.18,3300.36,1328.27,2847.4,3673.72,4875.79,3487.89,3649.81,5181.34,449.75,2549.2,3125.95
50014,0,0,302.44,725.62,0,0,2839.29,1419.65,1183.04,4495.53,1892.86,0,5678.57,1656.25,946.43,0,439.29,0,5220,2700,4500,3600,9110.71,12150.01,0,0,0,1974.09,8812.49,3776.79,5665.18
600123,11930.67,2931.56,7131.81,9361.32,3150.85,4029.83,4606.65,13977.21,208.18,2178.42,3578.34,2134.63,1290.34,1254.25,2431.46,1018.99,414.61,962.59,790.44,750.53,2434.33,1102.28,351.45,92.17,268.98,108.3,356.31,82.92,30.29,40.75,10.45
1300100,1622.69,1764.12,1942.29,3044.11,4301.32,4027.25,2857.37,3722.46,5429.29,42.86,5901.47,4125.76,5721.26,3586.4,2918.6,3719.98,3723.89,4350.82,1141.89,4129.52,3296.49,4863.74,2680.06,0,0,0,0,0,0,0,0
21073,4643.14,3564.64,3670.99,2505.99,2517.91,2606.54,2324.59,2887.02,2533.73,1731.61,2240.13,2155.3,2643.99,5868.88,2984.79,1884.8,2986.91,1812.47,2281.08,1665.18,2104.94,1825.66,2060.22,1635.39,2106.36,2555.13,2686.8,1978.55,2156.19,1776.18,2410.68
21415,2178.12,1483.94,3775.59,5708.58,1684.28,6120.52,2314.29,241.07,2330.35,1533.21,1526.79,3471.43,2442.84,1527.32,1234.84,1054.28,5525.27,2938.47,1325.9,2651.79,1325.9,300,1343.57,530.35,2423.25,3341.42,5103.76,4192.23,5243.28,2219.32,1625.34
1760725,0,0,0,1919.64,3839.28,9053.58,5758.92,0,1919.64,5662.94,5511.17,1919.64,1919.64,3785.71,0,1866.07,0,4267.85,0,1767.86,1866.08,3732.14,0,0,3535.72,9636.15,4091.51,1993.3,1888.39,2629.46,0
1164965,0,0,0,0,0,2937.05,6032.49,11192.33,16822.14,716.07,392.86,5535.71,1785.71,535.71,6073.19,6610.7,0,-0.01,200.89,823.66,7600.43,10423.2,0,633.43,0,0,0,200.89,0,0,0
60050,4078.06,3185.04,4829.41,1569.77,5145.5,2939.45,4195.2,2651.12,2227.71,4368.04,7311.24,1305.56,1766.58,1972.38,2273.7,2381.09,2493.39,1598.11,1953.05,2286.74,2037.41,1592.7,1206.78,1945.86,7191.68,1108.26,0,0,373.66,1838.61,636.82
270116,2248.25,1766.97,1988.73,2302.14,2236.59,2970.19,2427.92,1231.26,2775.14,1661.21,80.14,5125.35,1544.22,2773.27,3894.27,2241.51,3993.81,2986.4,1562.21,2947.39,1506.39,1719.43,2471.92,3109.08,4667.24,385.87,2489.04,4657.23,2797.91,3119.25,2735.49
753042,1502.7,0,2914.29,0,2572.77,862.9,0,0,6198.75,0,0,3488.52,2606.51,693.74,4519.21,911.77,3604.18,3300.22,2920.34,2560.22,3445.53,2203.47,2989.73,3260.57,4231.79,3531.53,4882.65,4159.61,3291.07,5228.44,2507.34
1760680,2672.59,2091.11,1418.88,2229.42,2620.62,1969.36,1464.78,2446.62,1800.31,2264.92,3037.93,1744.16,1175.23,1849.3,2126.21,1924.06,2884.5,3482.09,3115.71,2835.72,2484.23,1753.41,2427.44,2229.12,3001.53,3026.01,3183.48,3800.82,4598.73,4311.02,2323.73
1292100,4839.29,410.72,1790.18,15099.34,0,2232.14,4888.38,5685.71,937.5,0,3013.38,5825.89,0,1232.15,0,0,98.21,2946.41,883.93,4031.26,1781.25,3281.25,1781.26,0,0,2437.5,3375,2625,1125,3543.75,4406.24
21431,2445.9,3540.84,2967.16,537.73,1726.6,1679.46,1203.74,2153.23,2199.17,105.36,2679.54,1742.06,3070.5,2949.74,2775.58,3678.02,3027.22,1798.03,996.42,2428.61,1083.95,624.17,5600.75,2555.44,3917.01,4590.25,3550.38,3350.94,1034.25,6163.64,2077.3
1750090,0,6500.01,6337.5,3456.92,0,3172.23,6710.49,6100.45,0,0,0,3475.45,0,0,9382.82,0,3567.86,0,0,3171.43,3171.43,0,2973.21,0,6251.79,0,0,6716,7196.65,0,0
150050,2271.98,2987.4,1451.4,1193.84,1980.81,2868.35,2336.22,341.26,3749.03,2207.1,2735,2594.91,2401.62,3198.75,9446.8,1916.88,2851.88,3937.86,2211.73,2654.62,2622.08,1778.78,1699.44,2355.51,1167.33,1369.27,4775.13,2774.1,2824.74,657.89,762.86
110418,930,93.75,1927.51,2662.5,431.25,1962.5,2843.71,1918.33,2990.63,2431.37,3067.03,2307.06,1838.48,3679.9,4203.89,2994.5,2078.61,1943.97,2081.25,5205.34,1390.37,1766.37,3315.16,2521.45,4940.92,1106.07,1840.45,2683.37,6517.52,2512.51,1922.69
21451,3676.37,5403.59,6160.48,3695.29,1684.92,2214.94,1482.03,786.66,3897.63,970.06,1143.66,2665.85,4795.59,2044.17,1343.9,1848.16,1754.53,1682.96,3747.72,1544.52,1053.69,2461.94,3847.07,898.25,3012.84,3022.73,3158.18,2917.54,1202.68,3460.2,490.9
660801,0,10445.09,5222.55,0,0,0,5222.54,11976.87,0,0,0,0,0,0,5714.29,0,0,0,0,5164.29,0,0,0,11350.01,10640.63,0,0,5776.79,0,6347.41,0
660730,5020.32,5315.63,1533.48,1840.18,1840.18,3066.96,0,1840.19,3680.36,0,5213.85,1469.87,3429.69,3233.71,0,1343.75,3913.84,2958.3,0,1352.01,3244.82,0,1584.82,3210.26,2832.58,3115.84,0,6495.12,6903.49,0,3386.92
1330261,3428.63,1515.77,2490.46,2737.62,1390.48,2385.32,2147.64,2702.34,2689.09,2452.71,3371.23,2021.65,2278.16,2049.65,3741.25,4177.85,2038.46,3132.62,2716.94,1736.42,2213.02,1147.49,1889.26,2999.45,3125.09,3755.64,4300.98,507.85,3960.57,2114.55,597.36
1760640,0,3205.35,0,0.01,3169.64,0,3011.16,0,0,5871.77,3169.65,3169.64,0,6180.8,6180.8,0,3169.64,0,3011.16,6022.31,5357.14,0,0,0,9350.45,6180.81,0,0,0,7025.22,3602.68
781430,449.73,5164.78,4128.37,0,0,2825.09,1208.04,4129.74,2822.42,3904.09,6973.81,1947.6,2963.59,2361.35,4118.35,3126.96,0,1716.44,1181.26,2126.03,4639.49,1275.52,1721.2,1890.61,4395.09,3041.33,1518.74,4033.48,2575.45,476.77,936.6
1618103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41453.06,0,36164.89
1753362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.59,7050.12,774.11,5470.36,1857.86,5533.04,6539.5,6739.71,9093.74,3447.76,10975.43,3974.53,9298,5049.11
450675,0,0,2822.14,4077.5,2822.14,5083.92,0,7968.76,0,0,2635.71,1976.78,5183.57,1757.14,3955.73,1293.21,3879.65,2586.43,1370,0,6507.49,0,4281.25,2739.89,0,0,4281.25,2910.71,3178.57,3096.43,3096.42
22856,2748.46,971.29,1996.86,1089.2,3320.83,2801.68,3314.85,2808.58,2519.6,2068.23,3402.57,1816.26,3750.14,1011.18,1440.88,1662.97,2180.05,2534.32,2842.11,1998.36,1504.51,897.01,1681.86,2782.49,3527.27,3900.28,2204.98,2822.49,4696.25,5436.55,1767.85
15231,2950.72,2712.06,7919.18,5858.04,5278.49,3362.94,5542.43,0,4717.49,6005.91,2134.1,5586.93,1620.51,294.64,1897.51,2121.45,1001.34,1780.44,2371.42,1204.24,1148.66,1130.15,0,296.4,1986.26,915.23,584.19,1891.03,1522.31,2965.64,690.63
20977,4266.35,3405.44,4487.47,2095.74,4474.05,3502.81,1753.87,2648.1,2701.44,3357.52,3082.08,1866.08,2906.23,2284.98,2100.69,2316.47,3343.29,3207.07,1936.06,1807.53,1973.8,1252.96,2047.69,2692.81,3268.4,5996.11,1454.61,1071.65,42.43,0,71.88
700254,3122.14,4438.22,1562.95,2724.16,2896.23,8671.61,3769.07,2547.85,1757.15,685.72,2322.86,2871.62,2451.43,1324.49,2109.11,1510.72,2013.22,4647.59,2200,4399.96,0,1350.22,1319.01,2738.22,3728.33,1385.82,250.45,2269.2,1948.2,4313.58,0
943530,0,0,0,0,0,0,0,0,0,0,0,0,2671.42,9623.97,3456.9,4826.8,2991.87,6192.99,1428.53,1129.43,5658.76,4245.68,5513.65,5874.75,5205.39,2382.13,3759.03,3538.1,4202.94,2404.26,2187.32
670032,0,4295.9,6367.9,10219.01,16653.43,1960.4,6776.35,4286.29,1997.95,1870.98,466.52,6265.64,11121.47,4746.41,210.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28147,2524.84,1505.35,2816.39,2537.14,3391.43,1655.73,1835.71,2871.41,3839.31,2716.06,1771.71,2716.05,4115.89,1851.72,2566.9,1736.84,3178.08,2444.63,2115.82,2133.17,2883.15,1705.89,2717.17,2563.79,3776.57,2737.77,2929.52,1436.79,2400.08,2475.54,1197.47
11206,1279.69,4396.29,162.77,177.19,3521.86,2437.62,3375.39,733.66,1184.78,4729.27,2643.91,5659.51,2738.04,0,6092.4,3369.66,9469.41,387.44,550.01,1071.16,5105.8,368.56,2234.42,472.21,4000.49,2752.67,2839.37,460.72,184.29,1998.93,2704.82
1550100,0,1214.29,5125,9371.32,0,3862.05,9371.41,3514.29,4685.72,4685.69,3964.55,10542.87,3561.6,3514.29,3443.57,7485.72,0,2597.5,0,0,0,0,0,0,0,0,0,0,0,0,0
11205,2076.39,390.54,3020.87,3537.31,130.18,0,6657.17,835.4,2769.94,1551.24,6117.34,2847.34,4714.5,501.43,2132.12,8684.48,5089.1,1754.99,1002.87,2006.21,1951.34,1399.82,795.9,2193.75,7239.35,3754.28,3280.18,480.53,0,0,0
1750446,0,997.77,3591.96,498.88,997.77,2328.12,0,3815.64,0,2846.25,3196.88,0,2268.75,618.76,1237.5,0,1261.61,2102.68,1184.6,549.11,2996.65,839.07,3133.93,3482.15,9517.42,4787.95,4439.74,4004.48,957.6,9348.2,5832.59
21099,2819.5,3159.99,2173.25,1970.5,2676.24,1167.75,2171.51,2131.94,2081.44,1752.47,2209.06,1998.77,3158.99,1736.81,1488.05,1986.73,2166.11,1738.16,2298.99,2537.09,2258.16,2272.81,2378.45,2169.6,3609.62,5203.37,218.66,3541.61,3777.7,5644.21,2173.36
28357,2039.51,2290.23,1835.61,2061.48,2067.31,2556.05,2687.72,1173.01,2203.7,1076.27,1488.03,2061.22,2534.87,2744.93,3950.37,1763.62,3022.12,3185.67,2414.91,2404.26,2006.14,2954.24,1238.87,3863.99,3652.79,2610.37,837.5,4926.35,3470.18,5417.22,128.57
21578,291.97,0,2876.72,37.97,4770.03,4388.79,4599.31,3238.44,2469.03,2547.08,3394.37,4118.94,4146.99,4635.55,3119.49,1993.1,2222.88,2727,1221.69,1750.53,2480.5,471.82,1452.89,1698.71,2538.73,2968.44,2611.74,1502.73,1368.18,3287.43,1650.4
20036,2575.05,2931.07,2785.59,3370.89,2335.97,1330.24,4181.6,1937.27,3858.96,2071.27,1194.21,2626.97,2068.22,2346.08,3015.03,1325.69,2509.74,1259.02,1612.36,2614.62,1051.81,1912.72,2318.8,1896.71,3436.06,6024.94,2131.26,2704.96,2518.48,2309.91,2305.1
1490110,12169.44,4818.04,8136.75,4313.58,4308.04,8589.81,7309.02,7692.76,1143.81,2345.86,1159.74,1099.11,513.44,815.52,1527.82,2231.76,1014.59,1028.17,776.85,532.22,719.2,508.38,900.01,332.83,382.04,316.03,693.69,422.59,279.97,354.24,107.81
20075,18072.37,6531.47,5481.7,5959.95,6907.83,5707.32,4819.43,3217.12,6366.92,3592.91,4420.08,248.35,0,0,0,0,0,0,0,198.88,238.65,366.73,1192.62,154.68,437.54,380.08,79.55,464.05,757.68,828.36,87.19
270285,1554.27,1450.45,91.61,1160.36,2290.18,2671.9,763.4,458.04,1984.82,1740.54,473.3,1068.75,1160.35,5038.4,0,1722.49,1552.25,2300.35,2544.06,1628,3330,2220,3596.39,584.73,7306.53,2354.72,3642.85,2116.06,7526.77,5838.15,6334.82
1610450,0,0,0,0,0,0,0,0,0,0,0,0,0,3567.87,0,5450.9,1920.7,3986.61,5875,5441.93,0,1775.89,5623.21,3650.44,5327.67,0,1732.09,7187.04,14080.39,6124.12,4750.01
1760835,428.57,1496.76,4178.57,3744.62,3535.69,3517.68,1285.69,4379.43,1387.48,1821.39,1392.83,2785.68,4285.69,5142.85,642.85,5142.82,7833.05,1070.48,848.2,5562.05,1058.81,1291.06,1993.26,1294.2,1394.66,1230.38,1501.53,2225.75,1324.27,1190.03,1446.42
28151,3386.47,2295.06,2132.97,2843.57,3087.63,12222.84,2324.46,103.94,0,0,0,2512.49,4070.45,2544.69,2312.47,1697.43,2246.17,3528.25,3353.87,1810.94,878.37,1815.11,2136.27,2532.9,2166.47,2919.91,1538.75,3336.34,3934.25,1157.2,1334.5
110438,4624.45,3729.78,2894.11,3927.34,1382.52,3809.56,4073.05,5357.77,3161.43,2784,308.12,0,0,0,271.88,2718.75,3099.38,2200.68,3143.13,665.6,332.8,1783.48,2504.47,2200.9,3189.06,2396.91,5159.39,1827.69,7181.93,0,1414.29
11727,0,5821.88,3837.95,0,7439.07,1940.63,3492.19,5783.31,3702.69,1587.05,1798.66,3596.43,1904.47,3794.64,1674.11,3794.64,1973.21,0,1935.27,1940.18,1707.59,1935.27,6026.79,0,4098.21,1808.04,0,1975.45,2536.21,0,0
21440,3680.03,2956.12,3092.66,1826.48,2166.98,2309.84,1911.35,1516.68,2652.73,1387.9,2543.28,2562.54,5060.74,2285.37,1609.1,2694.32,2825.45,1797.77,2438.96,1945.65,2580.43,784.65,3170.3,2394.06,2234.32,7380.3,1693.54,2587.83,1904.8,997.05,1020.37
60321,412.48,1507.1,2672.96,341.82,3104.32,814.37,1805.61,2332.64,797,3616.24,1313.09,2358.47,3169.02,278.5,1313.16,1965.79,2550.21,2.09,1566,1731.78,3305.19,1359,5630.84,1456.75,9.29,2439.32,7973.5,4155.33,7016.63,5508.07,3501.74
1290305,4335.95,2611.61,5402.67,5761.61,1445.32,1707.59,1864.29,1950.01,1579.02,583.93,4770.47,1248.22,1172.87,3310.53,1580.35,737.5,1369.64,2423.21,948.21,468.75,116.07,3714.29,1992.86,942.85,1532.15,7869.64,2992.85,0,625,5249.99,5652.66
700479,5994.65,0,0,0,8839.29,0,21873.48,0,2500,8290.18,5256.7,0,0,0,0,2642.86,0,0,0,0,8193.94,0,0,0,0,2677.9,3125,0,2901.79,3573.08,0
20322,0,0,0,0,0,0,462.49,687.15,3283.75,1215.71,1968.92,2193.54,4685.87,2900.57,2700.91,559.82,5562.66,5344.92,2218.12,2481.96,1011.56,1605.75,3853.25,1435.75,1533.62,3841.64,4507.25,10916.74,4732.2,3848.51,2289.06
1614510,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.04,2866.96,4224.1,4357.78,2924.3,4153.05,4258.86,7523.31,0,8421.25,6579.24,4819.82,8033.63,1754.96,1660.71,5264.87,7515.19,0
1750410,621.42,1087.51,1530.26,3860.64,3790.71,1553.58,582.59,3136.16,4645.7,233.93,2902.49,2186.26,2466.96,2986.08,1655.99,1883.04,3413.83,1497.99,2818.54,3134.82,2401.33,2298.21,2327.67,4773.24,1719.86,3589.29,2811.62,672.99,5221.45,455.36,3438.16
15053,3236.77,1781.24,4960.88,4047.62,2627.22,3962.85,3016.93,3418.66,2206.77,0,2342.88,1826.88,2651.02,1627.24,1506.69,2350.43,3476.59,1439.99,1669.7,1754.55,3030.85,3085.67,432,4525.73,1479.46,130.18,3298.31,2321.12,3806.49,1571.43,2102.66
810151,2354.2,314.72,0,4502.57,5041.73,0,3962.38,4175.62,1941.29,3664.17,0,1929.6,1521.8,2024.54,1325.9,1505.35,3303.04,0,4556.24,0,3197.69,2233.93,0,4790.41,4239.5,3798.67,3441.31,0,3566.96,1127.14,6938.97
22031,2404.88,1941.73,1984.78,366.56,3613.92,3143.2,842.18,1802.64,3580.1,2252.51,1332.51,1956.8,3015.82,2822.69,5722.81,1363.32,3720.76,1604.19,1849,2452.16,2112.68,1730.18,2530.6,5878.17,908.4,1405.15,2685.53,2284.72,3454.34,3318.72,1286.21
1750315,0,0,0,0,0,0,0,0,0,0,6696.43,-6696.43,6372.32,0,0,0,0,6187.5,12955.37,0,0,0,0,6529.02,6529.02,6529.02,8125,0,14718.75,0,7376.12
1050178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4253.13,18184.23,11207.25,8343.51,9389.01,6569.3,10562.96,6809.97
1750252,1645.68,1787.48,1510.03,1803.55,628.89,1840.57,1410.36,1459.1,1651.05,2272.21,2323.04,1890.37,2314.93,2495.74,1509.48,2481.01,2237.8,2344.32,3219.78,2768.44,2266.59,2470.96,4041.45,3798.76,3553.08,3176.57,4484.63,3186.72,861.18,4840.42,3043.53
22218,2467.34,4621.12,2681.34,3182.77,2150.97,2377.02,2533.14,793.47,1246.07,3054.99,3492.9,3082.29,1589.46,2029.79,2711.22,1623.48,1959.37,1037.98,1478.13,2919.13,1320.44,806.19,1639.02,4555.14,2244.25,2211.61,5556.87,2138.27,4775.41,1645.84,1292.35
1760210,0,0,0,0,0,0,35714.28,0,0,0,0,0,0,0,0,0,0,0,2308,2142.77,1160.72,1335.54,1071.39,2308,8280.83,1236.61,2473.22,7208,3750,4875,1250
450552,4380.39,1816.27,2225.92,2814.43,3104.43,4117.5,1597.51,2709.12,4362.12,3903.2,2431.6,3426.4,3752.01,658.94,1446.41,4218.76,2839.28,5858.03,1597.5,916.08,1580.37,63.62,1526.79,3695.99,458.04,1470.87,2711.25,4067.95,0,0,1272.99
1750599,1362.5,2323.21,375,862.5,2062.5,1020,225,637.5,900,2603.55,1464.71,1410.26,1813.05,2504.19,2950.69,1241.51,2316.74,1325.88,3977.69,2866.9,2755.15,657.5,3834.92,1725.08,6894.75,4008.68,3164.72,3437.76,4753.29,5814.53,3709.84
22002,1517.96,2579.85,4221.35,2817.01,2089.64,2880.89,4805.8,3542.85,2875.68,2038.62,2222.33,932.13,1077.86,846.73,970.36,2396.88,2756.3,3902.87,1107.76,3679.02,2871.44,700.99,3128.36,2106.86,3012.5,3302.99,1260.33,1712.22,1042.16,2303.81,4144.68
20813,1611.82,4757.24,2400.08,2373.53,2625.58,2318.9,1668.87,777.16,659.53,1974.44,5272.18,2688.6,2866.91,2693.17,4160.25,3821.78,1908.2,3825.79,802.94,1973.22,1973.21,2228.58,2576.77,2530.36,742.87,3776.56,1616.9,1127.4,1985.23,3088.12,2009.72
1751062,2033.04,3025.45,2430.82,2189.74,5057.6,3922.96,3740.77,2388.77,1450.42,638.85,2981.27,4152.45,2874.79,2817.71,1517.07,3379.68,3528.56,1416.06,1485.71,4236.63,2543.75,0,2904,1291.17,2085.72,2199.1,957.59,736.61,4429.46,1185.25,1198.43
1340231,1118.25,3346.19,2331.57,2761.69,2914.47,2262.21,3629.47,2781.5,1813.83,4306.14,1227.19,2458.4,1465.23,3450.12,1668.38,2179.26,15.31,1252.23,1663.83,3314.68,490.63,3010.49,3326.58,5791.98,3153.14,2392.29,2130.82,3529.46,1490.01,2469,994.42
20369,0,0,0,4316.51,2193.76,1438.6,2953.14,3628.12,675,4816.59,1427.14,713.57,1734.11,5839.55,2458.93,3054.83,7139.06,0,9450.18,2575.55,2666.83,944.2,891.74,4196.43,1873.75,4541.14,5075.87,0,0,0,0
1010167,5856.19,3182.09,4539.29,3702.12,1367.66,2688.16,2276.78,472.22,1364.65,448.02,4951.89,448.03,896.04,3654.96,2287.29,1391.25,900.55,1357.58,1810.1,2704.59,1357.59,3644.02,4002.75,3004.38,1716.79,903.58,3004.38,5514.94,1006.43,2516.07,1501.34
1611505,0,0,0,0,0,0,0,0,0,0,0,0,0,3486.6,1141.07,12524.56,0,6422.81,0,5035.42,5393.26,2553.76,6526.89,5246.53,10678.16,0,0,0,0,12363.83,3098.25
450381,0,0,0,0,0,0,746.77,1634.98,3992.87,1532.15,5157.15,2469.65,3346.6,1060.31,3086.1,2393.22,1550.38,4722.69,502.41,4634.73,3646.61,1943.74,4807.14,2937.5,5320.34,2453.84,2859.65,3979.5,2691.21,5303.56,1690.83
1166000,4689.61,4414.5,3613.09,1965.29,82.58,3952.53,2357.51,2953.56,1261.46,3914.09,2725.23,2268.58,1194.39,1554.15,1653.33,1385.16,4008.39,2498.65,1311.16,1312.58,1124.14,2977.55,2964.28,2560.94,3768.13,1845.99,1833.82,858.6,3272.55,2094.23,1938.14
1165002,7130.73,2051.88,3167.23,1824.21,4606.26,2723.93,2298.19,2004.19,4109.27,4119.46,959.83,1729.93,1519.93,1394.3,462.95,1704.76,3687,2003.58,830.36,1296.43,2476.78,471.43,551.78,1378.58,4307.15,6982.12,458.71,116.52,4234.84,1509.53,2219.6
20328,2679.91,6618.49,2988.61,2064.46,2175.37,2175.35,704.82,4991.75,2846.2,833.94,3742.63,2319.33,2318.83,2622.34,943.73,1285.33,1876.12,191.25,3003.39,3102.21,2114.38,180.63,903.13,871.25,2578.3,3144.99,4749.68,733.14,1665.36,1245.99,6643.81
1400906,0,0,120.71,151.69,1352.14,992.14,824.99,83.57,1189.4,2852.87,476.79,0,0,5.36,523.83,3797.24,2922.51,459.12,8.28,2490.04,1539.28,3309.46,5348.75,18122.04,8.44,20.25,28.69,5888.58,5219.99,11067.07,5481.43
50118,3245.29,0,0,1867.2,1817.15,2363.28,953.12,3087.39,3248.74,18.86,351.39,5142.11,3325.34,2671,3697.71,2338.82,3002.86,1602.58,1880.66,2094.18,1914.38,2435.04,1306.39,2266.7,3389.07,908.13,5759.1,3863.71,2965.54,4230.1,2463.25
270300,393.75,0,393.75,8242.5,813.75,0,131.25,866.25,288.75,3018.73,606.38,1120.01,1621.36,2616.17,1728.08,4512.59,1648.4,7112.68,500.89,4931.51,5591.81,323.3,564.64,6057.18,4401.32,2028,3159.91,1798.66,888.75,1041.79,7805.36
21298,3568.66,2208.15,2995.61,1566.25,3533.24,2187.03,1804.74,2379.13,2137.47,1216.82,1993.86,3082.55,4373.08,2529.08,1946.43,1174.52,3239.29,1092.28,2649.25,2138.96,2980.14,1766.15,2468.54,1922.11,2064.47,2637.42,1380.11,1580.54,3590.75,3067.73,2715.89
760051,1677.91,5438.01,6004.07,1425.4,2524.03,1872.39,3425.65,7677.58,1933.23,1252.04,1768.24,1003.33,3242.99,1566.8,1260.64,5256.8,4624.57,7467.77,2325.86,110.09,2313.08,154.46,530.37,524.66,7145.63,58.5,532.25,84.95,61.78,229.54,398.17
1340234,4591.27,3710.55,2010.55,968.05,1744.56,3316.7,1807.24,693.48,2280.44,1876.88,1205.71,1839.14,1023.75,4528.38,2516.43,468.34,1804.96,2973.53,4672.44,1002.37,924,321.75,2293.55,2539.82,2331.81,7156.87,2204.52,3573.56,7092.06,338.64,74.25
1750492,795.54,0,795.54,1591.08,2837.43,1458.49,795.54,2015.36,1789.96,689.46,1458.49,2756.71,2209.82,1519.65,2121.44,1502.68,3050.89,2674.55,3027.24,3562.06,1487.95,0,3477.67,1792.86,3749.95,2390.62,2271.43,7845.52,5357.14,5357.15,3479.24
22587,616.79,2131.1,1602.18,2406.94,1436.83,1516.28,2558.11,1549.22,1849.04,1608.77,1718.07,3389.81,1867.62,2160.13,1940.31,1656.4,3916.72,2776.75,2681.99,2317.94,2930.69,2214.63,2268.51,2029.88,3503.56,4832.3,2227.09,3981.11,3952.21,2205.22,2008.37
1750418,6758.26,4999.57,3691.07,4111.61,2796.43,1721.25,1158.75,1462.5,1597.5,573.75,562.5,2988.22,1462.5,0,3404.46,585.71,277.9,392.57,314.95,277.9,1704.46,1204.24,3821.65,0,6470.31,2457.36,10190.18,1487.95,4086.96,1987.5,1254.02
140003,0,0,4.78,0,3306.9,2556.69,2344.2,199.11,0,3143.55,1151.96,2036.66,4122.41,1747.45,2095.9,1807.42,3876.64,718.38,2045.12,3130.6,2249.99,1981.95,4545.09,5179.39,4840.18,1426.79,4255.34,4325.17,3281.6,2546.49,4773.67
450641,2788.39,3651.79,1460.71,5477.68,3651.79,730.36,6932.79,6829.28,0,757.14,2738.84,0,3098.86,0,0,1703.4,1821.42,1821.43,0,2152.86,0,0,4035.18,1565.71,739.29,4337.14,0,5638.62,0,0,11667.86
1772000,10406.25,0,0,0,0,0,0,0,0,10178.57,0,5558.04,0,0,5000,0,10089.28,5250,0,0,20870.53,0,0,0,6160.71,0,0,0,0,0,0
1296130,6750.01,4500,10901.79,3750,3613.85,17401.79,6785.71,2209.82,1406.25,2628.83,7845.98,0,0,0,0,0,0,0,0,245.54,245.54,1473.21,736.61,245.54,0,1249.98,0,750,0,750,0
450549,2915.67,3931.49,943.56,2463.74,4927.52,3561.12,2628.65,4422.24,1222,5705.61,953.58,5991.6,1468.92,2311.5,1478.56,3105.01,1189.29,1697.14,0,906.42,2769.64,1057.5,1857.69,633.48,1518.75,1051.08,2821.08,790.72,2461.87,6674.11,0
1220301,1632.63,2065.41,2890.24,2745.8,2621.26,1395.34,1162.56,1412.03,2212.28,1654.3,1857.07,1720.43,1793.78,3620.54,1452.02,2392.8,4381.83,2428.43,2720.74,2180.11,2272.85,1229.65,2992.66,1617.56,2512,1752.22,5532.9,2028.76,3155.19,4703.81,1170.54
1330352,1692.86,2262.52,2109.85,1655.38,766.96,1893.75,2727.02,4407.37,1858.09,2295.67,4511.45,3889.36,298.67,2258.24,2385.37,2456.55,1683.03,1081.74,2244.7,3590.54,915.69,3365.86,1330.79,3515.85,2198.85,3129.76,2967.53,4901.42,1529.23,1955.73,1325.09
200336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14685.94,6926.8,3839.73,7185.72,7661.62,1385.71,16232.15,11633.05,2840.62,774.11
450504,3172.82,2293.81,3429.63,1592.5,2899.27,4779.11,4407.86,2569.28,1779.63,3889.29,683.57,3952.16,1663.39,1552.5,2417.14,0,793.93,4941.25,0,3404.46,392.14,1372.51,784.28,5795,2156.8,2199.63,771.43,4241.26,1776.79,2578.14,834.82
28644,999.13,2501.82,3026.08,1363.25,1968.38,4235.06,2356.01,1664.19,1924.22,2030.37,187.5,1679.01,2527.38,4460.52,3359.57,2759.86,2477.03,1909.38,2104.64,2506.07,2926.98,2759.71,2185.04,2684.22,2335.96,2031.88,2542.72,1292.74,3311.72,3233.36,1698.92
1490241,1720.28,2652.2,2529.9,1327.2,5562.94,2178.21,1779.24,1961.79,3117.13,1086.64,2260.36,1165.44,3546.07,3479.7,1480.67,3201.78,2338.93,2715.08,2221.73,1642.43,6360.38,2136.81,2132.65,2291.85,2320.07,3781.87,2299.09,0,0,2180.56,1565.19
760984,0,0,0,0,0,0,0,0,0,0,401.78,377.06,3837.74,4573.6,7201.8,7078.09,2604.02,0,1090.7,4105.82,4906.08,3373.95,4370.18,5157.06,6986.88,6689.68,4608.14,2171.43,0,284.48,3189.39
