Cantidad,Importe
1417,17298.39
1759,17297.17
3542,17295.01
990,17265.33
744,17264.21
15,17263.39
18,17252.12
61,17215.15
46,17208.24
587,17204.97
1297,17199.33
805,17190.18
86,17187.57
372,17185.42
647,17183.77
760,17172.89
64,17140.12
8,17135.95
311,17119.05
4065,17115.16
38,17106.67
12,17093.03
6,17075.79
719,17070.8
82,17061.32
54,17055.2
2181,17054.41
434,17044.37
88,17039.19
414,17037.78
107,17034.58
11,17020.84
87,17016.74
235,17000.82
249,16999.3
465,16990.21
102,16978.68
81,16962.03
61,16958.78
3813,16957.06
22,16956.18
306,16950.05
280,16941.95
226,16940.36
510,16929.27
13241,16928.72
11995,16922.64
3119,16914.92
226,16905.72
3230,16899.69
657,16894.61
422,16891.23
27488,16886.55
810,16885.08
552,16884
43,16883.25
16,16880.41
518,16875.48
96,16865.33
56,16862.44
406,16852.94
26,16845.09
2700,16839.37
20,16836.44
66,16827.27
2463,16821.03
225,16766.24
6,16725.34
599,16711.92
10460,16709.6
371,16701.59
155256,16690.42
20,16678.5
634,16650.06
378,16645.3
457,16635.85
59,16631.34
148,16629.29
289,16621.47
23,16614.45
189,16603.58
62,16594.33
180,16593.18
127,16589.79
96,16581.25
1431,16574.1
144,16558.29
593,16557.1
779,16549.31
118,16545.57
4,16533.84
488,16529.88
500,16521.38
2245,16507.23
720,16501.62
66643,16492.67
67,16480.78
20,16452.15
623,16438.47
143,16421.01
224,16416.01
270,16399.62
1541,16394.36
138,16393.61
94,16382.31
283,16374.95
70444,16371.42
171,16367.54
7,16358.63
13,16356.41
118,16305.97
171,16303.11
2020,16290.32
149,16290.03
1113,16284.98
110,16281.8
111,16267.61
447,16260.33
1482,16258.25
1827,16255.33
45,16234.57
349,16231.65
46,16231.01
77478,16217.24
71,16213.37
183,16207.79
649,16188.63
821,16186.29
454,16170.47
4022,16160.87
3017,16140.61
276,16132.66
312,16128.07
3655,16124.66
63,16112.25
249,16110.59
57,16106.35
260,16099.83
1519,16093.64
70,16080.3
968,16063.44
133,16051.34
40,16049.04
806,16044.91
1061,16040.9
74,16026.72
666,16025.68
66376,16025.67
2,16022.32
31,16011.03
91311,16008.99
76,16005.43
580,15985.22
7,15971.46
69,15971
491,15969.5
20127,15951.72
1778,15947.73
727,15945.56
489,15941.51
157,15919.68
1110,15904.93
807,15901.22
15415,15880.41
331,15879.92
10329,15873.67
952,15864.06
5554,15860.74
11,15851.48
36,15842.1
615,15840.62
974,15836.83
484,15832.34
169,15821.77
879,15800.65
73,15789.66
308,15778.49
1304,15777.56
100,15767.75
122,15765
8059,15762.58
398,15762.25
20,15749.88
40,15741.1
1143,15728.81
361,15728.19
68,15723.86
1232,15720.54
120,15717.93
52,15714.45
343,15711.48
902,15708.09
670,15702.8
17,15701.76
781,15693.14
1884,15691.61
5,15668.45
288,15663.73
9760,15663.29
1474,15662.7
755,15657.32
38,15652.94
1262,15648.93
1540,15633.93
114,15632.44
315,15629.38
2,15625.01
100,15602.76
285,15587.97
269,15573.97
88,15570.13
376,15569.84
2985,15559.85
56,15559.25
11,15557.58
60,15556.37
16,15550.03
16,15546.83
61,15538.4
4154,15532.46
418,15506.7
1363,15505.2
6,15502.76
563,15502
323,15488.86
103,15474.08
20,15469.46
22,15441.52
258,15436.95
494,15432.62
1758,15432.59
9,15423.21
390,15417.86
30838,15417.31
93,15398.78
51,15388.61
120,15385.69
44,15376.34
121,15352
106,15340.58
656,15338.17
178,15309.47
58,15304.89
2003,15304.27
757,15299.69
2353,15295.02
1373,15281.32
6178,15259.31
3190,15257.77
74,15255.43
3236,15252.1
11,15242.89
30,15242.67
752,15239.62
1764,15236.53
527,15228.38
386,15205.45
432,15200.41
624,15189.97
135,15185.94
8,15167.08
5222,15159.04
26,15154.92
415,15149.8
232,15149.08
1436,15140.26
191,15133.99
73,15123.05
289,15104.6
35,15103.55
1489,15099.57
941,15085.37
1048,15083.79
2210,15082.14
125,15081.14
1,15079.46
50,15077.97
353,15053.97
1524,15043.94
118,15043.55
49,15043.29
771,15042.33
115,15041.62
364,15036.11
762,14989.45
94,14989.28
939,14988.59
87,14986.85
196,14985.14
245,14984.67
110,14974.47
6,14946.43
2647,14942.71
51,14925.92
2,14910.71
4858,14908.02
48682,14901.76
498,14901.27
199,14891.78
1540,14884.22
389,14870.09
154,14866.46
2,14866.06
81,14863.59
103332,14852.61
455,14849.61
16,14842.89
47,14841.39
10,14839.74
144,14837.76
53,14837.76
152,14837.09
189,14831.01
342,14830.09
447,14778.27
24,14757.83
6,14748.14
32,14737.93
242,14733.24
1433,14722.54
307,14721.63
133,14719.07
99,14669.89
66,14664.73
336,14653.96
195,14637.63
14,14628.31
1265,14626.57
59,14618.03
81120,14610.66
688,14596.54
14,14584.5
12,14584.41
920,14574.05
4058,14573.45
143,14570.3
853,14562.88
1382,14547.27
43,14538.43
1093,14534.09
199,14533.63
17,14531.28
1849,14520.81
715,14516.86
355,14515.71
1094,14501.06
224,14496.61
245,14494.18
700,14488.44
24,14474.37
487,14460.04
2992,14449.32
143,14440.51
183,14439.63
2880,14432.73
336,14420.11
438,14407.97
234,14404.1
70,14402.97
1341,14391.62
101,14369.36
42,14364.26
731,14358.39
177,14355.43
61,14348.71
289,14346.54
293,14343.57
2762,14338.02
638,14324.49
737,14319.87
823,14316.72
2090,14315.86
50,14310.17
177,14304.36
4,14303.58
7,14302.25
19,14294.44
60,14293.48
1220,14292.59
905,14268.62
817,14264.85
189,14264.01
74,14258.57
936,14255.84
154,14249.8
313,14241.78
78,14231.06
663,14229.85
29,14229.05
1212,14220.11
3398,14219.37
87,14217.85
131,14210.99
64,14210.64
501,14200.24
2771,14197.21
125,14191.16
591,14186.05
108,14184.93
120,14160.62
329,14154.76
264,14153.84
344,14151.24
470,14140.37
34,14140.28
356,14136.57
39,14129.02
95,14120.06
120,14118.14
658,14110.1
6,14108.97
665,14108.23
37,14104.02
96,14096.97
34,14096.03
958,14090.5
158,14081.39
31,14079.94
702,14061.65
104,14049.92
855,14049.12
5451,14048.41
99,14045.29
740,14045.03
36,14041.11
269,14034.45
3084,14019.32
79,14009.66
1522,13991.06
62469,13990.36
17,13987.88
636,13987.1
997,13982.97
1179,13982.21
15,13979.48
498,13977.95
98,13977.14
202,13959.5
514,13957.58
69,13952.34
2728,13950.73
20,13943.75
796,13939.13
341,13925.88
214,13917.44
23,13909.15
96,13874.88
34291,13871.48
49,13871.03
91,13866.77
2429,13859.67
50,13856.95
70,13856.16
89,13845.21
1621,13843.8
151,13843.1
828,13836.45
163,13828.9
736,13797.5
258,13793.86
59,13792.16
35,13791.6
1885,13780.59
463,13770.24
1017,13765.51
4200,13763.08
949,13762.76
190,13735.83
732,13733.64
67,13725.75
168,13724.8
91,13714.34
50,13711.74
561,13690.29
7001,13687.13
218,13683.59
556,13679.53
6,13676.79
126,13668.43
75,13662.85
1,13660.26
8,13660.26
6,13656.35
42,13655.9
151,13655.42
56,13631.66
301,13630.74
8128,13628.64
219,13624.89
293,13621.67
325,13612.72
50,13612.41
41234,13609.92
215,13607.45
231,13603.57
421,13599.66
83,13580.67
1016,13577.09
134,13570.96
37,13569.17
9947,13568.78
153,13565.74
25,13564.14
13,13550.91
705,13550.51
622,13548.08
673,13546.62
90,13538.05
223,13527.55
43,13524.17
3,13520.09
18,13520.01
17,13509.49
172,13497.84
230,13493.43
1231,13493.4
57,13490.63
2524,13482.94
11,13474.23
22,13453.2
257,13451.61
771,13443.98
230,13429.39
2804,13419.55
4082,13419.41
516,13397.95
3243,13386.33
636,13381.13
123,13372.76
902,13369.91
85,13368.83
1556,13363.36
307,13348.55
27,13334.18
51,13333.86
75,13325.2
49,13321.08
1688,13315.88
293,13314.62
27,13311.16
650,13299.8
74,13298.09
693,13297.73
321,13288.36
486,13281.78
45,13279.89
306,13279.64
23,13271.21
241,13261.33
150,13259.79
213,13257.01
175,13256.13
2,13254.65
3662,13251.83
49,13251.76
551,13247.1
291,13243.91
272,13234.37
221,13218.48
39365,13212.6
385,13203.57
663,13191.77
1704,13188.95
34,13181.22
907,13178.61
4,13178.57
157,13177.89
142,13154.71
1233,13153.67
62,13153.4
540,13126.01
55,13121.55
531,13112.26
1356,13112.13
850,13108.54
1548,13104.13
246,13100.72
256,13093.5
1,13080.36
32,13073.27
142,13054.63
98,13053.13
667,13048.12
956,13046.5
354,13040.72
200,13037.94
6,13031.24
130,13023.5
1066,13022.51
131,13012.43
13,13010.68
46,13000.41
1064,12998.4
8,12987.51
102,12985.13
186,12973.2
16,12966.53
6,12964.49
11111,12957.12
96,12955.14
30,12952.13
947,12949.51
1172,12948.83
180,12948.16
20,12944.2
77,12943.81
1348,12942.16
469,12934.32
619,12932.51
326,12923
242,12918.26
11,12916.74
36,12907.65
6328,12902.26
25,12890.52
105,12882.92
134,12865.02
191,12862.77
667,12842.94
480,12835.62
85,12835.15
4337,12834.52
94,12831.93
42,12825.98
5003,12819.4
122242,12815.09
1494,12811.89
134,12798.66
3363,12797.78
861,12791.77
9,12779.03
148,12768.82
43,12760.65
2581,12757.36
59,12756.65
1762,12751.54
39,12748.8
225,12748.29
343,12745.33
60,12741.24
22,12737.72
337,12731.16
49,12725.49
245,12706.99
297,12706.25
449,12705.75
3334,12690.21
66,12689.52
12,12687.9
3521,12687.22
18,12669.23
497,12665.7
29,12665.21
101,12664.24
556,12639.74
408,12627.61
174,12626.59
711,12626.54
574,12623.16
95,12616.16
532,12615.58
2292,12612.16
297,12602.4
296,12601.89
33,12592.67
53,12588.91
42,12580.95
433,12579.06
80,12571.26
34,12555.22
69,12494.25
85,12487.24
2350,12485.21
196,12474.98
904,12470.7
4,12468.71
39,12463.88
5588,12449.14
101,12448.55
73,12443.65
510,12438.65
10,12427.87
2648,12422.17
218,12418.44
1,12401.79
30,12396.68
1312,12385.02
333,12378.13
130,12361.72
1556,12358.97
202,12355.69
882,12346.03
5,12343.76
46,12343.39
55,12341.01
360,12334.91
20,12331.56
14,12324.92
14714,12323.7
153,12322.03
58,12314.57
154,12312.73
531,12308.93
22,12306.26
150,12290.1
189,12288.54
22,12283.36
443,12279.29
414,12269.99
43,12269.2
1602,12261.05
1116,12243.44
186,12242.93
30,12220.31
1934,12213.51
28,12212.69
7,12208.28
50,12206.54
631,12201.6
102,12200.04
110,12200.01
1589,12198.65
1567,12196.39
234,12187.7
3454,12173.72
347,12167.88
20,12156.46
86,12148.81
25977,12145.21
280,12139.11
737,12119.5
4705,12115.13
116,12114.57
142,12109.92
278,12103.98
63,12101.89
981,12100.41
951,12082.13
211,12080.42
5038,12073.78
90,12070.59
1226,12065.76
228,12059.48
97,12058.87
10,12056.95
584,12051.46
178,12044.92
407,12041.11
2074,12034.41
151,12033.99
390,12031.8
534,12026.2
149,12025.32
101,12014.93
7,12010.73
29,12000.15
49,11998.93
441,11997.07
58,11996.62
4,11979.91
813,11979.16
282,11974.32
8,11951.79
569,11949.99
128,11948.67
44,11945.67
147,11937.56
20,11920.87
113995,11919.43
2315,11914.25
338,11902.86
34,11893.73
31,11892.86
241,11891.52
75,11885.17
222,11881.79
1540,11849.42
66,11843.69
25,11829.63
45,11817.12
183,11803.47
172,11798.23
476,11796.46
2292,11772.57
499,11771.51
8,11768.85
186,11757.8
91,11753.06
293,11747.04
710,11738.23
962,11731.38
73,11730.5
117,11727.07
50117,11725.73
647,11721.92
88540,11721.79
48,11718.1
53,11717.96
189,11712.48
69,11699.75
1698,11691.23
69,11684.53
2751,11680.49
622,11679.74
6357,11676.74
56,11665.47
602,11662.77
146,11660.58
197,11660.21
205,11636.53
102,11635.95
92,11622.46
42,11613.03
248,11607.35
786,11606.27
8,11598.22
81,11597.4
96,11596.73
266,11591.33
901,11585.01
62,11581.14
16,11578.8
6,11571.22
10,11554.11
247,11551.4
5508,11551.23
26,11549.33
429,11548.48
490,11534.37
166,11532
134,11521.6
48,11518.09
9,11514.39
36,11511.96
1,11511.61
2,11504.47
16,11504.1
116,11493.57
805,11481.97
1,11479.47
48,11479.05
49,11476.45
646,11472.03
186,11468.84
1976,11461.26
9,11450.9
218,11450.88
63,11449.59
368,11431.73
132,11424.03
14,11422.28
275,11420.01
383,11419.81
47,11414.86
20,11412.43
62,11409.52
92,11407.14
195,11406.27
42,11402.35
213,11401.1
6,11395.09
9,11394.03
167,11384.07
2,11380.71
88,11371.96
565,11368.49
171,11368.16
288,11367.61
41,11364.4
3920,11357.02
635,11353.7
120,11350.26
231,11349.9
207,11336.86
145,11323.9
9,11318.72
76,11313.01
9,11309.81
188,11309.34
204,11305.64
69,11294.65
238,11292.68
35,11292.3
41,11288.97
718,11284.91
195,11283.9
36,11282.81
660,11274.38
50,11270.06
265,11262.17
347,11259.11
70,11253.9
4700,11246.43
3016,11242.82
735,11230.84
9,11228.56
905,11219.57
415,11219.53
432,11218.93
849,11218.41
65694,11214.73
3647,11211.73
700,11208.21
396,11202.17
68,11198.34
50,11192.83
151,11191.57
328,11179.03
86,11178.84
43,11175.95
93,11172.26
97,11172.11
384,11167.87
1,11160.71
59,11158.91
725,11156.07
686,11153.85
16,11149.16
93,11142.34
82,11140.08
189,11135.9
3285,11127.8
15,11112.48
3,11111.6
42,11105.51
840,11097.11
2236,11089.64
48,11087.04
322,11086.17
53,11075.84
66,11075.69
360,11066.89
803,11065.11
4979,11061.98
197,11051.84
290,11042.03
85,11035.75
51,11033.46
507,11027.39
1700,11024.69
27,11000.3
406,10990.12
1006,10985.35
520,10984.3
9,10982.68
121,10981.93
204,10979.64
97,10978.13
1350,10977.73
376,10968.51
68,10968.48
91,10957.91
817,10952.56
79,10951.56
198,10950.73
1204,10945.41
333,10943.98
42,10940.73
248,10930.32
403,10925.69
5204,10925.25
196,10921.04
3747,10919.05
276,10916.87
44,10905.86
99,10902.35
16,10896.97
1106,10871.25
2143,10869.84
407,10867.47
3285,10865.24
1277,10864.17
25,10842.36
225,10836.49
30,10827.32
107,10821.12
1652,10807.45
103,10802.28
531,10797.37
46,10790.39
21,10786.88
229,10772.45
674,10767.13
13,10767.13
2787,10764.81
81,10764.02
2089,10749.69
73,10743.42
151,10740.94
204,10737.32
440,10722.94
3317,10722.27
41,10717.42
48,10716.13
191,10715.81
275,10713.6
20,10712.74
7,10707.84
171,10702.53
417,10700.55
181,10685.17
258,10679.55
199,10678.32
553,10676.5
90,10675.25
759,10671.8
2397,10671.42
1254,10668.66
408,10666.5
110,10666.46
214,10661.8
69,10656.75
10,10653.58
1357,10651.82
645,10646.06
111,10644.09
5,10638.87
456,10624.7
260,10624.24
30300,10618.7
103,10613.63
8,10611.16
340,10607.54
3645,10606.96
13,10598.67
74,10596.22
136,10592
220,10587.74
377,10573.5
16,10571.52
681,10569.28
2232,10553.68
9,10551.69
5583,10550.24
973,10545.57
712,10542.42
551,10542.41
198,10542.16
20,10540.94
23,10537.45
288,10530.27
497,10523.78
61,10523.02
68,10512.62
530,10500.85
22,10498.58
894,10488
148,10479.4
2763,10478.61
46,10475.07
586,10474.24
1752,10472
59,10471.67
573,10470
76,10469.38
897,10464.55
169,10461.84
152,10454.83
47,10454.49
36706,10451.41
501,10447.04
1500,10440.5
425,10437.75
221,10431.04
524,10423.79
4,10418.81
74,10418.14
1552,10408.14
43,10402.88
716,10402.57
26,10401.78
58,10394.69
42,10388.05
2843,10385.17
3102,10370.73
139,10369.73
41,10369.37
2001,10358.15
40,10353.14
7,10346.11
39,10343.7
47,10336.4
972,10334.42
90,10332.77
13,10330.52
71,10330.2
60,10326.76
1508,10325.31
747,10322.77
18,10318.39
111,10317.04
45,10312.2
360,10301.15
38,10292.87
38,10291.73
36,10287.07
2,10284.47
3428,10283.98
601,10283.37
119,10282.87
72,10282.25
375,10279.72
68,10276.18
34,10274.46
181,10269.18
31,10266.06
42,10251.44
53,10248.22
5450,10245.97
410,10244.01
558,10234.37
48,10228.02
33,10225.83
31,10225.83
105,10224.08
2362,10220.68
71,10216.23
72,10203.04
105,10191.35
304,10178.21
30,10170.91
1405,10163.36
24304,10161.69
18058,10155.52
261,10155.08
45,10155.05
32,10155.01
227,10150.82
44339,10112.08
12,10090.78
209,10088.85
15,10084.2
48,10083.78
61,10076.9
50,10072.36
24,10064.8
120,10063.99
58,10063.17
71899,10054.8
434,10048.07
812,10043.53
153,10034.85
280,10026.75
4,10020.54
5505,10012.6
14,10008.92
59,9998.18
633,9996.45
117,9995.22
161,9991.9
421,9991.19
37,9985.84
543,9982.84
60,9982.38
2807,9975.69
20,9970.97
164,9961.85
342,9961.19
1881,9956.5
58,9955.05
58,9938.13
644,9936.07
501,9920.34
60,9913.96
1560,9912.42
310,9909.12
202,9895.98
261,9895.23
871,9894.22
706,9888.05
693,9887.43
522,9885.22
214,9876.17
8,9870.1
16,9867.82
40,9865.49
47,9855.67
563,9852.92
3151,9846.87
386,9838.91
2636,9837.34
59,9832.38
460,9827.92
156,9827.87
3105,9825.16
2193,9822.6
1,9821.43
652,9806.81
52,9806.45
7,9804.45
831,9799.1
27,9798.94
710,9794.4
128,9786.88
26,9785.49
50,9776.57
262,9774.42
15,9768.1
297,9763.67
224,9763.07
67653,9763.07
25,9762.16
445,9762.05
690,9761.18
406,9760.91
41,9759.17
822,9757.82
115,9754.67
138,9754.38
39,9753.86
271,9734.59
42,9729.68
5227,9726.05
380,9724.19
404,9709.7
58,9704.96
3080,9688.05
5,9687.5
327,9682.65
331,9682.15
54,9681.67
429,9677.37
689,9669.36
87533,9666.65
7,9666.51
356,9662.63
668,9661.18
259,9657.93
2875,9649.9
6855,9643.79
879,9637.76
341,9631.16
15,9626.13
5,9625.02
146,9620.82
148,9617.12
509,9613.26
91,9605.76
819,9605.55
4,9598.21
12,9595.99
429,9593.48
120,9592.03
175,9592
203,9583.84
103,9582.29
410,9582.01
126,9580.36
21,9570.61
195,9563.69
321,9562.26
1000,9561.37
136,9557.24
21083,9556.53
330,9554.68
5,9553.56
67,9551.16
1031,9528.75
3457,9521.73
117,9515.73
65,9512.39
1742,9511.52
9,9503.57
67,9500.22
115,9494.98
214,9491.7
113,9487.83
112,9485.73
229,9482.47
199,9480.82
820,9478.39
268,9476.95
171,9464
173,9462.7
11,9461.36
480,9456.04
997,9455.69
223,9447.42
655,9442.9
520,9442.17
1907,9435.54
605,9428.59
4,9428.55
43,9428.34
182,9425.61
42,9423
487,9422.2
506,9421.17
220,9419.8
55034,9419.72
587,9417.82
39,9414.4
116,9404.6
119,9399.95
2,9398.21
245,9397.61
81,9392.93
191,9387.71
226,9387.52
16,9386.54
58,9382.91
569,9381.13
102,9380.21
1,9375
1,9375
112,9373.63
390,9372.31
161,9364.04
1927,9357.86
152,9347
19,9343.35
2270,9342.24
713,9332.07
4,9330.36
20,9318.92
302,9315.45
125,9314.32
193,9303.41
289,9300.86
128,9292.2
96,9291.15
335,9283.38
388,9282.97
173,9267.4
341,9265.52
503,9262.94
8,9255.49
137,9243.82
67,9231.71
263,9229.65
20,9223.97
498,9223.26
2274,9217.49
147,9217.35
21,9211.29
220,9206.65
265,9206.54
3,9196.43
420,9192.2
59,9180.62
95,9168.32
166,9160.84
142,9152.69
2374,9152.64
666,9152.46
78,9151.36
503,9150.66
1211,9147.04
78,9128.46
200,9128.14
1506,9122.39
468,9121.48
1945,9119.48
91,9107.82
665,9107.35
946,9098.14
199,9096.26
49,9090.86
4474,9090.33
232,9089.22
5,9084.82
324,9080.51
306,9078.68
381,9077.86
279,9064.51
591,9063.77
89,9058.59
24,9055.72
53,9045.96
8,9045.77
13815,9044.93
516,9044.83
36,9040.16
149,9040.11
396,9039.58
90,9037.28
22,9035.69
190,9035.67
61,9034.98
22,9029.63
359,9026.1
2655,9018.85
513,9018.47
70,9018.26
59,9007.19
90,9002.2
90,9000.64
212,8996.04
1,8994.64
120,8991.87
60,8988.44
260,8987
442,8986.82
302,8986.21
944,8980.29
424,8978.54
133,8970.43
141,8954.32
116,8950.96
134,8950.04
58,8947.34
873,8925.27
294,8920.03
44,8915.85
770,8913.93
48,8913.24
310,8910.27
34,8905.02
14,8903.94
70,8901.18
47,8894.1
288,8891.51
42,8891.28
667,8888.55
25,8888.42
38,8885.64
236,8884.63
34,8882.37
1173,8881.32
208,8874.81
19,8871.65
797,8869.5
56,8865.97
23,8858.94
467,8857.52
10,8855.35
24,8849.2
455,8849.13
12,8842.49
122,8841.95
159,8836.34
146,8836.27
216,8831.43
690,8829.81
464,8827.48
43,8825.77
1453,8822.27
179,8820.63
42,8818.13
45,8812.49
163,8805.64
2,8800
6,8798.66
358,8797.52
1933,8795.1
100,8794.64
251,8790
72,8788.89
639,8785.59
142,8784.89
664,8777.15
22,8775.04
6,8770.71
305,8769.38
853,8763.45
211,8760.08
72,8755.68
28,8750
25,8747.86
10,8747.35
4888,8744.18
58,8740.76
163,8735.47
454,8733.86
58,8728.35
66,8724.95
60888,8720.68
336,8717.07
2351,8715.76
18,8712.48
85,8710.04
5,8703.46
174,8689.46
328,8687.9
253,8686.25
574,8665.09
184,8664.86
3,8662.5
4,8651.8
50,8644.46
39,8638.27
128,8631.38
21672,8627.56
42,8620.56
47,8619.17
339,8618.54
110,8613.62
229,8613.19
149,8611.65
47,8610.78
70,8607.57
170,8607.08
379,8606.95
1140,8602.12
67,8594.78
158,8588.57
4,8584.39
797,8584.36
454,8583.21
354,8579.94
428,8577.6
1379,8576.83
2,8571.42
2,8571.42
503,8566.1
277,8565.23
223,8561.4
4,8558.57
482,8556.44
439,8550.01
66,8547.7
58,8546.79
165,8546.44
430,8543.6
61,8531.27
2052,8527.24
89,8519.45
401,8504.77
48,8501.65
849,8494.23
5,8489.97
9,8487.95
33,8487.73
2,8482.14
241,8480.7
212,8478.58
60,8477.91
348,8469.67
186,8464.94
1813,8462.34
31,8460.98
101,8458.36
847,8450.47
111,8441.76
10,8441.53
324,8439.92
3248,8437.84
1207,8437.76
548,8432.75
7,8419.83
3,8415.19
429,8411.22
57,8407.31
170,8407.28
138,8404.41
38,8403.02
269,8381.27
126,8378.65
107,8370.45
4650,8354.88
111,8352.79
56,8348.51
4,8346.66
242,8328.75
1044,8327.86
134,8327.4
136,8325.62
191,8319.93
448,8314.4
289,8313
86,8311.44
33,8311.26
71,8311.19
54,8310.59
195,8309.8
649,8304.18
8,8303.57
712,8302.22
4015,8301.94
2000,8300
240,8292.27
159,8291.15
462,8282.32
591,8282.24
96,8270.51
153,8264.2
514,8259.83
342,8239.89
145,8239.75
299,8234.19
117,8232.84
1121,8229.6
182,8193.36
234,8185.05
1626,8175.06
187,8170.83
2753,8169.93
888,8169.2
119,8169.02
14,8168.52
298,8166.95
103,8165.89
29,8164.55
586,8164
621,8163.69
275,8163.33
65,8157.79
82,8157.38
267,8153.8
45,8153.12
54,8151.45
196,8151.31
99,8141.78
24,8136
190,8127.26
114,8122.95
36,8117.1
3,8112.5
6,8112.28
2628,8106.87
722,8101.32
73,8100.77
122,8092.64
176,8092.25
468,8079.75
8,8078.02
223,8076.59
129,8074.97
498,8055.67
78,8042.94
3,8035.71
267,8035.68
187,8033.95
427,8028.95
1616,8026.87
154,8023.62
1170,8020.73
2210,8015.75
13,8011.28
24,8006.73
791,8000.87
34,7995.98
81,7993.81
110,7993.25
548,7991.09
8,7990.09
560,7987.84
712,7985.71
344,7983.22
205,7980.47
469,7975.59
6,7964.9
315,7957.34
827,7956.76
199,7954.55
14,7934.98
188,7931.48
156,7921.89
300,7921.87
72,7921.06
19,7914.87
3,7914.29
21,7907.15
912,7905.02
363,7899.69
250,7899.28
202,7898.5
25,7896.92
874,7894.35
633,7890.6
23,7887.51
230,7880.64
2,7870.76
430,7867.84
164,7853.58
361,7852
558,7849.52
591,7846.92
86,7845.51
599,7844.69
144,7838.93
1317,7833.17
130,7832.26
41,7830.63
101,7820.7
37,7819.64
22,7818.72
102,7816.36
36,7814.04
10,7811.59
19,7803.02
215,7799.09
282,7794.12
328,7793.74
11,7791.92
57,7791.68
29,7791.29
728,7789.61
272,7781.22
291,7778.88
59,7778.64
74,7767.92
303,7767.44
128,7767.32
89,7760.71
309,7756.65
151,7755.06
3,7755
3,7747.99
58,7741.15
24,7735.71
1787,7735.22
126,7733.41
437,7730.22
4,7714.28
370,7709.46
28,7709.31
262,7706.05
232,7703.64
50,7700.24
66,7698.71
234,7687.87
441,7680.51
31,7679.42
48,7674.1
621,7671.68
27,7671.4
326,7667.19
231,7666.08
398,7663.47
33473,7662.11
47,7653.79
297,7653.62
247,7652.04
1360,7646.94
65,7643.57
94,7637.48
2,7633.93
4,7629
1285,7623.65
8,7617.65
88,7614.84
64,7613.83
722,7611.41
9,7610.48
16,7610.09
685,7605.97
26,7600.85
201,7600.28
215,7599.4
93,7596.62
381,7596.62
4,7591.77
11,7591.52
18,7589.51
48,7586.86
243,7582.56
1251,7581.79
53,7573.52
3159,7573.13
300,7561.35
260,7555.47
2462,7555.04
6,7554.37
25,7554.16
390,7554.01
1108,7552.36
351,7550.48
338,7547.99
887,7543.38
670,7542.67
236,7537.45
110,7536.16
4,7531.51
101,7529.72
365,7524.5
336,7523.91
10,7520.11
240,7516.21
62,7511.01
267,7509.45
114,7504.97
3837,7501.82
3,7500.02
215,7498.17
31,7495.35
207,7492.03
176,7487.89
15,7483.99
107,7477.61
6,7477.37
335,7475.81
7,7473.66
144,7473.21
74,7472.49
93,7471.62
3,7468.39
36,7453.18
24,7448.96
59,7446.42
5,7443.85
1476,7439.82
14,7434.86
1450,7432.92
13403,7432.3
82,7430.56
983,7426.72
331,7425.51
397,7417.76
2854,7416.26
177,7414.85
1,7412.94
16,7411.29
31,7407.59
726,7404.29
187,7403.11
4635,7402.33
2149,7400.91
15,7399.55
995,7399.46
221,7394.17
324,7391.76
668,7386.13
70,7384.71
21821,7384.67
449,7383.93
1847,7377.76
23,7376.76
323,7374.7
49659,7374.33
240,7371.78
2418,7370.03
26,7367.85
392,7360.54
139,7359.2
39,7357.43
9,7356.7
41,7353.56
102,7353.55
55,7351.58
59,7345.99
3,7333.08
93,7329.94
13,7327.92
24,7327.08
126,7326.92
168,7322.45
186,7312.25
3053,7309.2
24,7306.31
47,7300.78
9,7300.02
74,7298.36
3991,7292.2
40,7287.48
114,7286.78
908,7282.98
544,7262.17
710,7262.1
20,7255.82
77,7252.3
184,7250.24
53,7245.35
213,7243.03
22,7242.69
596,7237.98
181,7237.9
238,7234.91
39,7233.36
139,7231.66
40,7228.54
489,7226.79
79,7225.89
60,7218.09
2,7214.28
2,7212.5
9,7211.05
41,7210.8
307,7210.73
60,7209.08
600,7197.38
6478,7181.17
70,7180.76
122,7171.87
746,7170.12
68,7164.48
95,7163.82
2,7160.77
104,7158.92
2729,7153.61
1038,7151.11
6748,7147.15
311,7146.14
413,7139.62
140,7136.55
231,7136.18
685,7136.13
210,7125.96
1133,7122.11
236,7119.6
58,7110.74
369,7107.62
13,7107.27
26,7106.25
114,7100.74
43,7083.51
53,7081.7
697,7079.25
1,7075.89
100,7075.84
4489,7071.18
204,7070.34
279,7068.05
976,7067.83
109,7064.71
16,7053.51
251,7052.86
360,7049.22
1700,7042.98
94,7041.37
531,7038.73
18,7036.92
83,7036.6
33,7033.18
131,7030.44
1891,7019.05
69,7015.54
294,7010.45
18,7009.15
316,7007.01
966,7004.23
135,6999.39
357,6995.46
275,6991.05
1,6984.64
1856,6983.01
168,6982.23
100,6978.05
48,6970.56
632,6969.7
1204,6969.44
1,6964.28
1,6963.84
60,6960.97
43715,6959.35
640,6957.03
184,6955.68
3,6951.78
39,6948.32
515,6943.62
846,6943.32
7,6932.81
60,6931.49
33,6919.92
18,6918.12
89,6911.67
103,6910.56
202,6910.37
4,6909.51
12,6907.81
247,6906.43
10,6899.19
637,6898.86
286,6896.83
104,6892.81
180,6892.64
209,6891.73
90,6891.35
1519,6889.51
22,6887.01
639,6886.88
152,6886.34
8,6885.7
41,6884.85
