Cantidad,Importe
69,51223.77
1787,51130.55
2110,51114.83
1199,51094.33
4079,50926.85
401,50885.92
2955,50869.73
541,50798.51
1506,50748.15
877,50725.59
282,50702.08
961,50693.91
10477,50674.87
320,50637.81
7768,50633.97
242,50627.94
214,50588.62
12,50542.43
1021,50539.08
26,50478.58
190,50410.57
27,50395.41
1537,50392.15
579,50387.37
15629,50331.16
592,50320.85
313,50293.64
677,50279.46
2088,50161.56
428,50136.04
217,50101.13
1095,50079.86
188,50039.83
2627,50037.42
589,50017.22
313,50006.06
1172,49972.57
2694,49933.19
236,49888
557,49788.02
786,49705.3
7454,49686.95
527,49677.57
86,49655.76
4893,49610.12
1894,49590.03
2427,49556.04
85,49547.11
41,49515.48
347,49513.69
111,49475.4
363,49445.11
1683,49436.72
129344,49434.82
315,49425.28
1439,49369.88
5370,49255.67
2599,49228.92
6043,49188.75
577,49175.88
18475,49167.34
137,49150.96
17,49137.51
1139,49110.66
1981,49107.26
313,49102.06
2723,49074.68
493,49069.31
649,49032.34
8872,49023.52
164,49006.96
1360,49004.98
632,48956.49
47,48954.47
1431,48924.52
316,48890.09
10199,48878.59
22490,48876.07
1742,48863.65
2252,48843.98
1245,48808.14
4022,48778.91
303,48737.94
14486,48723.1
206,48630.52
340,48535.33
6174,48534.83
1394,48496.68
2386,48496.67
137,48489.14
8648,48447.78
1308,48429.03
1067,48390.18
16,48305.32
2449,48304.74
553,48280.19
7038,48269.66
2208,48269.42
159,48255.42
565,48208.47
693,48125.91
63,48120.18
26,48025.26
1506,47972.8
66,47911.69
3536,47907.49
296,47867.14
240,47855.84
882,47807.56
4817,47785.11
111,47714.23
566,47698.95
33,47673.77
2164,47664.58
59,47646.8
43,47360.24
76,47297.69
286,47269.87
202,47237.87
2445,47183.18
1196,47153.94
10489,47124.83
2317,47113.56
15,47103.12
253,47101.82
1221,47039.56
859,47032.66
4808,46952.84
292,46946.74
338815,46928.31
278,46880.61
169,46866.6
913,46858.82
186,46856.43
33,46796.88
66,46780.46
103,46771.94
1800,46771.03
61,46669.55
31,46576.06
56,46566.74
219,46545.45
474,46374.04
1175,46308.32
105,46301.9
1080,46257.53
96,46226.16
52,46214.51
5505,46140.03
1646,46126.2
922,46117.08
1202,46062.59
700,46042.77
519,46042.61
9455,46042.27
4151,45993.87
49,45938.03
931,45926.7
1124,45907.77
518,45891.78
310,45884.92
314,45839.83
969,45795.89
1370,45740.23
16,45725.71
15856,45700.24
321,45653.83
282838,45653.82
50,45606.1
549,45596.14
1364,45582.66
13182,45573.54
1712,45483.18
720,45441.92
538,45433.73
2851,45402.66
493,45386.16
2077,45336.23
228,45217.53
38,45199.12
687,45197.97
709,45188.2
13068,45185.44
607,45147.28
16,45120.43
1103,45119.55
935,45099.49
3495,45088.3
225,45072.91
4256,45063.92
236,44948.34
1430,44912.85
1178,44888.1
1415,44880.68
1439,44776.49
61705,44757.19
2024,44715.22
1487,44687.3
1691,44660.27
94,44625.43
1401,44610.51
28,44604.6
2006,44558.88
381,44555.88
127,44523.97
687,44506.83
220,44491.82
332864,44488.06
261,44440.61
539,44418.88
127,44393.45
1719,44364.92
605,44344.65
100,44324.24
178,44322.96
806,44300.04
115,44299.63
174,44260.58
100,44212.01
1025,44170.97
5109,44149.91
143,44132.72
49,44106.98
20,44091.09
296,44080.73
4833,44045.97
94,43983.09
2042,43967.03
336,43962.9
266,43939.01
463,43906.66
428,43889.91
3941,43829.38
204,43802.81
1363,43794.39
98,43773.03
155,43739.44
13,43724.57
178,43693.04
630,43690.17
646,43595.99
38,43591.64
565,43499.43
5673,43496.95
2671,43484.31
128,43481.45
1029,43468.39
25,43420.08
531,43409.89
50,43395.65
28,43360.74
13834,43360.6
138,43331.31
8890,43317.1
85,43277.45
1136,43265.05
271,43227.39
525,43190.93
814,43155.32
7091,43154.77
101,43109.34
6157,43095.34
724,43088.64
2632,42992.5
895,42959.18
546,42920.68
1509,42854.15
12,42834.81
198,42765.73
8696,42765.26
283,42641.87
2060,42621.88
335,42596.04
200268,42590.77
938,42588.89
376,42503.89
34,42481.47
59,42476.5
27,42466.35
780,42456.94
650,42452.79
12512,42412.23
21760,42374.69
4042,42352.41
2467,42291.59
860,42280.94
226,42254.26
102,42245
399,42244.86
140,42241.01
1054,42159.46
2537,42101.43
494,42099.19
593,42088.52
277,42075.07
109,42026.93
194,42021.8
196,41989.21
156,41979.79
1164,41964.67
794,41952.53
1104,41948.04
35,41911.93
603,41877.73
40,41856.37
901,41850.99
8847,41845.16
1595,41813.37
39,41764.98
13109,41753.84
589,41736.87
631,41721.66
29,41698.49
6607,41675.25
86,41478
127,41473.89
579,41468.81
63,41390.38
57,41373.61
594,41336.67
103,41308.42
1441,41274.56
7786,41268.31
1968,41264.75
2189,41246.39
448,41218.19
31986,41217.63
302,41170.98
411,41154.66
120,41143.23
1062,41106.94
24,41103.62
38,41012.5
6050,40999.28
479,40951.65
2979,40855.95
344,40806.02
106,40784.15
731,40740.47
48,40731.12
1278,40686.47
3581,40665.19
599,40507.99
435,40503
1027,40496.68
27,40492.05
22,40476.99
74,40460.71
118,40443.68
113,40436.61
234,40436.3
2660,40410.93
1705,40397.57
7105,40396.49
687,40331.61
2731,40326.72
6,40305.81
440,40290.77
1647,40285.95
1888,40242.03
1651,40239.01
2059,40126.28
1016,40072.18
32388,40038.06
30,40030.94
716,39999.97
30,39998.88
2701,39971.49
845,39952.28
1990,39924.58
962,39922.97
832,39883.91
244,39883.75
2995,39849.37
925,39833.13
543,39783.91
2755,39777.34
287,39747.9
273,39713.96
2554,39675.66
4416,39638.22
245,39621.63
48,39589.29
75,39569.28
669,39475.99
33,39449.36
32,39410.74
174,39377.06
280,39366.3
1908,39361.06
51,39327.08
433,39228.8
10,39221.27
627,39199.53
1876,39138.08
163,39136.42
8731,39135.18
219,39132.35
6595,39106.37
26,39069.61
280,39061.29
492,39010.94
719,39009.75
23,38983.94
113,38950.32
4,38928.58
938,38917.54
90,38871.77
10155,38810.05
6199,38803.91
155,38755.1
407,38704.44
799,38699.7
420,38672.33
2932,38616.88
21,38613.2
9437,38584.01
9769,38582.92
1332,38570.81
21,38556.88
308,38534.28
234,38519.82
21652,38489.49
2356,38449.01
47,38401.74
437,38391.6
1277,38373.42
750,38368.7
243,38337.9
11,38308.19
1133,38305.31
1875,38227.57
1347,38216.19
781,38206.94
817,38190.56
3446,38139.63
352,38137.52
107,38068.4
145,38063.6
108,38000.95
741,38000.94
1888,37967
1433,37915.09
186,37891.54
33,37848.01
1156,37803.38
34,37742.42
3062,37741.43
3377,37725.47
967,37721.52
330,37718.28
17,37684.14
254,37654.31
38,37650.47
2124,37642.47
152,37637.9
55,37605.16
109,37591.18
210,37565.16
4151,37517.7
1850,37512.11
27,37470.26
945,37431.47
74,37333.8
1859,37304.72
1397,37278.78
47,37261.92
5313,37199.58
4972,37182.11
3989,37178.44
6315,37152.95
1989,37127.79
184,37110.82
82,37104.51
2701,37100.11
14,37089.28
20,37073.17
1390,37023.63
266,37020.19
24,37002.66
715,36994.48
145,36984.74
5639,36980.76
6000,36970.6
849,36919.21
1772,36824.02
135,36814.12
21280,36765.88
1235,36758.59
7095,36749.67
1341,36740.84
7079,36718.29
297,36707.99
4313,36688.77
941,36680.37
84,36679.98
1128,36670.2
104,36619.83
1129,36565.99
437,36520.42
778,36508.19
1008,36495.04
116,36489.92
904,36467.56
848,36445.61
491,36434.9
2138,36432.3
39,36428.61
882,36401.06
618,36266.57
429,36262.22
34,36238.5
166,36181.1
302,36145.71
17,36126.25
5407,36122.82
813,36097.18
88,36059.19
274,36054.53
78,36043.22
669,35990.24
580,35970.93
426,35959.22
936,35932.78
186,35920.82
5933,35901.77
201,35879.53
23292,35863.37
721,35844.51
10816,35825.63
12106,35809.49
341,35796.57
75,35787.29
6637,35768.99
103,35753.29
5653,35700.17
161,35676.72
14,35612.63
435,35582.61
310,35577.28
567,35574.58
784,35560.39
112,35556.04
290,35553.13
1324,35483.55
964,35474.07
240,35467.43
62,35462.76
4565,35449.6
19,35409.24
15,35389.91
828,35366.7
7969,35362.91
30,35356.29
127,35355.92
6148,35348.81
4894,35342.99
112,35330.78
18,35295.2
6,35262.5
1104,35261.62
387,35215.88
12056,35204.35
699,35197.84
1,35178.57
8022,35167.04
163,35131.65
3583,35047.8
6,35028.14
632,35024.11
85,35005
1492,34952.01
732,34948.53
463,34941.74
812,34939.22
16,34917.98
605,34915.07
100,34901.97
645,34887.15
544,34874.6
528,34862.51
83,34840.45
77,34819.82
1817,34804.65
190,34803.81
2141,34796.06
380,34786.99
1086,34782.24
1687,34766.03
382,34760.15
1602,34751.15
1806,34703.46
866,34694.15
83,34690.82
2527,34666.08
684,34624.3
143,34612.6
15858,34604.75
160,34599.03
359,34584.55
70,34475.09
1655,34443.58
802,34404.71
56947,34368.55
242,34333.63
642,34312.65
679,34296.61
774,34292.59
459,34247.83
13708,34228.55
116,34221.26
1139,34220.12
3306,34211.03
18,34172.08
51,34164.51
286,34143.91
162,34069.92
403,34043.73
284,34009.18
13854,33962.71
399,33941.19
2672,33924.25
1017,33908.66
44,33888.56
88,33830.79
48,33830.77
307,33799.65
2938,33787.64
83,33782.82
16363,33781.55
4941,33763.52
6,33736.61
6,33734.61
448,33731.08
2281,33725.69
16,33705.78
45,33687.18
360,33681.97
2173,33673.58
99,33642.05
231,33639.64
686,33607.74
89,33599.62
2613,33594.29
153,33565.75
17,33535.71
664,33517.98
385,33487.28
357,33459.52
408,33380.55
325,33352.3
1367,33302.12
32,33300.56
33565,33254.68
24,33240.87
108,33222.24
937,33211.33
863,33191.59
33,33155.42
305,33155.12
17,33148.45
393,33059.64
1284,33032.71
3510,33013.72
2882,32966.86
596,32965.57
7,32962.5
63,32953.4
1577,32930.97
31,32929.46
2556,32906.7
14,32901.83
20885,32884.88
163,32878.96
6050,32875.86
509,32868.92
830,32865.31
2998,32819.97
848,32799.98
171,32795.77
226,32792.55
1767,32758.76
2184,32720.46
138928,32655.79
279,32645.37
366,32618.62
7,32608.05
151,32605.23
344,32544.62
617,32514.64
1048,32507.55
263,32501.64
321,32490.14
300,32474.81
620,32469.9
1896,32466.7
4610,32446.42
128,32369.62
30,32364.47
1040,32355.99
139,32347.95
95,32330.19
1079,32303.6
1156,32275.49
48,32268.67
35,32245.94
348,32220.33
3138,32180.58
1444,32173.3
450,32151.42
1385,32146.85
21127,32145.99
1481,32142.57
702,32113.85
9261,32103.52
127,32099.67
1551,32071.13
519,32015.97
328,32005.75
298,31999.11
679,31965.17
352,31964.04
480,31955.21
491,31941.57
20,31937.51
2860,31936.84
735,31909.29
1135,31892.12
17278,31853.35
169,31852.75
87,31837.8
61,31828.09
163,31794.42
1867,31769.42
1928,31748.06
1803,31735.33
118,31693.25
2736,31685.34
401,31671.88
10,31661.85
300,31648.42
23199,31637.81
106,31608.62
12802,31604.46
119,31604.2
110,31578.48
200,31569.49
3251,31561.43
8,31559.8
12,31553.57
433,31526.17
78,31496.55
1,31496.42
119,31479.82
4414,31425.97
667,31409.41
48,31374.48
88,31294.88
142,31292.98
799,31251.75
502,31242.12
15334,31241.88
23748,31226.17
6102,31199.56
370,31151.89
318,31128.26
530,31123.24
256,31019.1
5016,31019
75,30990.86
8,30980.35
233,30947.15
11,30926.8
18261,30924.45
1357,30907.24
372,30882.9
2097,30878.62
1805,30866.12
699,30847.22
2492,30842.52
182574,30811.16
1559,30811.01
434,30803.97
7810,30795.46
113,30789
671,30773.37
604,30724.56
12,30720.1
816,30715.41
7,30696.44
34,30663.77
6238,30655.31
222,30602.29
2826,30600.29
440,30580.6
486,30573.15
756,30571.34
82,30531.79
2043,30529.63
65309,30490.09
1300,30489.3
4706,30467.07
237,30411.42
523,30407.63
624,30390.68
316,30389.48
45,30383.27
307,30370.75
4,30312.51
1086,30304.37
15604,30286.64
4971,30282.93
154,30278.99
85,30276.87
2016,30269.66
304,30267.47
1024,30264.27
7998,30234.93
82,30229.78
8828,30184.6
753,30158.6
385,30149.59
8431,30127.05
8144,30120
1027,30119.18
292,30084.73
6,30078.17
4497,30067.47
1581,30049.41
1520,29996.26
2675,29995.5
840,29974.87
2024,29949.03
1586,29929.01
2144,29905.11
1393,29887.55
318,29885.66
411,29876.85
250,29855.66
380,29847.99
166,29818.91
472,29816.38
4042,29699.77
196,29685.53
195756,29649.09
452,29641.53
342,29639.85
284,29630.82
351,29628.9
8000,29627.2
498,29624.7
28,29569.34
1196,29544.63
583,29544.03
8047,29532.09
117,29525.9
7363,29473.43
7,29473.2
12231,29471.6
113,29468.79
10,29467.56
193,29461.46
21,29429.91
14,29428.54
128,29418.29
95,29403.77
2559,29387.86
29,29365.01
137,29320.56
543,29311.85
228,29297.75
2673,29255.26
81,29247.1
179,29223.8
301,29204.54
210,29183.72
1149,29179.1
1169,29111.82
13,29109.13
750,29089.95
37,29083.4
1600,29057.14
8026,29052.01
816,29039.34
245,29036.45
1127,29023.93
27,29014.46
5,28966.97
321,28965.73
3369,28953.06
298,28947.5
1719,28931.27
226,28928.13
120,28921.87
35,28902.1
5,28898.03
18,28891.92
117,28873.95
482,28868.89
1695,28831.66
1929,28828.81
609,28826.34
536,28795.87
188,28784.38
726,28782.51
912,28770.21
1645,28758.55
75,28756.64
117,28723.14
134,28712.9
175,28709.61
1917,28704.28
1261,28683.9
545,28669.48
78,28652.06
13088,28624.71
185,28610.76
1159,28610.75
486,28610.25
1962,28602.35
1030,28567.68
872,28562.93
34,28549
2998,28547.09
79,28530.12
399,28497.97
197,28483.86
494,28479.31
80,28434.19
842,28410.05
152,28387.44
948,28387.43
3491,28385.34
1546,28378.65
32,28358.9
426,28340.7
36132,28319.36
1735,28303.68
238,28295.41
225,28292.58
2766,28266.71
133,28265.57
1032,28260.81
541,28254.06
313,28231.48
2080,28217.53
306,28214.12
4777,28190.83
902,28169.43
446,28135.94
6,28125.01
90,28110.71
1042,28101.26
134,28097.86
12,28092.68
21,28063.95
573,28046.46
48,28042.09
66,28039.83
475,28038.13
421,28019.62
11575,28013.36
57,28006.42
16,27994.71
12,27983.46
889,27982.37
25,27944.97
7,27926.32
11298,27926.11
730,27925.91
823,27905.49
514,27899.8
29,27878.54
4188,27872.73
108,27859.96
99,27845.48
1707,27818.54
519,27800.64
587,27668.48
47,27660.9
4696,27654.61
5,27638.39
40,27635.74
181,27632.41
21,27618.34
186,27578.94
55,27578.59
14086,27573.42
1071,27542.88
353,27517.7
647,27503.68
69,27500.06
94,27484.59
24,27482.14
2978,27481.22
555,27454.13
350,27453.72
24,27447.56
77,27439.25
1065,27419.49
5354,27415.52
1533,27407.16
1128,27388.75
246,27373.47
4065,27355.56
552,27342.63
46,27331.84
683,27297.62
4253,27290.27
289,27286.18
6,27282.53
2646,27279.15
2274,27272.81
39,27261.47
16897,27240.25
8888,27234.25
203,27214.7
576,27179.5
258,27138.59
2356,27072.95
257,27068.2
366,27034.61
357,27021.43
7579,26992.62
317,26986.08
162,26964.54
10437,26957.84
6285,26945.85
821,26934.6
2342,26929.54
100,26883.47
241,26873.49
149,26865.7
264,26864.66
209,26827.94
450,26810.01
334,26801.78
70,26795.86
218,26792.01
34,26777.05
116,26762.56
545,26755.41
456,26743.85
978,26733.09
79,26731
558,26725.77
2364,26721.49
999,26719.13
2025,26703.97
32,26703.07
281,26701.01
200,26700.87
367,26666.55
600,26660.86
139,26660.21
12694,26652.28
150,26650.17
1175,26644.62
499,26592.39
7,26580.79
1836,26572.09
489,26565.65
214,26563.46
1078,26542.77
718,26533.76
3218,26533.58
822,26532.88
134,26507.99
2664,26507.26
995,26489.41
52,26475.22
261,26441.52
41,26436.21
91,26422.73
54,26386.62
9333,26365.09
52,26344.31
312,26329.16
5,26319.19
96,26307.39
233,26288.46
103,26288.45
49,26288.2
56,26261.63
507,26258.07
303,26224.04
55,26219.13
715,26208.09
556,26207.67
250,26196.62
332,26158.77
285,26145.91
219,26139.84
4324,26138.82
1231,26131.77
31,26113.8
422,26111.62
27,26108.06
4624,26102.84
879,26101.47
504,26074.82
2035,26070.52
84,26044.2
1157,26024.57
416,26022.81
15,26016.6
564,26007.92
1966,26005.22
922,25980.08
20,25951.24
4329,25946.52
1257,25940.86
35,25940.33
373,25906.64
1735,25877.72
856,25872.05
380,25869.53
599,25865.47
96,25845.54
509,25833.81
437,25777.07
133,25776.9
35,25732.06
259,25729.52
335,25711.4
396,25707.9
89,25695.63
974,25686.79
192,25673.2
49,25671.34
1493,25646.73
873,25645.72
2015,25644.51
131,25640.07
308,25606.51
2259,25604.66
944,25602.35
23,25597.23
807,25575.86
499,25546.05
48,25513.03
332,25509.33
588,25505.47
1549,25450.9
10250,25438.53
11,25423.13
1631,25374.2
147,25349.88
319,25335.08
322,25330.88
4558,25320.85
138,25313.71
3358,25308.32
141,25301.28
97,25287.49
9,25287.09
229,25286.75
327,25284.37
270,25280.74
65,25274.23
164,25258.5
262,25253.63
182,25248.97
586,25248.55
739,25217.19
117,25206.37
531,25177.86
402,25152.37
486,25150.01
158,25147.1
854,25113.45
189,25095.71
239,25093.55
1622,25074.14
47,25073.27
97,25058.91
2326,25057.13
34,25041.3
415,25041.21
2324,25040.16
149,25040.09
266,25039.16
1473,25038.97
323,25028.21
1527,25016.43
33,25001.13
7007,24989.53
1915,24969.45
37,24969.43
324,24958.95
105,24951.18
485,24926.3
377,24898.51
353,24884.96
705,24882.15
382,24876.69
1050,24866.74
52,24843.51
457,24837.04
971,24829.63
777,24803.83
3559,24781.25
1130,24763.01
48,24748.84
49,24748.36
936,24747.56
187,24739.56
3220,24739
19,24734.39
7,24725.27
430,24723.48
6566,24706.84
423,24692.83
3794,24691.84
1135,24690.78
3144,24689.85
338,24674.56
24,24629.61
2751,24624.99
347,24623.39
587,24616.28
15,24609.01
36,24591.01
161,24570.98
489,24567.22
198126,24565.51
284,24551.66
6609,24549.93
28,24549.15
116,24528.86
233,24500.18
3170,24496.62
6110,24484.13
364,24477.54
115,24472.65
2392,24470.59
347,24467.77
21,24444.86
1145,24441.96
1111,24441.28
232,24391.69
817,24371.13
77,24360.48
193352,24353.66
36,24352.36
9382,24327.54
1459,24285.44
227,24270.73
16,24256.64
7704,24255.94
6913,24245.8
326,24235.08
570,24221.72
107,24216.52
319,24212.19
510,24191.14
117,24190.33
349,24151.39
12,24147.32
67,24082.31
308,24058.81
75,24051.47
4578,24011.73
963,24008.46
941,23958.53
244,23953.83
90,23947.89
69,23945.53
795,23919.63
271,23898.04
14,23890.77
3,23882.13
20,23878.1
31,23876.57
1274,23874.51
5114,23850.55
682,23835.87
53,23835.18
179,23833
672,23820.02
76,23815.15
51,23809.03
15,23806.21
674,23803.7
82241,23803.07
45,23777.34
689,23775.29
127,23763.89
151,23762.43
7,23756.05
217,23728.95
266,23714.33
417,23695.35
139,23692.71
58,23669.36
1388,23664.83
336,23658.09
279,23654.99
228,23647.06
12263,23647.06
10245,23634.56
2152,23631.8
1839,23631.02
149,23608.08
73,23584.83
465,23570.97
101371,23569.5
2037,23561.14
597,23560.25
523,23549.96
5706,23549.94
33,23535.19
3662,23502.7
3730,23500.12
558,23492.92
2704,23477.73
283,23462.91
299,23457.97
584,23397.03
117,23387.5
52,23385.23
115,23385.21
411,23379.53
4,23376.8
430,23372.19
464,23368.72
3464,23348.93
575,23340.18
15,23331.55
4,23320.53
2275,23295.17
3667,23286.04
1375,23276.03
8,23268.31
258,23266.68
408,23250.81
1219,23233.08
3475,23227.06
131778,23203.33
687,23188.76
7,23178.81
367,23175.72
1004,23161.02
832,23155.52
123,23152.75
188,23122.53
167,23120.06
672,23115.65
1400,23110.77
1401,23095.4
687,23094.92
2253,23086.08
87,23077.83
1296,23075.17
22,23072.91
123,23071.72
5455,23025.21
450,23005.17
144,22993.88
3498,22981.09
56,22977.49
146,22965.48
16,22958.11
1117,22941.02
2267,22925.37
136,22921.5
113,22886.88
174,22883.57
14,22883.17
42,22876.82
565,22875.3
151819,22860.06
425,22852.73
570,22851
444,22848.47
3689,22814.54
3669,22808.11
46,22799.01
99,22775.51
599,22775.09
241,22770.88
194,22765.1
2478,22757.11
620,22745.29
434,22709.69
311,22695.79
387,22678.58
7546,22675.99
44,22671.14
1309,22664.81
18,22664.31
1206,22657.06
559,22656.23
372,22652.76
5999,22650.57
6589,22621.92
3420,22604.68
7376,22585.88
1828,22572.53
27,22567.19
412,22558.46
148,22553.19
17,22538.39
689,22527.5
3551,22495.2
278,22493.4
1340,22480.73
10,22456.49
11,22448.85
1849,22447.03
1706,22434.31
422,22403.56
703,22396.97
8402,22394.82
22,22352.21
366,22337.46
5051,22309.66
269,22306.43
339,22294.62
86,22287.19
3457,22285.3
321,22280.67
45,22280.39
271,22279.98
863,22265.71
322,22247.86
173,22235.15
351,22218.3
28,22204.28
15,22191.42
472,22185.21
100,22167.68
50,22167.12
1958,22158.58
314,22149.01
299,22106.21
394,22100.19
845,22098.09
139,22091.89
109,22088.48
100,22068.35
7639,22053.4
901,22042.28
29,22023.2
95,21989.64
485,21939.49
477,21937.95
1342,21933.28
10598,21915.1
388,21911.15
8031,21900.45
293,21895.59
379,21885.23
646,21882.57
2827,21880.72
527,21871.49
5,21845.98
74,21844.68
2433,21842.71
3,21840.95
400,21837.74
106,21829.05
58,21815.08
663,21810.01
21,21805.39
52,21798.58
234,21793.64
308,21777.04
634,21773.39
4,21753.78
104,21751.09
480,21731.96
21,21725.68
708,21718.88
971,21716.19
10,21698.23
2104,21693.55
18,21670.1
822,21667.38
819,21660.63
3994,21653.85
43,21652.53
80,21606.04
88,21584.01
4882,21563.56
50,21535.9
117,21526.04
328,21517.6
203,21516.97
1968,21516.35
1114,21489.6
202,21486.23
12,21477.78
172,21460.49
140367,21440.89
2987,21437.56
1546,21388.94
4143,21376.97
501,21357.99
603,21354.55
977,21320.21
450,21271.32
783,21262.68
2093,21224.23
235,21221.85
72,21221.41
1957,21192.19
77,21191.54
1538,21167.32
169,21150.68
1472,21150.03
79,21140.33
395,21138.36
179,21115.26
201,21105.57
277,21100.05
209,21099.61
110,21099.53
1378,21098.27
344,21097.05
1077,21094.25
6293,21090.91
338,21087.82
167,21085.49
6715,21082.56
296,21080.59
62777,21074
463,21061.87
90,21055.9
4,21035.81
62,21032.2
1822,21016.95
701,21005.29
140,20999.99
406,20995.75
1683,20986.65
193,20972.64
568,20959.11
1379,20937.62
165,20933.33
73,20931.12
107,20920.8
2630,20905.17
104,20904.74
305,20904.57
335,20901.28
783,20880.45
60,20875.28
3737,20827.23
397,20826.52
46,20806.27
115,20786.44
819,20780.68
2,20779.69
163,20777.33
754,20755.64
269,20754.83
220,20752.21
10,20735.45
629,20725.4
142,20721.48
194,20699.07
22,20692.24
36,20687.78
262,20670.98
29,20670.22
106,20643.72
278,20625.22
24,20617.63
486,20617.23
988,20603.45
4,20599.33
58,20598.82
5018,20596.89
42,20573.99
1726,20572.48
141,20562.26
1110,20521.19
6397,20516.14
195,20502.07
2052,20501.21
65,20496.28
29,20484.93
274,20463.94
1653,20463.6
472,20457.14
902,20441.13
105,20439.54
26,20425.72
263,20416.48
1013,20415.69
8016,20407.04
1178,20402.52
908,20388.72
230,20388.53
751,20386.9
412,20377.01
170,20364.56
141,20354.09
999,20350.12
536,20347.78
140,20344.16
378,20313.88
42,20312.27
1465,20309.11
20,20296.44
253,20293.49
20389,20289.92
146,20257.2
175,20241.24
907,20240.74
386,20214.04
145,20194.49
1442,20193.84
89,20180.45
141,20164.93
710,20150.82
941,20150.63
1939,20150.53
1243,20145.65
659,20143.81
4106,20121.15
18,20105.35
1347,20090.19
411,20071.46
94,20053.56
723,20047.96
120,20041.13
1254,20035.72
641,20029.25
2514,20019.23
29,20004.03
125,20002.02
45,19998.71
616,19990.29
458,19981.25
404,19962.55
176,19935.98
20715,19897.02
426,19896.83
34,19860.91
2664,19844.95
9,19824.84
4635,19809.93
28,19806.68
2163,19803.85
7381,19803.27
261,19781.96
1671,19778.01
347,19768.57
59,19758.35
10,19729.81
172,19719.24
460,19704.92
113,19702.16
7869,19696.88
46,19691.25
259,19683.82
6,19682.73
6986,19670.97
150,19628.23
1453,19619.49
78,19615.12
828,19598.82
219,19597.75
833,19591.78
522,19588.41
2726,19584.76
2060,19583.22
13,19576.29
16,19553.56
910,19553.25
11817,19551.02
103,19527.83
159,19508.79
4,19507.41
323,19487.16
3934,19481.3
253,19480.21
29,19438.73
416,19429.61
491,19426.43
966,19424.28
1174,19404.5
6,19404.03
33,19402.38
307,19400.49
393,19390.03
29,19364.58
11,19363.69
174,19351.26
51,19343.36
113806,19330.27
384,19311.98
21,19311.49
58,19310.61
568,19309.79
283,19299.17
974,19256.34
303,19251.47
98,19234.84
1067,19227.22
202,19213.75
9,19207.36
290,19195.19
351,19174.48
324,19172.24
2686,19150.49
1124,19147.22
1898,19142.58
452,19136.18
3359,19118.59
7878,19105.65
121,19096.73
25,19093.76
41,19091.42
22,19083.33
27,19081.85
55,19070.05
130,19068.51
227,19065.64
11,19060.05
367,19053.08
1272,19043.48
2034,19020.18
1705,19019.49
620,19006.96
11,18992
521,18984.22
511,18983.71
547,18966.38
113,18965.4
2,18959.84
1091,18957.26
603,18955.32
93,18944.37
29,18941.28
41,18930.69
52,18923
677,18907.8
155,18892.5
7,18889.9
959,18869.31
3496,18862.27
43,18856.75
192,18841.91
3793,18817.04
77,18796.75
58,18795.11
118839,18794.59
552,18793.2
575,18775.64
20497,18770.19
327,18769.83
59,18755.54
37,18743.94
3601,18731.11
379,18714.84
184,18711.27
656,18710.29
623,18710.25
505,18705.92
18,18673.9
112,18671.43
273,18668.03
633,18633.1
163,18630.47
527,18625.11
216,18605.54
1601,18604.45
995,18582.7
245,18575.37
1062,18575.14
2265,18573.83
286,18562.5
131,18560.85
875,18551.14
40,18539.08
370,18536.84
384,18526.3
55,18512.95
77,18485.25
178,18478.34
1090,18473.93
499,18462.38
3,18455.58
2742,18455.2
67,18438.44
1315,18430.88
4,18391.97
104,18387.81
6,18385.73
116,18377.54
204,18359.75
66,18343.9
3227,18342.05
502,18337.84
4395,18290.1
1389,18288.71
431,18284.32
357,18275.36
1396,18273.46
17,18261.25
11,18258.93
3551,18244.56
7111,18224.43
529,18223.07
145,18208.35
841,18191.84
868,18117.67
1196,18115.68
2267,18099.48
52,18065.56
13,18062.49
117,18062.4
5,18054.69
3,18035.72
414,18034.26
897,18017.88
8,18016.74
104,18014.24
923,18005.72
1747,18002.32
178,18000.11
73,17999.27
273,17994.3
1939,17990.51
27,17989.28
1,17969.87
279,17968.77
212,17965.33
1824,17963.06
83,17962.01
253,17948.73
909,17930.79
682,17929.4
20,17928.58
757,17904.86
8,17904.36
699,17902.86
484,17883.63
199,17875.76
463,17872.37
4,17856.7
1198,17850.58
1819,17844.94
487,17843.87
113,17838.79
291,17831.77
146,17823.82
2320,17817.6
157,17817.39
708,17808.53
117,17799.34
486,17797.32
170,17795.32
2260,17776.95
50,17770.44
6991,17755.24
388,17748.21
77,17747.18
175,17745.06
3,17744.63
18,17743.97
425,17743.2
51,17739.12
37,17738.74
296,17718.06
1227,17710.35
364,17699.32
126,17693.41
26,17684.23
231,17679.7
424,17676.86
105,17672.6
774,17672.3
916,17669.1
637,17667.92
69,17665
58,17651.5
310,17649.79
173,17647.68
132,17592.99
57,17582.18
103,17579.3
294,17578.06
632,17576.57
48,17559.34
2099,17557.89
201,17552.09
458,17535.89
1282,17531.65
921,17530.77
982,17521.77
269,17520.06
283,17517.53
1661,17505.58
9,17505.37
8,17501.78
256,17483.87
8,17474.98
282,17459.37
154,17442.92
7,17427.32
147,17420.86
283,17416.38
15,17411.54
311,17409.83
7322,17396.14
7,17374.99
326,17370.42
1430,17370.18
265,17367.66
35,17365.27
855,17356.16
20,17348.92
241,17346.5
49,17339.34
5,17339.29
6213,17337.53
130,17299.78
