SKU,Compras,Ventas
1755629,4,2
1755630,12,7
1755631,5,3
1755632,4,2
1755633,17,5
1755634,5,1
1755636,8,3
1755638,3,1
1755640,25,23
1755642,8,6
1755643,5,3
1755644,5,2
1755645,2,1
1755646,7,4
1755647,3,1
1755648,9,5
1755649,10,5
1755650,3,2
1755651,8,3
1755652,7,3
1755653,6,3
1755654,7,3
1755655,7,4
1755656,10,7
1755657,16,16
1755658,59,48
1755659,6,3
1755660,2,1
1755661,5,2
1755662,7,4
1755663,4,2
1755664,4,2
1755665,4,2
1755668,3,1
1755669,4,2
1755670,3,3
1755671,3,2
1755672,3,2
1755673,4,4
1755674,6,5
1755675,89,61
1755676,17,13
1755677,10,8
1755678,4,3
1755679,8,6
1755680,2,1
1755681,15,6
1755682,5,2
1755683,2,2
1755684,5,3
1755685,19,16
1755686,4,3
1755687,3,1
1755689,3,2
1755690,5,1
1755691,10,7
1755692,4,2
1755693,9,4
1755694,3,2
1755695,34,29
1755696,2,1
1755697,16,14
1755698,189,169
1755699,91,91
1755700,22,16
1755704,6,3
1755706,6,3
1755708,7,2
1755710,28,22
1755712,4,1
1755714,8,6
1755720,8,6
1755722,4,1
1755724,8,7
1755726,11,6
1755728,18,13
1755730,5,2
1755732,14,10
1755734,3,1
1755736,3,1
1755737,4,1
1755738,8,4
1755739,3,2
1755740,4,2
1755741,2,2
1755744,2,1
1755747,3,1
1755749,35,28
1755750,18,14
1755751,5,3
1755752,8,5
1755754,80,80
1755757,13,8
1755758,3,2
1755759,3,1
1755760,5,1
1755761,14,6
1755762,7,3
1755763,4,2
1755764,1,1
1755765,2,2
1755766,4,2
1755767,11,6
1755768,4,2
1755769,6,3
1755770,8,3
1755771,3,1
1755772,3,1
1755773,3,1
1755774,3,1
1755775,8,4
1755776,22,17
1755777,55,31
1755778,16,12
1755779,2,1
1755780,7,6
1755781,2,1
1755782,30,26
1755783,4,2
1755784,4,2
1755790,21,1
1755792,9,1
1755793,35,25
1755794,77,66
1755795,3,2
1755796,3,2
1755797,3,1
1755798,7,6
1755799,9,8
1755800,27,17
1755801,12,7
1755802,14,7
1755805,3,1
1755807,4,2
1755808,2,1
1755809,3,1
1755810,3,1
1755811,3,1
1755812,4,1
1755813,4,1
1755814,3,1
1755815,3,1
1755816,6,4
1755817,3,1
1755818,3,2
1755819,4,2
1755820,3,2
1755821,3,1
1755824,3,2
1755825,10,8
1755826,4,2
1755828,5,1
1755829,5,1
1755830,7,4
1755831,3,1
1755832,2,0
1755833,12,9
1755834,4,1
1755835,4,2
1755836,3,1
1755837,6,4
1755838,2,1
1755839,28,20
1755840,2,1
1755841,2,1
1755842,4,3
1755843,8,4
1755844,8,6
1755845,5,2
1755846,9,7
1755847,7,5
1755848,3,2
1755849,5,3
1755850,3,1
1755851,3,2
1755852,8,5
1755853,5,2
1755854,3,2
1755855,3,2
1755856,5,3
1755857,2,1
1755858,3,2
1755859,5,3
1755860,5,3
1755861,5,4
1755862,108,68
1755863,31,17
1755864,15,7
1755865,6,2
1755866,10,4
1755867,4,2
1755868,5,1
1755869,3,1
1755870,2,1
1755871,4,2
1755872,4,2
1755873,1,1
1755875,3,3
1755876,15,9
1755877,3,1
1755878,3,3
1755879,10,1
1755881,3,1
1755882,45,25
1755883,4,1
1755884,3,2
1755885,4,1
1755886,3,2
1755887,2,1
1755889,16,15
1755890,2,1
1755891,5,4
1755892,31,31
1755893,2,1
1755894,2,1
1755895,6,3
1755896,5,2
1755899,110,70
1755900,5,1
1755901,5,5
1755902,4,2
1755903,5,3
1755904,23,18
1755905,27,8
1755906,8,5
1755907,15,11
1755908,16,16
1755909,4,1
1755910,7,3
1755911,13,3
1755912,2,1
1755929,2,1
1755930,2,1
1755933,5,4
1755936,5,2
1755939,7,4
1755942,3,1
1755950,17,21
1755955,16,18
1755960,18,17
1755965,6,9
1755967,4,3
1755970,4,2
1755971,5,2
1755975,701,647
1755976,7,4
1755977,8,7
1755979,22,20
1755981,15,12
1755983,9,7
1755985,10,7
1755990,1,3
1755992,226,176
1755994,177,146
1756000,759,703
1756020,1112,1092
1756021,64,48
1756022,111,106
1756023,58,51
1756024,39,32
1756025,7,6
1756028,14,10
1756029,25,24
1756030,27,27
1756031,96,96
1756032,2,4
1756033,394,393
1756034,7655,7287
1756035,3191,3121
1756036,810,810
1756037,1530,1391
1756038,977,938
1756040,946,967
1756045,638,613
1756050,299,298
1756052,32,45
1756055,12,11
1756058,4,4
1756059,2,1
1756060,2,2
1756062,6,4
1756080,11,9
1756390,4,4
1756391,3,3
1756392,7,7
1756393,1,1
1756395,8,8
1756396,1,1
1756397,2,2
1756400,1,1
1756490,6,5
1756492,6,11
1756496,3,3
1756498,1791,1746
1756499,1504,1406
1756500,7255,7082
1756502,477,468
1756504,397,396
1756505,595,577
1756510,1421,1297
1756515,2,3
1756700,149,141
1756950,1,2
1757000,25,22
1757005,1,4
1757015,66,57
1757020,314,318
1757030,173,170
1757040,71,73
1757100,33,29
1757102,4,0
1757144,3,3
1757145,4,5
1757148,2,1
1757150,142,134
1757152,29,30
1757170,2,2
1757185,50,30
1757186,37,20
1757190,25,10
1757194,7,4
1757195,19,19
1757196,3,1
1757197,9,6
1757200,930,965
1757205,2139,2199
1757210,495,480
1757215,827,824
1757220,487,488
1757225,337,356
1757226,56,101
1757227,118,128
1757228,67,89
1757270,153,149
1757272,178,163
1757273,25,11
1757274,21,10
1757275,2,2
1757285,352,336
1757286,461,454
1757287,880,868
1757288,321,306
1757289,455,397
1757295,16,6
1757296,16,14
1757300,721,734
1757302,158,181
1757380,200,450
1757384,50,1
1757390,1,1
1757400,677,639
1757402,678,663
1757500,11923,11540
1757510,1478,1572
1757515,90,94
1757520,621,565
1757530,4568,4408
1757540,2562,2465
1757550,9144,8878
1757560,1341,1394
1757574,26,98
1757582,26,44
1757585,11,36
1757590,3631,3517
1757600,242,234
1757610,1048,1071
1757611,18,14
1757612,49,66
1757615,90,88
1757620,8341,8101
1757650,661,634
1757660,46,64
1757661,3039,2821
1757662,5617,5435
1757665,7076,7114
1757667,80,89
1757670,701,640
1757680,578,566
1757682,22,69
1757685,130,133
1757690,255,254
1757695,538,515
1757696,1614,1397
1757697,2428,2328
1757699,703,647
1757700,120,89
1757701,10,6
1758000,510,488
1758002,426,436
1758003,28,23
1758004,14,13
1758005,313,285
1758010,6,3
1758023,8,5
1758024,6,4
1758025,10,5
1758026,7,6
1758027,66,60
1758028,8,2
1758029,561,514
1758030,367,347
1758031,111,105
1758032,10,9
1758033,56,43
1758034,12,2
1758035,12,3
1758036,24,22
1758037,14,10
1758038,568,544
1758039,5,2
1758040,13,8
1758041,216,206
1758042,67,54
1758043,14,2
1758044,40,14
1758045,10,4
1758046,11,11
1758047,20,14
1758048,207,199
1758049,8,6
1758050,10,6
1758051,17,12
1758052,297,273
1758053,200,170
1758054,6,4
1758055,55,42
1758056,46,34
1758057,41,29
1758058,66,52
1758059,28,23
1758060,6,4
1758061,56,48
1758062,8,3
1758063,17,12
1758064,17,11
1758065,72,62
1758066,24,15
1758067,54,42
1758068,107,99
1758069,5,2
1758070,32,25
1758071,22,21
1758072,53,40
1758073,10,6
1758074,24,14
1758075,17,14
1758076,6,3
1758077,25,22
1758078,19,15
1758079,52,41
1758080,20,5
1758081,26,15
1758082,35,22
1758083,10,6
1758084,10,6
1758085,15,10
1758086,5,3
1758087,15,12
1758088,32,32
1758089,27,24
1758090,46,42
1758091,7,4
1758092,7,4
1758093,6,5
1758094,43,41
1758095,18,6
1758096,23,6
1758097,14,6
1758098,41,38
1758099,9,8
1758100,119,118
1758101,152,132
1758102,40,32
1758103,35,31
1758104,27,14
1758105,56,44
1758106,39,31
1758107,31,28
1758108,22,16
1758109,37,25
1758110,12,10
1758113,20,12
1758114,12,2
1758115,10,4
1758116,10,4
1758117,14,2
1758119,8,4
1758120,5,3
1758121,12,8
1758122,10,2
1758123,22,13
1758124,11,6
1758125,193,173
1758126,29,25
1758127,27,22
1758128,140,98
1758129,7,4
1758130,7,2
1758131,10,7
1758132,3537,3082
1758133,3,2
1758134,193,163
1758135,26,14
1758136,66,57
1758137,30,23
1758138,17,11
1758139,12,9
1758140,31,23
1758141,14,10
1758142,14,10
1758143,5,2
1758144,6,4
1758146,4,1
1758147,5,2
1758148,16,12
1758149,9,6
1758150,342,326
1758151,151,141
1758152,10,7
1758153,12,7
1758154,10,7
1758155,12,8
1758156,18,14
1758157,8,5
1758158,33,28
1758159,9,6
1758160,13,11
1758162,10,8
1758163,241,210
1758164,32,26
1758165,157,142
1758166,25,23
1758167,41,39
1758168,10,3
1758169,4,2
1758170,13,11
1758171,8,3
1758172,77,60
1758173,11,6
1758174,64,34
1758175,11,2
1758176,17,13
1758177,852,768
1758178,21,20
1758179,34,29
1758180,15,7
1758181,16,10
1758182,58,29
1758183,24,18
1758184,40,37
1758185,8,4
1758186,30,24
1758187,3,2
1758188,13,10
1758190,8,4
1758191,15,11
1758192,29,24
1758193,26,16
1758194,23,16
1758195,7,5
1758196,5,4
1758197,9,8
1758198,51,46
1758199,27,23
1758200,21,13
1758201,5,5
1758202,5,3
1758203,172,158
1758204,68,56
1758205,26,19
1758207,10,7
1758208,17,16
1758209,5,2
1758210,39,33
1758211,12,10
1758212,604,531
1758213,84,79
1758214,34,34
1758215,39,35
1758216,80,64
1758217,5,2
1758219,5,1
1758221,17,15
1758222,6,1
1758223,15,9
1758224,4,1
1758225,8,7
1758226,12,8
1758227,43,33
1758228,10,9
1758229,17,14
1758230,24,22
1758231,13,11
1758232,19,16
1758233,9,5
1758234,2,1
1758235,12,8
1758236,14,8
1758237,8,2
1758238,25,19
1758239,49,48
1758240,7,2
1758241,16,8
1758242,17,13
1758243,61,55
1758244,24,20
1758245,11,8
1758246,6,2
1758247,56,53
1758248,33,28
1758249,12,7
1758251,8,4
1758252,5,2
1758253,5,1
1758255,4,2
1758256,5,2
1758257,107,87
1758258,13,3
1758259,18,2
1758260,10,6
1758261,15,8
1758262,12,4
1758263,6,6
1758264,13,12
1758265,4,1
1758267,11,11
1758268,5,3
1758269,4,4
1758270,9,7
1758271,14,8
1758272,11,6
1758273,10,8
1758274,10,7
1758275,7,3
1758276,6,2
1758279,40,40
1758280,6,2
1758282,6,2
1758283,5,3
1758284,10,1
1758286,7,4
1758287,11,9
1758288,17,15
1758289,4,1
1758290,13,8
1758291,4,2
1758292,4,1
1758293,8,1
1758294,25,13
1758295,4,1
1758297,9,1
1758299,37,28
1758300,35,11
1758301,90,70
1758302,11,6
1758303,9,1
1758304,15,12
1758305,15,13
1758306,8,7
1758307,11,9
1758308,6,5
1758309,13,9
1758311,9,5
1758312,7,2
1758313,19,19
1758314,14,12
1758316,7,3
1758317,10,10
1758318,4,2
1758319,6,3
1758320,7,1
1758321,25,19
1758322,10,8
1758324,12,9
1758325,11,6
1758326,10,7
1758327,12,5
1758328,119,114
1758329,14,8
1758330,13,10
1758331,14,12
1758332,21,4
1758333,10,1
1758334,12,9
1758335,10,7
1758336,5,4
1758337,18,12
1758338,8,4
1758339,52,40
1758340,5,4
1758342,11,10
1758343,116,119
1758344,12,10
1758345,6,7
1758351,70,78
1758352,4,3
1758353,2,2
1758357,7,6
1758358,85,85
1758359,46,49
1758360,17,18
1758361,80,86
1758362,75,60
1758363,94,67
1758364,61,58
1758365,16,7
1758366,107,91
1758367,4,7
1758368,12,14
1758372,2,7
1758373,16,13
1758374,153,157
1758377,4,4
1758378,2,3
1758379,3,4
1758380,6,6
1758381,6,6
1758382,6,6
1758383,1,1
1758385,15,16
1758386,16,15
1758387,9,11
1758388,12,15
1758389,4,2
1758390,1,1
1758391,4,1
1758393,5,7
1758394,4,2
1758395,3,1
1758396,8,10
1758398,1,2
1758400,1,2
1758401,6,11
1758402,1,3
1758407,1,1
1758409,3,2
1758410,3,1
1758414,6,5
1758415,1,3
1758418,1,1
1758419,1,2
1758420,2,1
1758421,18,18
1758422,16,34
1758423,1,1
1758424,2,2
1758425,2,3
1758427,171,153
1758429,29,40
1758430,6,47
1758432,5,14
1758433,265,232
1758434,35,34
1758435,1,10
1758436,30,47
1758437,26,39
1758438,16,56
1758439,18,35
1758440,33,34
1758441,1,6
1758442,13,35
1758443,3,10
1758444,5,3
1758446,7,9
1758447,132,128
1758448,2,1
1758449,43,43
1758450,3,2
1758452,10,3
1758453,12,11
1758455,5,5
1758456,6,4
1758457,1,4
1758458,1,1
1758459,23,22
1758460,7,8
1758461,1,0
1758462,862,817
1758463,22,22
1758464,6,3
1758465,25,22
1758466,11,18
1758467,12,16
1758468,2,7
1758469,6,3
1758472,62,54
1758474,4,8
1758475,73,70
1758476,429,453
1758477,134,113
1758481,6,4
1758482,10,10
1758483,10,10
1758484,11,11
1758485,3,4
1758486,4,5
1758487,6,6
1758488,4,4
1758489,4,2
1758490,4,3
1758491,10,7
1758492,2,4
1758493,7,8
1758494,4,6
1758495,8,9
1758500,4,5
1758502,633,601
1758503,4,3
1758504,3,2
1758505,4,1
1758506,7,5
1758509,1,1
1758510,28,33
1758511,6,5
1758514,2,1
1758515,105,106
1758516,4,5
1758517,2,3
1758518,34,34
1758519,10,11
1758520,37,33
1758521,3,3
1758522,7,2
1758526,15,13
1758527,5,6
1758528,47,43
1758529,4,4
1758530,96,92
1758531,4,5
1758532,20,25
1758533,293,277
1758534,6,2
1758535,1,1
1758539,14,10
1758540,162,156
1758541,27,25
1758542,11,10
1758543,6,4
1758544,3,2
1758546,35,39
1758547,24,24
1758548,93,91
1758549,157,149
1758550,29,30
1758551,7,6
1758552,8,8
1758553,3,5
1758554,19,16
1758555,34,24
1758556,2,1
1758558,10,6
1758559,15,14
1758560,48,43
1758562,108,112
1758563,16,8
1758564,4,5
1758566,16,20
1758567,13,10
1758569,1,1
1758571,1,1
1758577,5,6
1758578,17,16
1758579,11,24
1758583,15,21
1758588,23,21
1758589,27,28
1758590,3368,3422
1758592,10,13
1758593,351,316
1758595,573,546
1758596,11,14
1758597,5,5
1758598,7,10
1758599,55,49
1758600,168,171
1758602,196,222
1758604,155,163
1758605,4536,4464
1758606,12,8
1758607,2862,2944
1758610,597,619
1758611,4,3
1758615,1889,1774
1758620,36,33
1758624,61,53
1758625,141,138
1758626,122,84
1758627,12,10
1758628,30,29
1758629,1,3
1758630,3,1
1758631,1,6
1758633,2,2
1758634,13,13
1758636,5,10
1758637,7,9
1758638,117,122
1758639,207,160
1758640,210,186
1758641,48,43
1758642,73,64
1758643,140,127
1758644,46,36
1758645,43,30
1758646,24,17
1758647,18,14
1758648,12,16
1758649,42,42
1758650,6,7
1758651,18,15
1758652,82,64
1758653,60,56
1758654,27,20
1758655,25,26
1758656,538,519
1758657,2,3
1758659,100,84
1758660,159,155
1758661,295,298
1758662,6,5
1758663,3,4
1758664,175,193
1758665,315,331
1758666,67,73
1758667,16,9
1758668,99,85
1758669,153,133
1758670,305,288
1758671,5,5
1758673,60,39
1758674,73,105
1758675,23,20
1758676,6,9
1758677,1,5
1758679,3,7
1758680,2,5
1758681,16,16
1758682,21,43
1758683,41,67
1758684,19,11
1758686,21,8
1758688,10,10
1758689,1,1
1758690,77,81
1758692,15,13
1758693,278,267
1758695,4,7
1758697,2,5
1758698,4,9
1758701,313,309
1758702,10,1
1758705,39,35
1758707,44,42
1758708,16,13
1758709,23,22
1758710,3,6
1758713,7,2
1758715,920,899
1758716,25,24
1758717,6,8
1758718,310,320
1758719,5,5
1758720,4,6
1758721,7,7
1758722,5,5
1758723,4,4
1758727,10,11
1758728,2,2
1758729,69,63
1758730,7,8
1758731,24,24
1758732,33,32
1758733,50,45
1758734,61,56
1758735,1010,975
1758736,8,3
1758737,3,2
1758740,11,8
1758741,1,3
1758744,4,3
1758745,50,44
1758746,1,1
1758748,2,2
1758749,20,20
1758750,34,31
1758751,62,59
1758752,40,36
1758753,6,25
1758754,68,72
1758755,3,3
1758758,1,3
1758760,143,164
1758761,2,3
1758763,3,5
1758765,69,68
1758767,62,56
1758768,7,2
1758769,7,10
1758770,3,6
1758771,859,799
1758772,251,204
1758773,47,43
1758774,41,42
1758775,100,103
1758776,3,4
1758777,3,1
1758778,46,45
1758779,2,6
1758780,60,60
1758781,40,43
1758782,6,9
1758783,85,64
1758784,10,8
1758785,44,52
1758787,9,8
1758788,73,82
1758789,6,4
1758791,29,31
1758792,19,34
1758793,22,17
1758794,2,3
1758795,24,31
1758796,3,3
1758798,17,20
1758799,39,32
1758801,6,6
1758802,3,3
1758804,80,75
1758807,20,20
1758809,45,39
1758810,57,56
1758811,2,6
1758812,63,69
1758813,4,9
1758815,332,303
1758817,10,11
1758818,44,40
1758819,5,8
1758820,163,164
1758822,1,1
1758823,31,28
1758824,15,13
1758825,67,55
1758828,11,10
1758829,19,16
1758833,11,11
1758834,106,106
1758835,4,2
1758837,11,11
1758838,21,23
1758841,2,1
1758842,42,39
1758843,43,40
1758844,18,14
1758845,83,78
1758846,69,66
1758848,20,17
1758849,10,16
1758850,84,77
1758851,355,358
1758852,5,2
1758853,55,51
1758854,16,19
1758855,10,8
1758856,31,37
1758857,21,33
1758858,114,115
1758859,1155,1155
1758861,122,111
1758862,52,51
1758863,6,8
1758864,1,1
1758865,4,2
1758867,30,29
1758869,79,73
1758870,2,4
1758872,5,6
1758873,6,9
1758875,4,6
1758876,5,5
1758877,11,9
1758879,2,3
1758882,12,21
1758883,73,68
1758884,13,11
1758885,23,23
1758887,146,147
1758888,3,1
1758890,5,7
1758893,1,2
1758895,79,74
1758896,2,2
1758897,13,11
1758898,47,57
1758901,1,2
1758902,2,0
1758903,19,22
1758904,5,4
1758905,67,70
1758906,18,24
1758907,41,51
1758908,8,10
1758911,20,32
1758913,9,15
1758914,4,13
1758915,55,50
1758916,1,2
1758917,631,603
1758920,10,19
1758924,3,1
1758925,17,19
1758926,17,27
1758927,8,12
1758928,3,9
1758929,2,6
1758930,9,11
1758931,1,6
1758933,2,3
1758934,135,125
1758935,86,103
1758936,23,26
1758937,8,2
1758940,121,123
1758941,19,19
1758942,10,9
1758943,115,105
1758944,2,4
1758949,1,7
1758950,18,18
1758951,1,4
1758952,11,12
1758953,5,5
1758954,5,7
1758955,4,5
1758957,6,6
1758959,16,15
1758960,267,283
1758961,13,10
1758962,60,60
1758963,47,49
1758964,48,47
1758965,10,13
1758966,18,15
1758967,576,553
1758968,5,3
1758969,5,6
1758970,74,72
1758972,2,8
1758973,3,3
1758974,27,28
1758975,635,607
1758976,13,17
1758979,2,4
1758981,7,9
1758984,5,5
1758985,159,158
1758988,9,12
1758989,41,44
1758990,4,1
1758991,18,20
1758992,5,14
1758993,11,16
1758994,29,33
1758995,98,89
1758996,8,12
1758997,12,9
1758998,24,24
1759000,43,41
1759001,247,209
1759002,27,28
1759003,2,1
1759004,4,2
1759005,24,25
1759007,507,462
1759008,3,1
1759010,140,128
1759011,22,19
1759014,3,3
1759015,2,3
1759017,601,557
1759018,17,20
1759020,10,7
1759022,128,113
1759024,6,5
1759025,19,18
1759027,55,56
1759028,10,10
1759029,19,20
1759030,2,25
1759033,15,17
1759034,3,4
1759035,2,2
1759036,157,146
1759037,23,18
1759038,8,6
1759042,2,1
1759043,2,2
1759044,30,28
1759045,9,12
1759046,3,4
1759047,3,3
1759048,17,20
1759049,12,12
1759050,10,10
1759052,7,8
1759053,2,2
1759054,28,33
1759055,109,116
1759057,7,6
1759059,37,40
1759060,57,60
1759061,18,12
1759062,7,9
1759063,7,5
1759064,13,13
1759065,388,366
1759066,928,897
1759067,23,31
1759068,39,43
1759070,376,367
1759071,113,111
1759072,20,5
1759073,16,9
1759074,14,3
1759075,9,4
1759076,35,35
1759077,33,26
1759078,53,63
1759079,8,4
1759080,14,10
1759081,3,2
1759082,448,421
1759085,22,30
1759086,2,2
1759087,2,1
1759091,2,4
1759093,3,10
1759094,9,9
1759095,15,11
1759096,36,37
1759097,40,42
1759098,60,59
1759100,9,7
1759101,51,53
1759102,36,34
1759104,11,11
1759106,24,24
1759107,25,24
1759108,300,277
1759109,204,179
1759110,1796,1754
1759112,11,12
1759113,3,1
1759114,4,5
1759116,3,2
1759117,3,10
1759118,14,19
1759119,10,12
1759120,2,8
1759121,3,4
1759122,1,2
1759123,5,5
1759124,9,10
1759125,2,3
1759127,5,7
1759129,1,1
1759132,1,5
1759133,3,2
1759134,8,6
1759135,4,1
1759137,11,10
1759138,113,106
1759139,21,22
1759140,48,50
1759141,10,10
1759142,1,7
1759143,135,136
1759144,68,67
1759145,59,58
1759146,56,59
1759147,32,36
1759148,13,13
1759149,107,100
1759153,39,31
1759155,149,145
1759157,20,10
1759158,83,85
1759159,157,151
1759161,308,301
1759163,311,298
1759164,12,15
1759165,247,245
1759167,144,135
1759168,14,14
1759169,72,43
1759171,65,70
1759174,16,11
1759176,71,67
1759177,4,9
1759178,21,44
1759180,1,4
1759181,131,107
1759182,207,194
1759183,89,62
1759186,39,67
1759187,3,1
1759188,8,63
1759189,3,1
1759190,26,32
1759191,9,4
1759192,1,1
1759194,5,7
1759195,9,9
1759197,28,38
1759199,2,4
1759205,1,1
1759208,20,18
1759212,12,12
1759213,7,2
1759215,6,2
1759216,24,22
1759217,5,3
1759219,3,1
1759220,21,1
1759223,20,20
1759225,11,9
1759229,19,16
1759231,21,19
1759232,1,1
1759233,26,24
1759235,11,10
1759236,2,1
1759241,17,20
1759244,207,217
1759247,222,237
1759251,18,17
1759253,18,23
1759255,37,41
1759256,8,10
1759257,37,40
1759258,2437,2183
1759259,34,36
1759260,21,28
1759261,72,76
1759263,29,32
1759265,10,15
1759267,20,25
1759268,44,34
1759269,21,15
1759270,1,1
1759271,6,4
1759272,99,102
1759274,9,7
1759275,17,12
1759276,28,22
1759277,4,1
1759278,2,1
1759279,18,12
1759280,7,6
1759281,3,1
1759282,38,52
1759283,12,3
1759284,7,4
1759285,5,1
1759287,13,4
1759291,3,2
1759292,8,18
1759294,8,6
1759295,19,15
1759297,25,21
1759298,41,48
1759299,3,2
1759301,4,2
1759302,6,14
1759303,5,3
1759304,5,6
1759308,1,2
1759309,14,10
1759311,29,25
1759312,13,9
1759313,235,221
1759314,6,6
1759315,28,22
1759316,4,1
1759317,48,38
1759318,387,387
1759319,99,79
1759320,1025,965
1759321,36,32
1759322,69,60
1759323,52,44
1759324,118,119
1759325,167,158
1759326,1231,1231
1759327,9,6
1759328,11,23
1759329,65,54
1759330,6,5
1759331,4,2
1759332,22,16
1759333,10,7
1759334,10,6
1759335,26,18
1759336,4,1
1759337,15,14
1759338,140,134
1759339,16,10
1759340,3,4
1759341,6,2
1759343,6,2
1759344,124,135
1759346,413,408
1759347,39,32
1759348,137,138
1759349,23,20
1759350,33,55
1759351,9,4
1759354,55,40
1759355,90,81
1759356,25,35
1759357,31,28
1759358,95,95
1759359,26,21
1759360,118,118
1759361,7,5
1759362,88,110
1759363,4,2
1759364,169,168
1759365,10,10
1759366,774,754
1759367,54,47
1759368,93,106
1759369,3,1
1759370,216,234
1759371,19,15
1759372,1,1
1759374,81,78
1759375,10,7
1759377,34,30
1759378,1,17
1759379,28,22
1759380,26,28
1759381,19,1
1759382,1,3
1759383,7,5
1759385,4,2
1759386,2,2
1759387,172,160
1759389,17,13
1759390,179,180
1759391,2692,2574
1759392,26,45
1759393,242,197
1759394,49,77
1759395,197,177
1759396,31,36
1759397,17,17
1759399,24,19
1759400,11,12
1759401,28,24
1759403,32,26
1759404,10,7
1759405,44,34
1759406,30,29
1759407,22,17
1759409,171,148
1759411,270,248
1759412,2,5
1759413,199,182
1759414,9,12
1759415,27,17
1759416,1,4
1759417,6,1
1759418,15,19
1759419,10,3
1759420,78,100
1759421,8,1
1759423,28,13
1759424,173,151
1759426,571,547
1759427,8,6
1759428,7,9
1759429,5,2
1759430,22,20
1759431,11,10
1759433,57,40
1759435,21,19
1759436,7,6
1759437,10,7
1759438,4,7
1759439,27,17
1759440,3,1
1759441,15,9
1759443,21,13
1759444,52,52
1759445,34,24
1759446,1,1
1759447,24,20
1759448,2,3
1759449,15,7
1759450,15,9
1759451,41,21
1759452,37,22
1759453,21,18
1759455,22,11
1759456,211,193
1759457,2,2
1759459,34,30
1759460,68,66
1759461,32,26
1759462,5,6
1759463,9,7
1759464,64,76
1759466,116,116
1759467,12,6
1759468,323,311
1759469,22,20
1759470,135,125
1759471,13,10
1759472,10,10
1759473,9,7
1759474,148,161
1759475,11,7
1759476,8,11
1759477,9,8
1759478,12,11
1759479,22,17
1759480,1,5
1759481,923,784
1759482,5,6
1759483,8,2
1759484,158,148
1759485,5,3
1759487,3,1
1759489,100,93
1759491,23,19
1759492,412,398
1759493,16,13
1759494,109,112
1759495,23,20
1759496,4,5
1759497,7,2
1759498,28,32
1759499,2,1
1759503,2,1
1759504,55,61
1759505,3,2
1759506,77,102
1759507,9,6
1759509,10,7
1759510,12,19
1759511,3,1
1759512,111,113
1759513,14,11
1759514,54,54
1759515,3,1
1759517,8,6
1759518,11,7
1759520,19,14
1759521,30,26
1759523,48,40
1759524,1,3
1759525,6,1
1759528,54,47
1759530,33,33
1759533,2,1
1759534,72,73
1759536,68,69
1759537,6,2
1759539,3,2
1759542,3,1
1759544,117,119
1759546,3,3
1759548,831,833
1759550,19,20
1759551,5,3
1759553,6,2
1759554,1,1
1759555,14,6
1759556,2,2
1759557,5,2
1759558,5,5
1759559,13,7
1759561,10,5
1759562,16,16
1759563,5,2
1759564,503,502
1759565,7,4
1759566,7,9
1759567,3,2
1759568,6,5
1759571,4,2
1759572,41,44
1759573,7,5
1759574,30,32
1759575,6,2
1759576,71,72
1759578,174,162
1759580,58,43
1759581,13,4
1759582,18,16
1759583,15,13
1759584,13,9
1759585,4,1
1759586,202,163
1759587,15,7
1759589,21,15
1759590,2,2
1759591,22,13
1759593,26,21
1759594,17,18
1759596,10,13
1759597,41,39
1759598,6,6
1759600,22,23
1759604,80,67
1759606,79,71
1759607,5,1
1759608,481,489
1759609,193,184
1759610,101,98
1759612,83,88
1759613,8,6
1759614,6,7
1759615,10,2
1759617,9,5
1759619,13,9
1759620,40,27
1759621,6,3
1759622,40,34
1759623,13,10
1759624,6,5
1759625,3,1
1759626,4,4
1759627,3,1
1759628,16,16
1759629,7,1
1759630,19,16
1759631,71,58
1759632,11,18
1759633,4,3
1759634,7,17
1759635,19,18
1759636,6,3
1759637,11,5
1759638,15,15
1759639,15,10
1759640,37,49
1759641,13,10
1759642,297,312
1759643,7,2
1759644,37,44
1759645,9,7
1759646,5,15
1759647,8,4
1759648,28,35
1759649,8,6
1759650,225,214
1759651,5,2
1759652,7,8
1759653,7,5
1759654,7,7
1759655,10,3
1759656,118,111
1759657,8,3
1759658,37,41
1759659,8,2
1759660,55,55
1759661,5,4
1759662,1,3
1759663,9,6
1759665,8,4
1759666,6,7
1759667,2,1
1759668,2,3
1759670,5,7
1759671,5,1
1759672,4,4
1759673,10,4
1759674,433,384
1759675,5,2
1759676,2,2
1759677,11,5
1759678,3,15
1759679,4,1
1759681,5,3
1759682,5,9
1759683,7,3
1759684,47,47
1759685,32,26
1759686,10,12
1759688,121,140
1759689,23,19
1759690,11,11
1759692,16,16
1759693,11,12
1759694,14,17
1759695,4,2
1759696,24,21
1759697,21,14
1759698,48,53
1759699,3,1
1759700,1,2
1759702,2,2
1759703,13,12
1759705,6,3
1759707,5,4
1759709,19,16
1759711,12,11
1759712,2,3
1759713,42,35
1759714,3,5
1759715,22,20
1759717,37,23
1759718,124,128
1759720,11,9
1759722,234,213
1759723,14,12
1759724,24,22
1759725,6,4
1759726,138,124
1759727,7,5
1759728,1896,1885
1759729,5,4
1759730,9,10
1759732,28,31
1759733,1,1
1759734,556,518
1759735,29,16
1759736,78,68
1759738,4,3
1759739,36,30
1759740,224,213
1759741,54,44
1759742,14,21
1759744,13,15
1759745,12,10
1759746,684,663
1759747,8,4
